O AMOR, O SORRISO E A FLOR (ALBUM);1960;label;Nilo Sergio,Bim Bom
BEACH SAMBA;1967;label;Sidney Keith Russell,Keith Russell,Pery Ribeiro,Steve Boone,George Ricci,Tony Studd,George Ockner,Gene Orloff,Phil Bodner,Seldon Powell,Richie Unterberger
BIG BAND BOSSA NOVA;1962;label;Quincy Jones,Jon Hendricks,Bobby Scott,Phil Woods,Chris White,Terri Tierney
BOSSA ANTIGUA;1965;label;Gene Cherico
BOSSA NOVA (ALBUM DE PAULINE CROZE);2016;label;Tom Jobim,Orfeu Negro
BOSSA NOVA SOUL SAMBA;1962;label;Ike Quebec,Roy Eldridge,Bud Powell,Willie Bobo,Shu Shu,Pedro Berrios,John White
CHAMBRE AVEC VUE (ALBUM);2000;label;Monsieur Henri,Michel Modo
CHEGA DE SAUDADE (ALBUM);1959;label;Bim Bom,Bene Nunes
COEUR VAGABOND - CORACAO VAGABUNDO;2005;label;Tom Jobim,Michel Modo
THE COMPOSER OF DESAFINADO PLAYS;1963;label;Pete Welding,Jon Hendricks,George Duvivier
DEZ ANOS DEPOIS;1971;label;Tom Jobim
DOIS QUARTOS;2006;label;Jorge Vercilo,Vicki Miskolczy,Stephen Erodody,Kevin Connolly,Luis Brito,Robin Olson,Jerry Burgos
DOUBLE RAINBOW: THE MUSIC OF ANTONIO CARLOS JOBIM;1995;label;Joe Henderson,Tom Jobim,Orfeu Negro,Mr. Jobim,Jon Hendricks,Joel Moss,Lush Life,Johnny C
ELIS & TOM;1974;label;Tom Jobim
FRANCIS ALBERT SINATRA & ANTONIO CARLOS JOBIM;1967;label;Sonny Burke
GETZ AU GO GO;1964;label;Go Go,Gene Cherico,Helcio Milito,Joe Hunt,John Swenson
GETZ/GILBERTO;1964;label;
HERB ALPERT PRESENTS SERGIO MENDES & BRASIL '66;1966;label;Bruce Botnick,Peter Whorf,Jorge Ben,Tim Dom Dom,Julius Wechter,Bob Weinstein
JAZZ SAMBA;1962;label;Luxo So
JOAO GILBERTO (ALBUM, 1961);1961;label;Bim Bom,Jon Hendricks
LIGHT MY FIRE (ALBUM);2011;label;Gilberto Gil,Jim Morrison,Robbie Krieger,Henry Cosby,Stevie Wonder
NARA (ALBUM);1964;label;Edu Lobo,O Morro
STAN GETZ WITH GUEST ARTIST LAURINDO ALMEIDA;1963;label;Herb Ellis,George Duvivier,Ike Quebec,Morris B
TANTO TEMPO;2000;label;Bebel Gilberto,Gilberto Gil,Dinho Ouro,Jorge Ceruto,Luis Do Monte,Jorge Helder
THREE GUITARS IN BOSSA NOVA TIME;1963;label;Herb Ellis,Bob Enevoldsen,Julie London,Herb Brown,Johnny Frigo,Bob Neel,Ike Quebec,Morris B
TIMELESS (ALBUM DE SERGIO MENDES);2006;label;Jorge Ben,Stevie Wonder,Jill Scott,Gilberto Gil
WAVE (ALBUM D'ANTONIO CARLOS JOBIM);1967;label;Mr. Jobim,Pete Turner,Joseph Singer,Julius Held,Gene Orloff,George Ricci
