John Lindsay;male;date de naissance;instrument;country;White
Andrew Hilaire;male;date de naissance;instrument;country;White
Baby Dodds;unknown;date de naissance;instrument;country;2PRACE
Ahmad Jamal;male;date de naissance;instrument;country;Black
Israel Crosby;male;date de naissance;instrument;country;White
Vernel Fournier;unknown;date de naissance;instrument;country;White
Joe Zawinul;male;date de naissance;instrument;country;AIAN
Alex Acu�a;male;date de naissance;instrument;country;API
Manolo Badrena;male;date de naissance;instrument;country;White
Ornette Coleman;unknown;date de naissance;instrument;country;White
Scott LaFaro;male;date de naissance;instrument;country;White
Ed Blackwell;male;date de naissance;instrument;country;White
Dave Brubeck;male;date de naissance;instrument;country;API
Paul Desmond;male;date de naissance;instrument;country;White
Eugene Wright;male;date de naissance;instrument;country;Black
Joe Morello;male;date de naissance;instrument;country;AIAN
Bennie Maupin;male;date de naissance;instrument;country;White
Paul Jackson;male;date de naissance;instrument;country;White
Harvey Mason;male;date de naissance;instrument;country;White
Bill Summers;male;date de naissance;instrument;country;White
Albert Ayler;male;date de naissance;instrument;country;White
Jerry Goodman;male;date de naissance;instrument;country;White
Jan Hammer;male;date de naissance;instrument;country;2PRACE
Rick Laird;male;date de naissance;instrument;country;White
Billy Cobham;male;date de naissance;instrument;country;AIAN
Wallace Jones;male;date de naissance;instrument;country;White
Cootie Williams;unknown;date de naissance;instrument;country;White
Rex Stewart;male;date de naissance;instrument;country;White
Joe Nanton;male;date de naissance;instrument;country;AIAN
Lawrence Brown;male;date de naissance;instrument;country;White
Juan Tizol;male;date de naissance;instrument;country;White
Otto Hardwick;male;date de naissance;instrument;country;White
Ben Webster;male;date de naissance;instrument;country;API
Fred Guy;male;date de naissance;instrument;country;AIAN
Billy Strayhorn;male;date de naissance;instrument;country;AIAN
Jimmy Blanton;male;date de naissance;instrument;country;API
Sonny Greer;male;date de naissance;instrument;country;2PRACE
Ivie Anderson;unknown;date de naissance;instrument;country;White
Herb Jeffries;male;date de naissance;instrument;country;White
Louis Armstrong;male;date de naissance;instrument;country;2PRACE
Honore Dutrey;unknown;date de naissance;instrument;country;Black
J.C. Higginbotham;unknown;date de naissance;instrument;country;White
Jack Teagarden;male;date de naissance;instrument;country;White
Don Redman;male;date de naissance;instrument;country;Black
Jimmie Noone;mostly_male;date de naissance;instrument;country;Black
Happy Caldwell;unknown;date de naissance;instrument;country;Black
Lonnie Johnson;mostly_male;date de naissance;instrument;country;AIAN
Lil Hardin;female;date de naissance;instrument;country;White
Earl Hines;male;date de naissance;instrument;country;White
Zutty Singleton;unknown;date de naissance;instrument;country;White
Bobby Hutcherson;male;date de naissance;instrument;country;White
Cedar Walton;unknown;date de naissance;instrument;country;White
Wynton Kelly;unknown;date de naissance;instrument;country;White
Lex Humphries;male;date de naissance;instrument;country;White
Jimmy Cobb;male;date de naissance;instrument;country;API
Harvey Brooks;male;date de naissance;instrument;country;White
Lenny White;male;date de naissance;instrument;country;White
Jumma Santos;unknown;date de naissance;instrument;country;White
Argonne Thornton;unknown;date de naissance;instrument;country;White
Duke Jordan;male;date de naissance;instrument;country;White
Tiny Grimes;female;date de naissance;instrument;country;White
Curley Russell;unknown;date de naissance;instrument;country;Black
Tommy Potter;male;date de naissance;instrument;country;API
Harold West;male;date de naissance;instrument;country;White
Jimmy Knepper;male;date de naissance;instrument;country;API
Willie Dennis;mostly_male;date de naissance;instrument;country;White
Shafi Hadi;unknown;date de naissance;instrument;country;API
Booker Ervin;male;date de naissance;instrument;country;Black
Horace Parlan;male;date de naissance;instrument;country;Black
Ernie Henry;male;date de naissance;instrument;country;White
Oscar Pettiford;male;date de naissance;instrument;country;AIAN
Doug Watkins;male;date de naissance;instrument;country;White
Paul Lytton;male;date de naissance;instrument;country;White
Barry Guy;male;date de naissance;instrument;country;White
Marc Ribot;male;date de naissance;instrument;country;2PRACE
Eddie Bobe;male;date de naissance;instrument;country;AIAN
Paula Potocki;female;date de naissance;instrument;country;Hispanic
Charlie Burnham;mostly_male;date de naissance;instrument;country;AIAN
Joan Wasser;female;date de naissance;instrument;country;White
Jane Scarpantoni;female;date de naissance;instrument;country;White
Eddie Bob�;male;date de naissance;instrument;country;AIAN
Jordan McLean Todd Simon;male;date de naissance;instrument;country;White
Danny Blume;male;date de naissance;instrument;country;AIAN
Brad Roberts;male;date de naissance;instrument;country;White
Scotty Hard;male;date de naissance;instrument;country;White
Joe McPhee;male;date de naissance;instrument;country;AIAN
Gene Lake;mostly_male;date de naissance;instrument;country;2PRACE
Matt Garrison;male;date de naissance;instrument;country;White
Junior Wedderburn;unknown;date de naissance;instrument;country;Hispanic
Olu Dara;unknown;date de naissance;instrument;country;White
Don Byron;male;date de naissance;instrument;country;Black
Tony Cedras;male;date de naissance;instrument;country;API
Gib Wharton;unknown;date de naissance;instrument;country;White
