A NIGHT IN TUNISIA (ALBUM DE 1960);1961;label;Dizzy Gillespie,Frank Paparelli,Wayne Shorter,Bobby Timmons
AFTER BACH;2018;label;Chris Thile,Robert Schumann,Johannes Brahms,Franz Schubert,Jacques Loussier,Matt Collar,Schweizer Hitparade,Nenad Georgievski,Eric Delhaye,Mike Hobart,Marc Zisman,Chris Ingalls,Robert Baird,John Bungey,Kevin Hayes,Patrick Zimmerli,Mark Guiliana,Charlie Haden
ALL OR NOTHING AT ALL;1958;label;Duke Ellington,Bob Russell,Ogden Nash,Dorothy Parker,Sweets Edison,Ben Webster,Jimmy Rowles,Barney Kessel,Joe Mondragon
ALONE (ALBUM D'EVAN BREWER);2011;label;Evan Brewer
APOCALYPSE (ALBUM DE THUNDERCAT);2013;label;Taylor Graves,Zack Sekoff
ART OF LOVE: MUSIC OF MACHAUT;2009;label;Moyen Age,Robert Sadin,Milton Nascimento,Madeleine Peyroux,Lionel Loueke,Hassan Hakmoun,Romero Lubambo,Marc Feldman,Cyro Baptista,Jasmine Thomas,John Ellis,Charles Curtis,Douce Dame,Mark Feldman,Seamus Blake,Matt Shulman,Dan Weiss,Graham Haynes,Celena Shafer,Dominique Queille
ASYLUM YEARS;year;label;Jerry Yester,Jim Hughart
AT MISTER KELLY'S;1958;label;Sarah Vaughan,Bob Shad,Robert Dimery,Be Mine,Thou Swell,Matty Malneck,Frank Signorelli,Fats Waller,Julius Brammer,Nancy Hamilton,Joe Young,Nacio Herb Brown,Yip Harburg,Ray Henderson,Poor Butterfly,Raymond Hubbell,Jimmy Jones,Richard Davis,Roy Haynes,John Bush
BASS ON TOP;1957;label;Paul Chambers,Otto Harbach,Charlie Parker,Miles Davis,Kenny Burrell,Hank Jones,Harold Feinstein,Ron McMaster,Stephen Thomas Erlewine
THE BIG BEAT;1960;label;Wayne Shorter,Bill Hardman,Dat Dere,Bobby Timmons,Yip Harburg
BLOWIN' THE BLUES AWAY;1959;label;Horace Silver,Sister Sadie,Junior Cook,Eugene Taylor,Louis Hayes
THE BLUES AND THE ABSTRACT TRUTH;1961;label;Oliver Nelson,Bill Cunliffe,Freddie Hubbard,Eric Dolphy,Bill Evans,Paul Chambers,Roy Haynes,Olivier Nelson
BOSSA ANTIGUA;1965;label;Paul Desmond,Eugene Wright,Gene Cherico,Connie Kay,O Gato,Curacao Doloroso
BRIDGES (ALBUM);1977;label;Brian Jackson,Tom Wilson,John G. Fuller,Enrico Fermi,Gil Scott-Heron,Delta Man,Danny Bowens,Joe Blocker,Fred Payne,Marlo Henderson,Barnett Williams,Delbert Tailor,Dale Earnhardt,Jeff Schwachter,Stephen J
BUHAINA'S DELIGHT;1963;label;Wayne Shorter,Curtis Fuller,Shaky Jake,Cedar Walton,Henry Mancini,Freddie Hubbard
THE CALL (ALBUM DE CHARLES LLOYD);1993;label;Charles Lloyd,Bobo Stenson,Billy Hart
