Name,Date,Venue,Time,Notes
Flow Tribe,2012-05-03,Gentilly Stage,11:25 AM,
Kelcy Mae,2012-05-03,Lagniappe Stage,11:30 AM,
Mariachi Jalisco,2012-05-05,Kids Tent,4:10 PM,
David and Roselyn,2012-05-06,Kids Tent,12:40 PM,
Steel Pulse,2012-04-27,Congo Square Stage,5:30 PM,
Cee Lo Green,2012-04-28,Congo Square Stage,3:35 PM,
Soul Rebels,2012-04-28,Congo Square Stage,5:20 PM,
Minister Jai Reed,2012-04-28,Gospel Tent,1:45 PM,
Marc Stone,2012-04-28,Lagniappe Stage,12:30 PM,
Andrew Duhon,2012-04-28,Lagniappe Stage,1:45 PM,
Los Po-Boy-Citos,2012-04-29,Gentilly Stage,11:20 AM,
Papa Grows Funk,2012-04-29,Gentilly Stage,2:20 PM,
Cowboy Mouth,2012-04-29,Gentilly Stage,3:55 PM,
Janelle Monae,2012-04-29,Gentilly Stage,5:35 PM,
E'Dana and Company,2012-04-29,Gospel Tent,12:00 PM,
Johnette Downing,2012-04-29,Kids Tent,11:30 AM,
J. Monque'D Blues Band,2012-05-03,Blues Tent,12:25 PM,
Mia Borders,2012-05-03,Gentilly Stage,12:35 PM,
Jazztories Puppets,2012-05-03,Kids Tent,3:00 PM,
Dayna Kurtz,2012-05-03,Lagniappe Stage,3:35 PM,
Nayo Jones,2012-05-04,Congo Square Stage,11:15 AM,
Mystikal,2012-05-04,Congo Square Stage,3:55 PM,
KID smART Showcase,2012-05-04,Kids Tent,12:40 PM,
Zazou City,2012-05-04,Lagniappe Stage,11:20 AM,
Allen Toussaint,2012-05-05,Acura Stage,1:35 PM,
Cynthia Girtley,2012-05-05,Gospel Tent,12:00 PM,
Cha Wa,2012-05-05,Jazz and Heritage Stage,11:15 AM,
Glen David Andrews,2012-05-06,Blues Tent,2:40 PM,
funky Meters,2012-05-06,Gentilly Stage,2:00 PM,
Bonnie Raitt,2012-05-06,Gentilly Stage,3:45 PM,
Rocks of Harmony,2012-05-06,Gospel Tent,11:10 AM,
Lynn Drury,2012-05-06,Lagniappe Stage,11:20 AM,
Bobby Lounge  ,2012-05-06,Lagniappe Stage,5:50 PM,
Buckwheat Zydeco,2012-04-27,Blues Tent,6:00 PM,
Betty Winn and One A-Chord,2012-04-27,Gospel Tent,1:45 PM,
Leyla McCalla,2012-04-27,Lagniappe Stage,2:20 PM,
DJ Soul Sister,2012-04-28,Congo Square Stage,3:00 PM,
RRAAMMS Drum and Dance,2012-04-28,Kids Tent,12:40 PM,
Dave Koz,2012-04-28,Zatarain's / WWOZ Jazz Tent,4:20 PM,
Dr. John and the Lower 911,2012-04-29,Acura Stage,2:30 PM,
Yolanda Adams,2012-04-29,Congo Square Stage,3:40 PM,
Spencer Bohren,2012-04-29,Lagniappe Stage,2:20 PM,
Kipori Baby Wolf Woods,2012-05-03,Blues Tent,11:20 AM,
Michael Ward,2012-05-03,Congo Square Stage,1:30 PM,
Henry Butler,2012-05-03,Congo Square Stage,3:55 PM,
The Mighty Supremes,2012-05-03,Gospel Tent,1:00 PM,
Erica Falls,2012-05-04,Congo Square Stage,12:20 PM,
Zulu Male Ensemble,2012-05-04,Gospel Tent,11:15 AM,
Eulenspiegel Puppets,2012-05-04,Kids Tent,1:50 PM,
Ingrid Lucia,2012-05-04,Lagniappe Stage,12:25 PM,
The Malone Brothers,2012-05-05,Acura Stage,12:15 PM,
Rumba Buena,2012-05-05,Congo Square Stage,12:35 PM,
Paulina Rubio,2012-05-05,Congo Square Stage,3:35 PM,
Anders Osborne,2012-05-05,Gentilly Stage,2:05 PM,
Better Than Ezra,2012-05-05,Gentilly Stage,3:35 PM,
My Morning Jacket,2012-05-05,Gentilly Stage,5:25 PM,
The Neville Brothers,2012-05-06,Acura Stage,5:45 PM,
The Zion Harmonizers,2012-05-06,Gospel Tent,1:35 PM,
Hobgoblin Hill Puppets,2012-05-06,Kids Tent,1:50 PM,
Henry Gray and the Cats,2012-04-27,Blues Tent,11:20 AM,
Seun Kuti's Egypt 80,2012-04-27,Congo Square Stage,3:25 PM,
The Revivalists,2012-04-27,Gentilly Stage,11:20 AM,
Sasha Masakowski,2012-04-27,Lagniappe Stage,3:45 PM,
Leah Chase,2012-04-27,Zatarain's / WWOZ Jazz Tent,1:40 PM,
101 Runners,2012-04-28,Jazz and Heritage Stage,3:00 PM,
Erika Flowers,2012-04-29,Congo Square Stage,11:15 AM,
Evelyn Turrentine-Agee,2012-04-29,Gospel Tent,4:50 PM,
Washboard Rodeo,2012-04-29,Lagniappe Stage,5:25 PM,
Hurray for the Riff Raff,2012-05-03,Acura Stage,11:30 AM,
Honey Island Swamp Band,2012-05-03,Acura Stage,2:25 PM,
The Dirty Dozen Brass Band,2012-05-03,Acura Stage,4:05 PM,
Silky Sol - The Read Afro Queen,2012-05-03,Blues Tent,2:45 PM,
Kourtney Heart,2012-05-03,Congo Square Stage,11:15 AM,
Julio y Cesar Band,2012-05-03,Lagniappe Stage,12:50 PM,
The Bucktown All-Stars,2012-05-04,Acura Stage,11:20 AM,
Donald Harrison,2012-05-04,Congo Square Stage,1:30 PM,
St. Joseph the Worker Choir,2012-05-04,Gospel Tent,2:40 PM,
Hot 8 Brass Band,2012-05-04,Jazz and Heritage Stage,5:50 PM,
Yvette Landry Band,2012-05-04,Lagniappe Stage,2:45 PM,
John Mooney's Bluesiana,2012-05-05,Blues Tent,4:25 PM,
Voices of Peter Claver,2012-05-05,Gospel Tent,12:00 PM,
The Johnson Extension,2012-05-05,Gospel Tent,3:35 PM,
Versailles Lion Dance Team,2012-05-05,Kids Tent,1:30 PM,
Versailles Lion Dance Team,2012-05-05,Kids Tent,3:00 PM,
Young Guardians of the Flame,2012-05-05,Kids Tent,3:00 PM,
The Matthew Davidson Band,2012-05-05,Kids Tent,5:15 PM,
John Boutte,2012-05-05,Zatarain's / WWOZ Jazz Tent,2:45 PM,
Davina and the Vagabonds,2012-05-06,Blues Tent,12:20 PM,
Charmaine Neville Band,2012-05-06,Blues Tent,1:30 PM,
Ceasar Elloie,2012-05-06,Congo Square Stage,11:10 AM,
TBC Brass Band,2012-05-06,Jazz and Heritage Stage,1:25 PM,
Tanya and Dorise,2012-05-06,Lagniappe Stage,12:30 PM,
Ms. Vee with Stories for You and Me,2012-04-27,Kids Tent,12:40 PM,
Cindy Scott,2012-04-27,Zatarain's / WWOZ Jazz Tent,12:30 PM,
Cheikh Lô of Senegal,2012-04-28,Congo Square Stage,1:40 PM,
Bamboula 2000,2012-04-28,Jazz and Heritage Stage,5:50 PM,
Men of Class SA&PC,2012-04-28,Parade - in Economy Hall,12:30 PM,
Peter Martin,2012-04-28,Zatarain's / WWOZ Jazz Tent,12:20 PM,
Jumpin' Johnny Sansone,2012-04-29,Acura Stage,11:30 AM,
Panorama Jazz Band,2012-04-29,Lagniappe Stage,12:55 PM,
Victor Goines,2012-04-29,Zatarain's / WWOZ Jazz Tent,2:45 PM,
James Cotton Superharp Band,2012-05-03,Blues Tent,5:45 PM,
Florence + the Machine,2012-05-03,Gentilly Stage,5:30 PM,
Lyle Henderson and Emanu-El,2012-05-03,Gospel Tent,5:55 PM,
Wayne Toups and Zydecajun,2012-05-04,Acura Stage,12:35 PM,
Theresa Andersson,2012-05-04,Gentilly Stage,12:40 PM,
Pastor Tyrone Jefferson,2012-05-04,Gospel Tent,12:00 PM,
The Revealers,2012-05-04,Jazz and Heritage Stage,4:15 PM,
The Jim McCormick Band,2012-05-04,Lagniappe Stage,4:15 PM,
Big Sam's Funky Nation,2012-05-05,Congo Square Stage,1:55 PM,
MyNameIsJohnMichael,2012-05-05,Gentilly Stage,12:40 PM,
Samba Kids and Curtis Pierre,2012-05-05,Kids Tent,12:40 PM,
Hot Club of New Orleans,2012-05-05,Lagniappe Stage,6:00 PM,
Sharon Jones and the Dap-Kings,2012-05-06,Blues Tent,5:30 PM,
Rebirth Brass Band,2012-05-06,Congo Square Stage,3:45 PM,
DJ Captain Charles,2012-05-06,Congo Square Stage,4:55 PM,
Creole String Beans,2012-05-06,Gentilly Stage,11:20 AM,
Gregory Agid,2012-05-06,Zatarain's / WWOZ Jazz Tent,12:45 PM,
The New Orleans Suspects,2012-04-27,Acura Stage,11:20 AM,
Lil' Buck Sinegal Blues Band,2012-04-27,Blues Tent,12:25 PM,
Fredy Omar con su Banda,2012-04-27,Congo Square Stage,11:20 AM,
Slavic Soul Party!,2012-04-27,Jazz and Heritage Stage,4:25 PM,
Amanda Shaw and The Cute Guys,2012-04-28,Gentilly Stage,2:40 PM,
The New Orleans Bingo! Show,2012-04-28,Gentilly Stage,4:05 PM,
Israel Houghton and New Breed,2012-04-28,Gospel Tent,4:50 PM,
Muggivan School of Irish Dance,2012-04-28,Kids Tent,11:30 AM,
Young Band Nation Blues Project,2012-04-28,Kids Tent,5:15 PM,
Ernie Vincent and the Top Notes,2012-04-29,Blues Tent,11:20 AM,
Phil Wiggins and Corey Harris,2012-04-29,Blues Tent,12:30 PM,
The Batiste Brothers,2012-04-29,Congo Square Stage,12:25 PM,
Adella Adella the Storyteller,2012-04-29,Kids Tent,4:10 PM,
Ellis Marsalis,2012-04-29,Zatarain's / WWOZ Jazz Tent,1:30 PM,
Little Freddie King Blues Band,2012-05-03,Blues Tent,1:35 PM,
The Stooges Brass Band,2012-05-03,Congo Square Stage,2:40 PM,
Roots of Music Marching Crusaders,2012-05-03,Parade,2:55 PM,
Astral Project,2012-05-03,Zatarain's / WWOZ Jazz Tent,5:55 PM,
Bryan Lee and the Blues Power Band,2012-05-04,Blues Tent,11:15 AM,
Gal Holiday and the Honky Tonk Revue,2012-05-04,Kids Tent,5:15 PM,
Courtney Bryan,2012-05-04,Zatarain's / WWOZ Jazz Tent,11:15 AM,
Phillip Manuel,2012-05-04,Zatarain's / WWOZ Jazz Tent,12:25 PM,
Baritone Bliss,2012-05-04,Zatarain's / WWOZ Jazz Tent,1:45 PM,
Germaine Bazzle,2012-05-04,Zatarain's / WWOZ Jazz Tent,2:45 PM,
Mac Arnold and Plate Full O' Blues,2012-05-05,Blues Tent,12:25 PM,
Val and the Love Alive Mass Choir,2012-05-05,Gospel Tent,2:40 PM,
Grupo Sensacion,2012-05-05,Jazz and Heritage Stage,12:25 PM,
Mariachi Jalisco,2012-05-05,Jazz and Heritage Stage,1:45 PM,
New Birth Brass Band,2012-05-05,Jazz and Heritage Stage,5:35 PM,
Roland Guerin,2012-05-05,Zatarain's / WWOZ Jazz Tent,12:25 PM,
Boutte Family Sunday Praise,2012-05-06,Gospel Tent,3:30 PM,
Higher Heights,2012-05-06,Jazz and Heritage Stage,12:20 PM,
New Orleas Moonshiners,2012-05-06,Lagniappe Stage,1:40 PM,
Blodie's Jazz Jam,2012-05-06,Zatarain's / WWOZ Jazz Tent,5:40 PM,
Golden Voices Community Choir,2012-04-27,Gospel Tent,12:50 PM,
Miss Claudia and her Biergartners,2012-04-27,Kids Tent,1:50 PM,
Kim Carson and the Enablers,2012-04-27,Lagniappe Stage,12:55 PM,
Tom Petty and the Heartbreakers,2012-04-28,Acura Stage,5:10 PM,
Khris Royal's Dark Matter,2012-04-28,Congo Square Stage,12:20 PM,
City of Love Music and Worship Arts,2012-04-28,Gospel Tent,6:05 PM,
Midnite Disturbers,2012-04-28,Jazz and Heritage Stage,4:25 PM,
Kristin Diable and the City,2012-04-28,Lagniappe Stage,4:40 PM,
Kevin Bryan,2012-04-28,Peoples Health Economy Hall Tent,3:00 PM,
New Orleans Spiritualettes,2012-04-29,Gospel Tent,11:15 AM,
Leo Jackson and the Melody Clouds,2012-04-29,Gospel Tent,2:45 PM,
Bill Summers Jazalsa,2012-04-29,Jazz and Heritage Stage,1:30 PM,
Kirk Joseph's Tuba Tuba,2012-04-29,Jazz and Heritage Stage,5:55 PM,
Gospel Inspirations of Boutte,2012-05-03,Gospel Tent,12:10 PM,
Free Agents Brass Band,2012-05-03,Jazz and Heritage Stage,1:25 PM,
Chicago Bucket Boys,2012-05-03,Jazz and Heritage Stage,2:35 PM,
Banu Gibson,2012-05-03,Peoples Health Economy Hall Tent,2:55 PM,
Grace Potter and the Nocturnals,2012-05-04,Acura Stage,3:25 PM,
Big Al Carson and the Blues Masters,2012-05-04,Blues Tent,12:20 PM,
Wanda Rouzan and A Taste of New Orleans,2012-05-04,Blues Tent,2:40 PM,
Little Anthony and The Imperials,2012-05-04,Blues Tent,5:35 PM,
Lake Forest Charter Jazz Ensemble,2012-05-04,Kids Tent,3:00 PM,
Tyronne Foster and the Arc Singers,2012-05-05,Gospel Tent,1:45 PM,
Pinstripe Brass Band,2012-05-05,Jazz and Heritage Stage,3:05 PM,
Across the Border with Javier Juarez,2012-05-05,Kids Tent,1:50 PM,
Lady Jetsetters SA&PC,2012-05-05,Parade - in Economy Hall,3:05 PM,
Jeremy Davenport,2012-05-05,Zatarain's / WWOZ Jazz Tent,1:30 PM,
UNO Jazz Allstars,2012-05-06,Zatarain's / WWOZ Jazz Tent,11:30 AM,
Indian Practice,2012-04-27,Cultural Exchange Pavilion,1:30 PM,
The Electrifying Crown Seekers,2012-04-27,Gospel Tent,11:15 AM,
Wimberly Family Gospel Singers,2012-04-27,Gospel Tent,12:00 PM,
Tim Laughlin,2012-04-27,Peoples Health Economy Hall Tent,1:50 PM,
Jamil Sharif,2012-04-27,Peoples Health Economy Hall Tent,6:00 PM,
James Rivers Movement,2012-04-27,Zatarain's / WWOZ Jazz Tent,2:50 PM,
Brother Tyrone and the Mindbenders,2012-04-28,Blues Tent,11:20 AM,
Jeremy Lyons and members of Morphine,2012-04-28,Blues Tent,12:25 PM,
Tonia and the Left Field Band,2012-04-28,Congo Square Stage,11:15 AM,
Indian Practice,2012-04-28,Cultural Exchange Pavilion,1:15 PM,
Tonia Scott and the Anointed Voices,2012-04-28,Gospel Tent,2:40 PM,
Pine Leaf Boys,2012-04-28,Sheraton New Orleans Fais Do-Do Stage,2:50 PM,
Indian Practice,2012-04-29,Cultural Exchange Pavilion,4:55 PM,
Lois Dejean Gospel Diva and Friends,2012-04-29,Gospel Tent,12:50 PM,
Heritage School of Music Band,2012-04-29,Lagniappe Stage,11:30 AM,
New Orleans Klezmer Allstars,2012-04-29,Lagniappe Stage,3:45 PM,
Pete Fountain,2012-04-29,Peoples Health Economy Hall Tent,4:20 PM,
Iron and Wine,2012-04-29,Sheraton New Orleans Fais Do-Do Stage,3:15 PM,
NOCCA Jazz Ensemble,2012-04-29,Zatarain's / WWOZ Jazz Tent,11:15 AM,
Indian Practice,2012-05-03,Cultural Exchange Pavilion,3:30 PM,
Ivan Neville's Dumpstaphunk,2012-05-03,Gentilly Stage,3:35 PM,
McDonogh #35 High School Gospel Choir,2012-05-03,Gospel Tent,2:50 PM,
Chico Trujillo of Chile,2012-05-03,Jazz and Heritage Stage,4:20 PM,
Cheick Hamala Diabate of Mali,2012-05-03,Lagniappe Stage,5:10 PM,
Kid Chocolate,2012-05-03,Peoples Health Economy Hall Tent,4:30 PM,
Bill Miller,2012-05-03,Sheraton New Orleans Fais Do-Do Stage,1:25 PM,
Ani DiFranco,2012-05-03,Sheraton New Orleans Fais Do-Do Stage,4:15 PM,
The Iguanas,2012-05-03,Sheraton New Orleans Fais Do-Do Stage,5:50 PM,
Amina Figarova Sextet,2012-05-03,Zatarain's / WWOZ Jazz Tent,2:55 PM,
The Pedrito Martinez Group,2012-05-04,Congo Square Stage,2:45 PM,
Indian Practice,2012-05-04,Cultural Exchange Pavilion,3:35 PM,
Rodrigo y Gabriela and C.U.B.A.,2012-05-04,Gentilly Stage,5:35 PM,
Feufollet,2012-05-04,Sheraton New Orleans Fais Do-Do Stage,12:25 PM,
Sarah Jarosz,2012-05-04,Sheraton New Orleans Fais Do-Do Stage,4:20 PM,
Indian Practice,2012-05-05,Cultural Exchange Pavilion,4:00 PM,
New Orleans Gospel Soul Children,2012-05-05,Gospel Tent,11:15 AM,
Aaron Neville's Gospel Experience,2012-05-05,Gospel Tent,4:55 PM,
Indian Practice,2012-05-06,Cultural Exchange Pavilion,2:15 PM,
Ninevah Baptist Church Mass Choir,2012-05-06,Gospel Tent,2:30 PM,
"Huval, Dupuy, and Fuselier - Kids Cajun Band",2012-05-06,Kids Tent,3:00 PM,
Kirk Joseph's Backyard Groove,2012-04-27,Congo Square Stage,1:50 PM,
Johnny Sketch and the Dirty Notes,2012-04-27,Gentilly Stage,12:40 PM,
New Orleans School of Circus Arts and I.S.L.,2012-04-27,Kids Tent,4:10 PM,
Stephanie Jordan Big Band,2012-04-27,Zatarain's / WWOZ Jazz Tent,4:05 PM,
Roddie Romero and the Hub City All-Stars,2012-04-28,Acura Stage,12:25 PM,
Southern University Jazzy Jags,2012-04-28,Gentilly Stage,11:15 AM,
Shamarr Allen and the Underdawgs,2012-04-28,Gentilly Stage,1:30 PM,
Trombone Shorty and Orleans Avenue,2012-04-29,Acura Stage,12:45 PM,
Bruce Springsteen and the E Street Band,2012-04-29,Acura Stage,4:30 PM,
Kai Knight's Silhouette Dance Ensemble,2012-04-29,Kids Tent,1:50 PM,
Black Eagles and Shawee Mardi Gras Indians,2012-04-29,Parade,2:55 PM,
Secondline Jammers SA&PC,2012-04-29,Parade - in Economy Hall,2:50 PM,
Treme Brass Band,2012-04-29,Peoples Health Economy Hall Tent,2:50 PM,
Pat Casey and the New Sound,2012-04-29,Zatarain's / WWOZ Jazz Tent,12:15 PM,
Ziggy Malone and Wild and Free Tour,2012-05-04,Congo Square Stage,5:35 PM,
Bruce Hornsby and the Noisemakers,2012-05-04,Gentilly Stage,2:05 PM,
Donnie Bolden Jr. and the Spirit of Elijah,2012-05-04,Gospel Tent,1:45 PM,
Red Hawk Mardi Gras Indians,2012-05-04,Jazz and Heritage Stage,11:15 AM,
Forgotten Souls Brass Band ,2012-05-04,Jazz and Heritage Stage,1:40 PM,
Stephen Foster's Foster Family Program,2012-05-05,Kids Tent,11:30 AM,
Riccardo Crespo and Sol Brasil,2012-05-05,Lagniappe Stage,11:20 AM,
Sam Doores and the Tumbleweeds,2012-05-05,Lagniappe Stage,12:35 PM,
Herbie Hancock and his Band,2012-05-05,Zatarain's / WWOZ Jazz Tent,5:30 PM,
Mem Shannon and the Membership,2012-05-06,Congo Square Stage,12:25 PM,
Irma Thomas' Tribute to Mahalia Jackson,2012-04-27,Gospel Tent,4:40 PM,
Young Pinstripe Brass Band,2012-04-27,Jazz and Heritage Stage,12:25 PM,
Real Untouchables Brass Band,2012-04-27,Jazz and Heritage Stage,5:55 PM,
Beth Patteron and Potent Bathers,2012-04-27,Lagniappe Stage,11:30 AM,
The Heavenly Melodies Gospel Singers,2012-04-28,Gospel Tent,11:15 AM,
Archdiocese of New Orleans Gospel Choir,2012-04-28,Gospel Tent,12:50 PM,
Javier Tobar and Elegant Gypsy,2012-04-28,Jazz and Heritage Stage,11:20 AM,
Puppet Arts Theatre in Carnival of the Animals,2012-04-28,Kids Tent,1:50 PM,
Ashe Cultural Arts Center Kuumba Institute,2012-04-28,Kids Tent,4:10 PM,
Meschiya Lake and the Little Big Horns,2012-04-28,Lagniappe Stage,3:05 PM,
The Courtyard Kings,2012-04-28,Peoples Health Economy Hall Tent,11:20 AM,
Franklin Avenue Baptist Church Mass Choir,2012-04-29,Gospel Tent,6:05 PM,
The Pfister Sisters,2012-04-29,Peoples Health Economy Hall Tent,11:10 AM,
Ramsey Lewis Electric Band,2012-04-29,Zatarain's / WWOZ Jazz Tent,4:10 PM,
Jimmy Buffett Acoustic - with Mac McAnally,2012-05-03,Acura Stage,5:55 PM,
George Porter Jr.'s Runnin' Pardners,2012-05-03,Gentilly Stage,2:00 PM,
Cheick Hamala Diabate of Mali,2012-05-03,Jazz and Heritage Stage,12:20 PM,
Original Pinettes Brass Band,2012-05-03,Jazz and Heritage Stage,6:00 PM,
Duxes of Dixieland,2012-05-03,Peoples Health Economy Hall Tent,1:30 PM,
The Marlon Jordan Quartet,2012-05-03,Zatarain's / WWOZ Jazz Tent,12:35 PM,
Reggie Hall and the Twilighters feat. Lady Bee,2012-05-04,Blues Tent,1:25 PM,
Golden Blade Mardi Gras Indians,2012-05-04,Jazz and Heritage Stage,3:00 PM,
New Orleans Hispano America (NOHA) Dance Group,2012-05-04,Kids Tent,4:10 PM,
Paul Sanchez and the Rolling Road Show,2012-05-05,Gentilly Stage,11:25 AM,
First Emanuel Baptist Church Mass Choir,2012-05-05,Gospel Tent,6:19 PM,
Young Tuxedo Jazz Band,2012-05-05,Peoples Health Economy Hall Tent,3:05 PM,
Lost Bayou Ramblers,2012-05-05,Sheraton New Orleans Fais Do-Do Stage,6:00 PM,
The Pedrito Martinez Group,2012-05-05,Zatarain's / WWOZ Jazz Tent,4:05 PM,
Terrance Simien and the Zydeco Experience,2012-05-06,Blues Tent,4:00 PM,
Maze featuring Frankie Beverly,2012-05-06,Congo Square Stage,5:35 PM,
Jo Cool Davis with guest Sugarboy Crawford,2012-05-06,Gospel Tent,12:50 PM,
Craig Adams and Higher Dimensions of Praise,2012-05-06,Gospel Tent,6:05 PM,
Bo Dollis and the Wild Magnolias,2012-05-06,Jazz and Heritage Stage,4:25 PM,
New Orleans Nightcrawlers,2012-05-06,Jazz and Heritage Stage,5:50 PM,
NORDC / Crescent City Lights Youth Theater,2012-05-06,Kids Tent,11:30 AM,
N'Kafu Traditional African Dance Company,2012-05-06,Kids Tent,5:15 PM,
Red Stick Ramblers,2012-05-06,Sheraton New Orleans Fais Do-Do Stage,12:35 PM,
Asleep at the Wheel,2012-05-06,Sheraton New Orleans Fais Do-Do Stage,3:45 PM,
James Andrews and The Crescent City Allstars,2012-04-27,Blues Tent,1:40 PM,
Gray Hawk presents Native American Lore and Tales,2012-04-27,Kids Tent,3:00 PM,
Guitar Lightnin' Lee and the Thunder Band,2012-04-27,Lagniappe Stage,5:15 PM,
Jon Cleary and the Absolute Monster Gentlemen,2012-04-28,Acura Stage,1:40 PM,
Gal Holiday and the Honky Tonk Truck Review,2012-04-28,Gentilly Stage,12:20 PM,
Josh Kagler's Harmonistic Praise Crusade,2012-04-28,Gospel Tent,12:05 PM,
Storyville Stompers Brass Band,2012-04-28,Jazz and Heritage Stage,1:35 PM,
The High Ground Drifters Bluegrass Band,2012-04-28,Lagniappe Stage,6:00 PM,
Golden Comanche and Seminoles Mardi Gras Indians,2012-04-28,Parade,2:40 PM,
Black Eagles and Shawee MGI,2012-04-29,Cultural Exchange Pavilion,3:15 PM,
N'Fungola Sibo West African Dance and Drum Company,2012-04-29,Kids Tent,5:15 PM,
O. Perry Walker Charter High School Gospel Choir,2012-05-03,Gospel Tent,1:05 PM,
Kristi Guillory and the Midtown Project,2012-05-03,Lagniappe Stage,2:10 PM,
Original Pinettes Brass Band with VIP Ladies SA&PC,2012-05-03,Parade,4:15 PM,
Palmetto Bug Stompers,2012-05-03,Peoples Health Economy Hall Tent,12:20 PM,
Regina Carter's Reverse Thread,2012-05-03,Zatarain's / WWOZ Jazz Tent,4:15 PM,
Golden Sioux and Young Cherokee Mardi Gras Indians,2012-05-04,Parade,2:05 PM,
Doreen's Jazz New Orleans ,2012-05-04,Peoples Health Economy Hall Tent,3:00 PM,
Terri Lyne Carrington's Mosaic,2012-05-04,Zatarain's / WWOZ Jazz Tent,3:50 PM,
Black Feathers Mardi Gras Indians,2012-05-05,Jazz and Heritage Stage,4:25 PM,
Jambalaya Cajun Band,2012-05-06,Sheraton New Orleans Fais Do-Do Stage,11:20 AM,
Comanche Hunters Mardi Gras Indians,2012-04-27,Jazz and Heritage Stage,3:05 PM,
Original Tuxedo Jazz Band,2012-04-27,Peoples Health Economy Hall Tent,4:35 PM,
Walter Wolfman Washington and the Roadmasters ,2012-04-28,Blues Tent,2:55 PM,
"Red, White, and Blue and Wild Mohicans Mardi Gras Indians",2012-04-28,Parade,1:30 PM,
Loyola University Jazz Ensemble,2012-04-28,Zatarain's / WWOZ Jazz Tent,11:15 AM,
Evan Christopher and Clarinet Road,2012-04-28,Zatarain's / WWOZ Jazz Tent,1:25 PM,
Sunpie Barnes presents Louisiana Creole Music,2012-04-29,Kids Tent,12:40 PM,
Esperanza Spalding: Radio Music Society,2012-05-03,Congo Square Stage,5:25 PM,
Eleanor McMain Singing Mustangs Gospel Choir,2012-05-03,Gospel Tent,11:15 AM,
Savoy Family Cajun Band,2012-05-03,Sheraton New Orleans Fais Do-Do Stage,12:20 PM,
Tulane University Jazz Ensemble,2012-05-03,Zatarain's / WWOZ Jazz Tent,11:25 AM,
Joe Hall and the Cane Cutters,2012-05-04,Sheraton New Orleans Fais Do-Do Stage,1:35 PM,
Xavier University Jazz Ensemble,2012-05-05,Zatarain's / WWOZ Jazz Tent,11:15 AM,
Kermit Ruffins and the Barbecue Swingers,2012-05-06,Gentilly Stage,12:30 PM,
David Sanborn and Joey DeFrancesco,2012-05-06,Zatarain's / WWOZ Jazz Tent,3:45 PM,
