Name,Date,Venue,Time,Notes
MC,1976-04-09,Gospel,,
MC,1976-04-10,Gospel,,
MC,1976-04-11,Gospel,,
MC,1976-04-16,Gospel,,
MC,1976-04-17,Gospel,,
MC,1976-04-18,Gospel,,
Svare,1976-04-09,Stage 4,2:00 PM,
Tavasco,1976-04-10,Stage 1,2:30 PM,
Ernie K-Doe,1976-04-11,Stage 1,2:30 PM,
Earl King,1976-04-11,Stage 2,1:00 PM,
Peg Leg Sam,1976-04-16,Stage 1,1:30 PM,
Pork Chop,1976-04-16,Stage 3,3:00 PM,
Peg Leg Sam,1976-04-16,Stage 4,4:00 PM,
Peg Leg Sam,1976-04-17,Stage 4,5:30 PM,
Peg Leg Sam,1976-04-17,Stage 5,3:30 PM,
Peg Leg Sam,1976-04-18,Stage 5,2:30 PM,
Tony Owens,1976-04-10,Stage 1,1:00 PM,
Lee Dorsey,1976-04-10,Stage 3,4:00 PM,
Bjorn Alke,1976-04-11,Stage 2,4:30 PM,
Don Albert,1976-04-11,Stage 3,3:00 PM,
Peg Leg Sam,1976-04-18,Stage 2,12:30 PM,
Aline White,1976-04-09,Gospel,5:00 PM,
Flashback,1976-04-09,Stage 1,3:30 PM,
Cornbread,1976-04-09,Stage 2,3:00 PM,
Sam Chatmon,1976-04-09,Stage 4,5:00 PM,
Sam Chatmon,1976-04-09,Stage 5,2:30 PM,
Cousin Joe,1976-04-10,Jazz Tent,1:30 PM,
Armand Hug,1976-04-10,Jazz Tent,4:30 PM,
The Dixie Cups,1976-04-10,Stage 1,4:30 PM,
Sam Chatmon,1976-04-10,Stage 2,2:00 PM,
Carl Salzman,1976-04-10,Stage 3,1:00 PM,
Cornbread,1976-04-10,Stage 3,3:00 PM,
Johnny Adams,1976-04-10,Stage 3,4:30 PM,
Carl Salzman,1976-04-10,Stage 3,5:00 PM,
James Booker,1976-04-10,Stage 5,5:00 PM,
Ott Family,1976-04-11,Gospel,1:00 PM,
Irma Thomas,1976-04-11,Stage 1,4:00 PM,
Wade Fruget,1976-04-11,Stage 2,2:30 PM,
Wade Fruget,1976-04-11,Stage 3,1:00 PM,
Sam Chatmon,1976-04-11,Stage 4,2:00 PM,
Pork Chop,1976-04-17,Jazz Tent,1:00 PM,
Junkanoos,1976-04-17,Stage 2,2:00 PM,
Polka Dot Slim,1976-04-17,Stage 2,3:30 PM,
Los Monarcas,1976-04-17,Stage 2,4:30 PM,
James Booker,1976-04-17,Stage 3,5:00 PM,
Max Roach,1976-04-18,Jazz Tent,2:30 PM,
Junkanoos,1976-04-18,Stage 2,1:00 PM,
