Name,Date,Venue,Time,Notes
Mardi Gras Indians,1973-04-12,Stage 2,,
Camelia Stompers,1973-04-12,Stage 3,,
True Bluegrass Boys,1973-04-12,Stage 4,,
Eureka Brass Band,1973-04-13,Parade,,
Olympia Brass Band,1973-04-13,Parade,,
Ellis Marsalis,1973-04-13,Seminar,,
Mardi Gras Indians,1973-04-13,Stage 1,,
Wallace Davenport,1973-04-13,Stage 2,,
Eureka Brass Band,1973-04-14,Parade,,
Olympia Brass Band,1973-04-14,Parade,,
Danny Barker,1973-04-14,Seminar,4:30 PM,
Mardi Gras Indians,1973-04-14,Stage 3,,
Walter Washinton,1973-04-14,Stage 4,,
New Hope BC Mass Choir,1973-04-15,Gospel,,
Eureka Brass Band,1973-04-15,Parade,,
Olympia Brass Band,1973-04-15,Parade,,
Jazz History,1973-04-15,Seminar,4:30 PM,
New Iberia Stompers,1973-04-15,Stage 1,,
Ragtime Orchestra,1973-04-15,Stage 1,,
Mardi Gras Indians,1973-04-15,Stage 2,,
Bongo Joe,1973-04-12,Festival Grounds,,
The Zion Harmonizers,1973-04-12,Gospel,,
Johnson McRee Jr.,1973-04-12,Seminar,1:30 PM,
Johnson McRee Jr.,1973-04-12,Seminar,4:30 PM,
Bongo Joe,1973-04-13,Festival Grounds,,
The Zion Harmonizers,1973-04-13,Gospel,,
Professor Longhair,1973-04-13,Stage 1,,
New Orleans Joy Makers,1973-04-13,Stage 2,,
Ellis Marsalis Sextet,1973-04-13,Stage 3,,
Halleluja Ramblers,1973-04-13,Stage 4,,
Bongo Joe,1973-04-14,Festival Grounds,,
Gospel Soul Children,1973-04-14,Gospel,,
Robert Pete Williams,1973-04-14,Stage 3,,
Professor Longhair,1973-04-14,Stage 4,,
Bongo Joe,1973-04-15,Festival Grounds,,
New Orleans Piano,1973-04-15,Seminar,1:30 PM,
Willie Tee and The Gaturs,1973-04-15,Stage 2,,
Robert Pete Williams,1973-04-15,Stage 3,,
Professor Longhair,1973-04-15,Stage 4,,
Storyville Jazz Band,1973-04-15,Stage 4,,
Bro. Davenport and Choir,1973-04-14,Gospel,,
Pete Fountain,1973-04-10,The President,8:00 PM,
David Johnson,1973-04-12,Festival Grounds,,
David Johnson,1973-04-13,Festival Grounds,,
Deacon John and Duckbutter,1973-04-13,Stage 2,,
Russ Russell and Stingrays,1973-04-13,Stage 5,,
David Johnson,1973-04-14,Festival Grounds,,
Roots of Jazz Seminar,1973-04-14,Seminar,1:30 PM,
David Johnson,1973-04-15,Festival Grounds,,
First Church of God in Christ,1973-04-15,Gospel,,
Arzo Youngblood,1973-04-12,Festival Grounds,,
Taj Mahal,1973-04-12,Municipal Auditorium,8:30 PM,
Arzo Youngblood,1973-04-13,Festival Grounds,,
Youth Inspirational Choir,1973-04-13,Gospel,,
B.B. King,1973-04-13,Municipal Auditorium,8:00 PM,
Jelly Roll Morton Seminar,1973-04-13,Seminar,,
Arzo Youngblood,1973-04-14,Festival Grounds,,
Arzo Youngblood,1973-04-15,Festival Grounds,,
John Lee and L and B Choir Ensemble,1973-04-15,Gospel,,
Idell Williams Trio,1973-04-12,Festival Grounds,,
Albert King,1973-04-12,Municipal Auditorium,8:30 PM,
Idell Williams Trio,1973-04-13,Festival Grounds,,
Joe Newman,1973-04-13,Municipal Auditorium,8:00 PM,
Idell Williams Trio,1973-04-14,Festival Grounds,,
Kim Weston,1973-04-14,Municipal Auditorium,8:00 PM,
Idell Williams Trio,1973-04-15,Festival Grounds,,
Young Tuxedo Brass Band,1973-04-12,Festival Grounds,,
Howlin' Wolf,1973-04-12,Municipal Auditorium,8:30 PM,
Young Tuxedo Brass Band,1973-04-13,Festival Grounds,,
Margie Joseph,1973-04-13,Municipal Auditorium,8:00 PM,
Afro-American Secular Music,1973-04-13,Seminar,1:00 PM,
Young Tuxedo Brass Band,1973-04-14,Festival Grounds,,
Rahsaan Kirk,1973-04-14,Municipal Auditorium,8:00 PM,
Stevie Wonder,1973-04-14,Municipal Auditorium,8:00 PM,
Young Tuxedo Brass Band,1973-04-15,Festival Grounds,,
Sister Gertrude Morgan,1973-04-12,Festival Grounds,,
Allen Fontenot and the Country Cajuns,1973-04-12,Stage 4,,
Sister Gertrude Morgan,1973-04-13,Festival Grounds,,
Kid Sheik and His Storyville Ramblers,1973-04-13,Stage 1,,
Hubert Davis and the Season Travelers,1973-04-13,Stage 5,,
Sister Gertrude Morgan,1973-04-14,Festival Grounds,,
Ramsey Lewis Trio,1973-04-14,Municipal Auditorium,8:00 PM,
Hubert Davis and the Season Travelers,1973-04-14,Stage 5,,
Sister Gertrude Morgan,1973-04-15,Festival Grounds,,
Allen Fontenot and The Country Cajuns,1973-04-15,Stage 5,,
Hubert Davis and the Season Travelers,1973-04-15,Stage 5,,
Mardi Gras Indians,1973-04-12,Municipal Auditorium,8:30 PM,
The Staple Singers,1973-04-13,Municipal Auditorium,8:00 PM,
Geraldine Wright and Ebenezer BC Choir,1973-04-14,Gospel,,
Olympia Brass Band,1973-04-14,Municipal Auditorium,8:00 PM,
Crawford-Ferguson Nightowls,1973-04-10,The President,8:00 PM,
Benny Goodman Sextet,1973-04-11,Municipal Auditorium,8:30 PM,
Como Fife and Drum Corps,1973-04-12,Municipal Auditorium,8:30 PM,
Southern University Jaguar Lab Jazz Ensemble,1973-04-13,Stage 3,,
The Fairview Christian Marching Band,1973-04-12,Festival Grounds,,
The Fairview Christian Marching Band,1973-04-13,Festival Grounds,,
The Fairview Christian Marching Band,1973-04-14,Festival Grounds,,
The Fairview Christian Marching Band,1973-04-15,Festival Grounds,,
Dave Brubeck,1973-04-13,Municipal Auditorium,8:00 PM,with Gerry Mulligan
Herbie Hancock,1973-04-14,Municipal Auditorium,8:00 PM,with David Fat Head Newman
Preservation Hall Jazz Band,1973-04-11,Municipal Auditorium,8:30 PM,with Billie and De De Pierce
