Name,Date,Venue,Time,Notes
The Jazztronauts,1974-04-19,Stage 3,5:30 PM,
The Gospel Tones,1974-04-20,Gospel,12:00 PM,
The Gospel Chords,1974-04-20,Gospel,12:30 PM,
The Inspirations,1974-04-20,Gospel,2:00 PM,
The Choralettes,1974-04-20,Gospel,3:30 PM,
The Balfa Brothers,1974-04-20,Stage 2,5:00 PM,
The Meyers Brothers,1974-04-20,Stage 4,4:00 PM,
Henry Gray and His Cats,1974-04-20,Stage 5,3:30 PM,
Olympia Brass Band,1974-04-21,Parade,4:00 PM,
The Meyers Brothers,1974-04-21,Stage 2,1:00 PM,
Lightnin' Hopkins,1974-04-21,Stage 2,4:00 PM,
Olympia Brass Band,1974-04-21,Stage 2,5:00 PM,
Sverige Jazzband,1974-04-21,Stage 3,12:00 PM,
The Elm Music Company,1974-04-21,Stage 5,4:30 PM,
The Louisiana Aces,1974-04-21,Stage 6,4:30 PM,
Sunset Travelers,1974-04-19,Gospel,12:00 PM,
The Christians Harp,1974-04-19,Gospel,4:00 PM,
The Onward Brass Band,1974-04-19,Parade,3:00 PM,
Como Fife and Drum Corps,1974-04-19,Stage 4,2:00 PM,
Robert Pete Williams,1974-04-19,Stage 6,3:00 PM,
The Mardi Gras Indians,1974-04-19,Stage 6,4:30 PM,
Ebenezer Mass Choir,1974-04-20,Gospel,5:00 PM,
Como Fife and Drum Corps,1974-04-20,Stage 2,2:00 PM,
Robert Pete Williams,1974-04-20,Stage 5,2:30 PM,
The Mardi Gras Indians,1974-04-20,Stage 6,2:00 PM,
The New Genesis Choir,1974-04-21,Gospel,2:30 PM,
Doc Paulin's Brass Band,1974-04-21,Stage 3,3:30 PM,
Professor Longhair,1974-04-21,Stage 3,5:30 PM,
Como Fife and Drum Corps,1974-04-21,Stage 4,3:00 PM,
Robert Pete Williams,1974-04-21,Stage 6,1:30 PM,
The Spiritualettes,1974-04-20,Gospel,1:30 PM,
The Zion Harmonizers,1974-04-20,Gospel,4:00 PM,
The Spiritualettes,1974-04-21,Gospel,12:30 PM,
The Mount Moriah Choir,1974-04-21,Gospel,1:00 PM,
The Zion Harmonizers,1974-04-21,Gospel,3:30 PM,
Doc Paulin's Brass Band,1974-04-21,Parade,2:30 PM,
Clarence Frogman Henry,1974-04-21,Stage 1,2:30 PM,
The Steel Drum Ensemble,1974-04-21,Stage 2,12:00 PM,
Alphonse Bois Sec Adoin,1974-04-21,Stage 6,5:30 PM,
The Don Albert Band,1974-04-18,The President,8:00 PM,
The Legends of Jazz,1974-04-18,The President,8:00 PM,
White Eagle New Orleans Band,1974-04-19,Stage 3,4:30 PM,
The Youth Inspirations,1974-04-20,Gospel,4:30 PM,
The Young Tuxedo Brass Band,1974-04-20,Parade,3:30 PM,
Russ Russell and Stingrays,1974-04-20,Stage 2 ,4:00 PM,
The Young Tuxedo Brass Band,1974-04-20,Stage 6,4:30 PM,
The Youth Inspirations,1974-04-21,Gospel,2:00 PM,
Deacon John and Duckbutter,1974-04-21,Stage 1,1:00 PM,
Clarence Gatemouth Brown,1974-04-21,Stage 6,3:30 PM,
The Johnny Wiggs Band,1974-04-18,The President,8:00 PM,
The Macedonia Male Chorus,1974-04-19,Gospel,12:45 PM,
Joe Newman,1974-04-19,Municipal Auditorium,8:00 PM,
Your Father's Mustache Band,1974-04-19,Stage 2,12:00 PM,
The St. Francis DeSales Choir,1974-04-20,Gospel,2:30 PM,
The Stronger Hope Ensemble,1974-04-20,Gospel,3:00 PM,
June Gardner and Johnny Adams,1974-04-20,Stage 3,5:30 PM,
Brother Wallace Davenport,1974-04-21,Gospel,1:30 PM,
The Desire Community Choir,1974-04-21,Gospel,5:00 PM,
Earl Turbinton and The Nucleus,1974-04-21,Stage 2,2:00 PM,
Louis Jordan,1974-04-20,Municipal Auditorium,8:00 PM,
Johnny Wiggs and Bayou Stompers,1974-04-20,Stage 3,2:00 PM,
McDonogh #35 Choir and Cornite Hardy,1974-04-19,Gospel,5:30 PM,
Herbie Hancock,1974-04-19,Municipal Auditorium,8:00 PM,
Jimmy Smith Trio,1974-04-19,Municipal Auditorium,8:00 PM,
Donny Hathaway,1974-04-20,Municipal Auditorium,8:00 PM,
Earl Fatha Hines,1974-04-20,Municipal Auditorium,8:00 PM,
The First Church of God in Christ Choir,1974-04-21,Gospel,4:30 PM,
The New Orleans Ragtime Orchestra,1974-04-21,Stage 5,5:30 PM,
Preservation Hall Jazz Band,1974-04-18,The President,8:00 PM,
The Staple Singers,1974-04-20,Municipal Auditorium,8:00 PM,
Hubert Davis and the Season Travelers,1974-04-20,Stage 2,3:00 PM,
Allen Fontenot and The Country Cajuns,1974-04-20,Stage 4,3:00 PM,
"Danny Barker and Jazz Hounds, with Blue Lu",1974-04-20,Stage 5,5:30 PM,
Hubert Davis and the Season Travelers,1974-04-21,Stage 4,5:00 PM,
Stanley Turrentine,1974-04-19,Municipal Auditorium,8:00 PM,
University of Wisconsin Milwaukee Band,1974-04-19,Stage 1,3:00 PM,
Yusef Lateef Quartet,1974-04-20,Municipal Auditorium,8:00 PM,
Gladys Knight and the Pips,1974-04-19,Municipal Auditorium,8:00 PM,
University of Wisconsin Milwaukee Band,1974-04-20,Stage 1,12:00 PM,
Professor Hogan and his Gospel Calvacade,1974-04-21,Gospel,3:00 PM,
Sweet Emma and the Preservation Hall Jazz Band,1974-04-21,Stage 5,2:20 PM,
Kid Thomas Valentine and His Algiers Stompers,1974-04-21,Stage 3,4:30 PM,
The Fairview Baptist Church Christian Marching Band,1974-04-19,Stage 2,3:00 PM,
