Name,Date,Venue,Time,Notes
Dr. John,2003-04-27,Acura Stage,3:35 PM,
Ethan,2003-05-02,Acura Stage,12:20 PM,
Coolbone,2003-05-02,Parade,4:00 PM,
Bob Dylan,2003-04-25,Acura Stage,4:50 PM,
Big Nine SA&PC,2003-04-26,Parade,4:00 PM,
New Look SA&PC,2003-04-27,Parade,2:00 PM,
Hot 8 Brass Band,2003-04-27,Parade,4:00 PM,
Real Men SA&PC,2003-05-01,Parade,3:00 PM,
Los Lobos,2003-05-02,Acura Stage,2:00 PM,
Dash Rip Rock,2003-04-24,Acura Stage,1:20 PM,
Fats Domino,2003-04-24,Acura Stage,5:45 PM,
OTRA,2003-04-24,Lagniappe Stage,12:20 PM,
Jo-El Sonnier,2003-04-25,Acura Stage,3:05 PM,
Joe Cocker,2003-04-27,Acura Stage,5:30 PM,
John Mayer,2003-05-01,Acura Stage,5:35 PM,
Topaz,2003-05-04,Lagniappe Stage,4:30 PM,
Bag of Donuts,2003-04-24,Acura Stage,12:05 PM,
Family Ties SA&PC,2003-04-24,Parade,3:00 PM,
Olympia Brass Band,2003-04-24,Parade,3:00 PM,
Jolly Bunch SA&PC,2003-04-25,Parade,2:00 PM,
Original CTC SA&PC,2003-04-25,Parade,4:00 PM,
The subdudes,2003-04-26,Acura Stage,3:45 PM,
Single Men SA&PC,2003-04-26,Parade,12:00 PM,
Lady Rollers SA&PC,2003-04-26,Parade,2:00 PM,
Olympia Aid SA&PC,2003-04-27,Parade,12:00 PM,
Furious Five SA&PC,2003-04-27,Parade,4:00 PM,
Eddie Bo,2003-04-27,Popeyes Blues Tent,1:35 PM,
Keb' Mo',2003-04-27,Popeyes Blues Tent,4:25 PM,
Algiers Brass Band,2003-05-01,Parade,3:00 PM,
Lady Rulers SA&PC,2003-05-02,Parade,11:20 AM,
Double Nine SA&PC,2003-05-02,Parade,2:00 PM,
New Wave Brass Band,2003-05-02,Parade,2:00 PM,
Young 2 Old Men SA&PC,2003-05-02,Parade,4:00 PM,
Dave Pirner,2003-05-03,Acura Stage,12:15 PM,
LL Cool J,2003-05-03,Congo Square Stage,3:50 PM,
Renegade Phaze III,2003-05-03,Parade,1:00 PM,
Happy House SA&PC,2003-05-03,Parade,4:00 PM,
Amasa Miller,2003-05-04,Acura Stage,12:25 PM,
Gladys Knight,2003-05-04,Acura Stage,3:25 PM,
Kassav,2003-05-04,Congo Square Stage,1:50 PM,
Nine Times Men SA&PC,2003-05-04,Parade,4:00 PM,
Sam Myers,2003-04-24,Popeyes Blues Tent,5:35 PM,
Devastation SA&PC,2003-04-26,Parade,2:00 PM,
Mahogany Brass Band,2003-04-26,Parade,2:00 PM,
Money Wasters SA&PC,2003-04-26,Parade,4:00 PM,
John Fohl,2003-04-27,Lagniappe Stage,12:25 PM,
Single Ladies SA&PC,2003-04-27,Parade,4:00 PM,
Sonny Landreth,2003-05-01,Acura Stage,2:00 PM,
Single Men Kids SA&PC,2003-05-02,Parade,2:00 PM,
The funky Meters,2003-05-03,Acura Stage,2:40 PM,
Pinette Brass Band,2003-05-03,Parade,12:00 PM,
The O'Jays,2003-05-04,Congo Square Stage,5:40 PM,
Tornado Brass Band,2003-05-04,Parade,12:00 PM,
Buddy Guy,2003-05-04,Popeyes Blues Tent,5:45 PM,
Soul Remedy,2003-04-24,Lagniappe Stage,1:35 PM,
Kenny Neal,2003-04-24,Popeyes Blues Tent,1:10 PM,
The St. Martin Horns,2003-04-25,Acura Stage,1:35 PM,
Tondrae,2003-04-25,Congo Square Stage,12:20 PM,
Syl Johnson,2003-04-25,Congo Square Stage,2:40 PM,
Rene McCrary,2003-04-25,Lagniappe Stage,1:30 PM,
Lil' Stooges Brazz Band,2003-04-25,Parade,4:00 PM,
Allen Toussaint,2003-04-26,Acura Stage,2:15 PM,
Lil' Romeo,2003-04-26,Congo Square Stage,3:50 PM,
Al Jarreau,2003-04-26,Congo Square Stage,5:35 PM,
UNO Big Bang,2003-04-26,Lagniappe Stage,11:15 AM,
John Rankin,2003-04-26,Lagniappe Stage,1:30 PM,
Los Vecinos,2003-04-26,Lagniappe Stage,5:40 PM,
Otis Taylor,2003-04-26,Popeyes Blues Tent,2:50 PM,
Last Straws,2003-04-27,Economy Hall Tent,11:15 AM,
Tim Laughlin,2003-04-27,Economy Hall Tent,1:35 PM,
Chris Owens,2003-04-27,Economy Hall Tent,3:05 PM,
Divine Ladies SA&PC,2003-04-27,Parade,12:00 PM,
Pinstripe Brass Band,2003-04-27,Parade,12:00 PM,
Avenue Steppers SA&PC,2003-04-27,Parade,2:00 PM,
Mama Efuru,2003-05-01,Congo Square Stage,11:55 AM,
Mama Efuru,2003-05-01,Congo Square Stage,12:25 PM,
Bon Temps Roulez SA&PC,2003-05-01,Parade,3:00 PM,
Tab Benoit   ,2003-05-01,Popeyes Blues Tent,5:40 PM,
New Generation SA&PC,2003-05-02,Parade,4:00 PM,
Deacon John,2003-05-02,Popeyes Blues Tent,5:55 PM,
Widespread Panic,2003-05-03,Acura Stage,4:30 PM,
Third World,2003-05-03,Congo Square Stage,5:40 PM,
Lil' Rascals Brass Band,2003-05-03,Parade,2:00 PM,
No Limit Steppers SA&PC,2003-05-03,Parade,2:00 PM,
Black Men of Labor SA&PC,2003-05-03,Parade,4:00 PM,
Forgiven,2003-05-03,Rhodes Gospel Tent,11:00 AM,
Reggie Houston,2003-05-04,Acura Stage,12:25 PM,
Don Carter,2003-05-04,Congo Square Stage,11:15 AM,
Ingrid Lucia,2003-05-04,Lagniappe Stage,1:45 PM,
Zion Trinity,2003-05-04,Lagniappe Stage,6:00 PM,
Popular Ladies SA&PC,2003-05-04,Parade,12:00 PM,
Scene Boosters SA&PC,2003-05-04,Parade,12:00 PM,
Calendar Girls SA&PC,2003-05-04,Parade,1:55 PM,
Buckjumper Men SA&PC,2003-05-04,Parade,4:00 PM,
Louisiana's LeRoux,2003-04-24,Acura Stage,2:40 PM,
The Revealers,2003-04-24,Congo Square Stage,4:15 PM,
Southern Sons,2003-04-24,Rhodes Gospel Tent,5:10 PM,
New Birth Brass Band,2003-04-25,Acura Stage,12:10 PM,
Jimmy Johnson,2003-04-25,Congo Square Stage,2:40 PM,
"Percussion, Inc.",2003-04-25,Lagniappe Stage,5:50 PM,
Algiers Steppers SA&PC,2003-04-25,Parade,12:20 PM,
Pilotland Rollers SA&PC,2003-04-25,Parade,2:00 PM,
Jeremy Lyons,2003-04-25,Popeyes Blues Tent,2:35 PM,
Andi Hoffman and B-Goes,2003-04-26,Acura Stage,11:25 AM,
"Crosby, Stills, and Nash",2003-04-26,Acura Stage,5:30 PM,
Glenys Rogers,2003-04-26,Lagniappe Stage,2:50 PM,
Nine Times Ladies SA&PC,2003-04-26,Parade,11:30 AM,
Valley of Silent Men SA&PC,2003-04-26,Parade,12:00 PM,
Henry Butler,2003-04-26,Popeyes Blues Tent,1:30 PM,
Crown Seekers,2003-04-26,Rhodes Gospel Tent,1:15 PM,
Los Calientes,2003-04-27,Congo Square Stage,1:15 PM,
Gerald Levert,2003-04-27,Congo Square Stage,5:40 PM,
Kelly Love Jones,2003-04-27,Lagniappe Stage,4:30 PM,
Perfect Gentlemen SA&PC,2003-04-27,Parade,2:00 PM,
Snooks Eaglin,2003-04-27,Popeyes Blues Tent,6:00 PM,
Jo Cool Davis,2003-04-27,Rhodes Gospel Tent,11:00 AM,
Golden Wings,2003-04-27,Rhodes Gospel Tent,1:15 PM,
Fashion Show,2003-05-01,Congo Square Stage,11:15 AM,
007,2003-05-01,Louisiana Heritage Stage,12:50 PM,
Gospel Stars,2003-05-01,Rhodes Gospel Tent,11:00 AM,
Irie Dawtas,2003-05-02,Congo Square Stage,12:20 PM,
Topsy Chapman,2003-05-02,Economy Hall Tent,4:25 PM,
Jeff and Vida Band,2003-05-02,Lagniappe Stage,1:55 PM,
Higher Heights,2003-05-02,Lagniappe Stage,3:15 PM,
Lumzy Sisters,2003-05-02,Rhodes Gospel Tent,5:10 PM,
SUNO Jazz Ensemble,2003-05-03,Acura Stage,11:15 AM,
Jim Body and Kyo-T,2003-05-03,Congo Square Stage,12:40 PM,
Mavis Staples,2003-05-03,Congo Square Stage,2:10 PM,
Original Big Seven SA&PC,2003-05-03,Parade,12:00 PM,
N'Krumah Better Boys SA&PC,2003-05-03,Parade,2:00 PM,
The Neville Brothers,2003-05-04,Acura Stage,5:20 PM,
Pete Fountain,2003-05-04,Economy Hall Tent,4:35 PM,
The Malvinas,2003-05-04,Lagniappe Stage,12:30 PM,
Jetsetter Ladies SA&PC,2003-05-04,Parade,12:00 PM,
High Steppers Brass Band,2003-05-04,Parade,2:00 PM,
Westbank Steppers SA&PC,2003-05-04,Parade,2:00 PM,
The Dixie Cups,2003-05-04,Popeyes Blues Tent,2:45 PM,
Aaron Neville,2003-05-04,Rhodes Gospel Tent,4:15 PM,
Luther Kent and Trick Bag,2003-04-24,Acura Stage,4:05 PM,
Lizz Wright,2003-04-24,Bellsouth/WWOZ Jazz Tent,5:45 PM,
Los Sagitarios,2003-04-24,Congo Square Stage,1:25 PM,
Wendell Brunious,2003-04-24,Economy Hall Tent,4:15 PM,
True Believers,2003-04-24,Rhodes Gospel Tent,2:00 PM,
The Violinaires,2003-04-24,Rhodes Gospel Tent,6:15 PM,
Irie Vibrations,2003-04-25,Congo Square Stage,1:25 PM,
David and Roselyn,2003-04-25,Lagniappe Stage,11:15 AM,
Freestyle Nation,2003-04-25,Lagniappe Stage,4:20 PM,
