New Orleans Ragtime Orchestra,1991-04-28,Cox Cable Economy Hall Tent,11:20 AM,
The Famous Jackson Southernaires,1991-04-28,Rhodes/WYLD Gospel Tent,3:30 PM,
Hot Strings of New Orleans,1991-04-28,Travel New Orleans Lagniappe Tent,6:00 PM,
Clarence Gatemouth Brown and Gate's Express,1991-04-28,WVUE/WNOE Stage,4:30 PM,
Kid Sheik's Storyville Ramblers,1991-05-03,Cox Cable Economy Hall Tent,1:30 PM,
First Revolution Gospel Singers,1991-05-03,Rhodes/WYLD Gospel Tent,12:30 PM,
The Kent Jordan Quintet,1991-05-03,Riverboat Hallelujah Concert Hall,8:00 PM,
St. Peter Baptist Church Gospel Choir,1991-05-04,Rhodes/WYLD Gospel Tent,1:15 PM,
Second Morning Star Baptist Church,1991-05-04,Rhodes/WYLD Gospel Tent,2:00 PM,
Louisiana Tech Jazz Band,1991-05-04,Travel New Orleans Lagniappe Tent,11:15 AM,
Chris Clifton's New Orleans All-stars,1991-04-26,Cox Cable Economy Hall Tent,2:30 PM,
St. Frances DeSalle Golden Voices Choir,1991-04-27,Rhodes/WYLD Gospel Tent,5:00 PM,
Southern University of New Orleans Ensemble,1991-04-27,WWL/Ray-Ban Stage,11:15 AM,
Caledonian Society Scottish Dancers and Pipes,1991-04-28,WVUE/WNOE Stage,11:15 AM,
Next Generation Jazz Band,1991-04-30,Riverboat Hallelujah Concert Hall,8:00 PM,
Ruben Mr. Salsa Gonzalez and Su Salsa Combo,1991-05-02,Municipal Auditorium,7:30 PM,
Christian Outreach Community Chorus,1991-05-02,Rhodes/WYLD Gospel Tent,3:30 PM,
Bob French Original Tuxedo Jazz Band,1991-05-03,Cox Cable Economy Hall Tent,12:00 PM,
Banu Gibson and the New Orleans Hot Jazz,1991-05-03,Cox Cable Economy Hall Tent,6:00 PM,
Yesterday's Band with Tommy McLain and Warren Storm,1991-05-03,Gumbo Stage,4:30 PM,
The Jackie McLean Quartet,1991-05-03,Riverboat Hallelujah Concert Hall,8:00 PM,
The Evening Star String Band,1991-05-03,Travel New Orleans Lagniappe Tent,2:40 PM,
Milton Batiste's Magnificent 7th with Ernie K-Doe,1991-05-03,WVUE/WNOE Stage,5:50 PM,
Kumbuka African Drum and Dance Collective,1991-05-04,Congo Square Stage,12:35 PM,
Percy Humphrey and the Eagle Brass Band,1991-05-04,Cox Cable Economy Hall Tent,1:10 PM,
Greater Macedonia Baptist Church Choir,1991-05-05,Rhodes/WYLD Gospel Tent,5:05 PM,
Hazel and the Delta Ramblers,1991-05-05,Travel New Orleans Lagniappe Tent,1:45 PM,
"The Summertime Blues with Bobby Cure, Robert Parker",1991-04-26,WVUE/WNOE Stage,12:40 PM,
Local International All-stars Jazz Band,1991-04-27,Cox Cable Economy Hall Tent,12:00 PM,
George French Original Storyville Band,1991-04-27,Cox Cable Economy Hall Tent,4:45 PM,
Evangelist Shirley Caesar and The Caesar Singers,1991-04-28,Saenger Theatre,9:00 PM,
Warren Clark and the French Quarter Band,1991-05-02,Cox Cable Economy Hall Tent,11:30 AM,
John Lee Hooker and the Coast to Coast Blues Band,1991-05-02,Municipal Auditorium,7:30 PM,
New Orleans Jr. High All-City Jazz Band,1991-05-02,Travel New Orleans Lagniappe Tent,1:15 PM,
Jeannie Cheatham and Sweet Baby Blues Band,1991-05-04,Cox Cable Economy Hall Tent,4:40 PM,
Frank Federico and the Medicare Madcaps,1991-05-05,Cox Cable Economy Hall Tent,12:35 PM,
Michael White Quartet with Barbara Shorts,1991-04-27,Cox Cable Economy Hall Tent,1:20 PM,
Sherman Washington and the Zion Harmonizers,1991-04-27,Rhodes/WYLD Gospel Tent,4:15 PM,
Rockin' Dopsie and the Zydeco Twisters,1991-04-27,Theatre of the Performing Arts,9:00 PM,
New Leviathan Oriental Foxtrot Orchestra,1991-04-28,Cox Cable Economy Hall Tent,3:20 PM,
East Jefferson High Jazz Warriors,1991-05-02,Travel New Orleans Lagniappe Tent,2:25 PM,
Carlos Sanchez Amancer Flamenco,1991-05-03,Travel New Orleans Lagniappe Tent,1:25 PM,
Ballet National Folkloris Garifuna de Honduras,1991-05-04,Congo Square Stage,3:00 PM,
Wallace Davenport and his New Orleans Jazz Band,1991-05-04,Cox Cable Economy Hall Tent,6:00 PM,
Greater Bright Morning Star Baptist Church,1991-05-04,Rhodes/WYLD Gospel Tent,11:45 AM,
Ballet National Folklorico Garifuna de Honduras,1991-05-05,Congo Square Stage,3:00 PM,
Jacque Gauthe and Creole Rice Yerba Buena Jazz Band,1991-05-02,Cox Cable Economy Hall Tent,2:30 PM,
Joe Simon and the Original Crescent City Jazz Band,1991-05-02,Cox Cable Economy Hall Tent,5:30 PM,
Placide Adams Original Dixieland Hall Jazz Band,1991-05-04,Cox Cable Economy Hall Tent,12:00 PM,
Greater New Orleans McDOnalds High School Jazz Ensemble,1991-05-04,Mars Inc. Jazz Tent,11:45 AM,
Percy Humphrey and the Crescent City Joymakers,1991-05-05,Cox Cable Economy Hall Tent,6:00 PM,
Clarence Fountain and the Five Blind Boys of Alabama,1991-05-05,Rhodes/WYLD Gospel Tent,3:30 PM,
"Reggie Hall Band with Mr. Google Eyes, Oliver Morgan, Dynamite Red",1991-05-05,WWL/Ray-Ban Stage,12:40 PM,
Delgado Community College Jazz Ensemble,1991-04-27,Travel New Orleans Lagniappe Tent,11:20 AM,
Alvin Fielder Improvisational Arts Ensemble with Kidd Jordan,1991-04-28,Mars Inc. Jazz Tent,4:30 PM,
Local International All-stars Jazz Band,1991-04-30,Riverboat Hallelujah Concert Hall,8:00 PM,
Percy Humphrey's Crescent City Joymakers,1991-04-30,Riverboat Hallelujah Concert Hall,8:00 PM,
Hammond State School Strawberry Jammers,1991-05-02,Travel New Orleans Lagniappe Tent,12:00 PM,
Cab Calloway and The Count Basie Orchestra,1991-05-03,Sheraton New Orleans Grand Ballroom,8:00 PM,
Oliver Morgan and Reggie Hall,1991-05-05,Music Heritage Tent,4:45 PM,Oliver Who Shot the LaLa Morgan
"Rodney Crowell, Butch Hancock, and Brownie Ford",1991-04-26,Music Heritage Tent,1:45 PM,Interviewer Ben Sandmel
Arthur Prysock and the Red Prysock Orchestra in a tribute to Duke Ellington,1991-05-03,Sheraton New Orleans Grand Ballroom,8:00 PM,
Dew Drop Inn Revisited,1991-05-01,Riverboat Hallelujah Concert Hall,8:00 PM,"The Toussaint Legacy with Jessie Hill, Ernie K-Doe, Earl King, Art Neville, Irma Thomas, Allen Toussaint, Chuck Carbo"
A Tribute to New Orleans Traditional Jazz Musicians,1991-04-30,Riverboat Hallelujah Concert Hall,8:00 PM,"with George 'Kid Sheik' Colar, Harold Duke Dejean, Percy Humphrey, Willie Humphrey, Waldren 'Frog' Joseph, George Lewis"
A Tribute to Louis Armstrong,1991-04-26,Theatre of the Performing Arts,9:00 PM,"with Danny Barker, Ed Bradley, Ruby Braff, Doc Cheatham, Thais Clark, Freddy Lonzo, Ellis Marsalis, Nicholas Payton, Teddy Riley, Gregg Stafford, Dr. Michael White"
Dr. Zulu,1992-04-24,Chex Kids' Tent,2:30 PM,
Dr. John,1992-04-26,WVUE/WNOE Stage,5:40 PM,
La Brew,1992-04-30,Fais Do-Do Stage,12:00 PM,
Eddie Bo,1992-04-24,WVUE/WNOE Stage,11:45 AM,
Iguanas,1992-04-24,WWL/Ray-Ban Stage,4:15 PM,
Otis Clay,1992-04-25,WVUE/WNOE Stage,4:15 PM,
Legacy,1992-04-26,Chex Kids' Tent,2:00 PM,
D.L. Menard,1992-04-26,Fais Do-Do Stage,1:20 PM,
Ladies Zulu SAPC,1992-04-26,Parade,2:00 PM,
Olympia Aid SAPC,1992-04-26,Parade,2:00 PM,
Al Green,1992-04-26,WWL/Ray-Ban Stage,3:45 PM,
Carl Mack,1992-04-30,Chex Kids' Tent,3:00 PM,
Blue Monday SAPC,1992-05-01,Parade,4:00 PM,
Earl King,1992-05-01,WWL/Ray-Ban Stage,1:20 PM,
Treme Brass Band,1992-05-03,Parade,4:00 PM,
Free Spirit,1992-04-24,Chex Kids' Tent,3:30 PM,
Carl LeBlanc,1992-04-24,Fais Do-Do Stage,2:25 PM,
Big Sun,1992-04-24,M and F Girbaud/B 97 Stage,4:30 PM,
Original Four SAPC,1992-04-25,Parade,2:00 PM,
All Star Brass Band,1992-04-25,Parade,4:00 PM,
Treme Sports SAPC,1992-04-25,Parade,4:00 PM,
Jazz MC,1992-04-26,Congo Square Stage,1:25 PM,
MC Thick,1992-04-26,Congo Square Stage,1:25 PM,
E.L.S.,1992-04-26,Congo Square Stage,2:50 PM,
Devastation SAPC,1992-04-26,Parade,4:00 PM,
Howard Pink,1992-04-30,Chex Kids' Tent,5:00 PM,
Poche,1992-04-30,Congo Square Stage,3:00 PM,
Booba Barnes,1992-04-30,Fais Do-Do Stage,2:45 PM,
Albert King,1992-04-30,WWL/Ray-Ban Stage,5:30 PM,
Jeanne Bose,1992-05-01,Chex Kids' Tent,3:00 PM,
Fatala,1992-05-01,Congo Square Stage,6:00 PM,
Controllers SAPC,1992-05-01,Parade,4:00 PM,
Kenny Neal,1992-05-01,WVUE/WNOE Stage,2:05 PM,
Judy Stock,1992-05-02,Chex Kids' Tent,1:00 PM,
Y.A.A.D.E.,1992-05-02,Chex Kids' Tent,3:30 PM,
Fatala,1992-05-02,Congo Square Stage,6:00 PM,
Algiers Brass Band,1992-05-02,Parade,2:00 PM,
Money Wasters SAPC,1992-05-02,Parade,4:00 PM,
Prince of Wales SAPC,1992-05-02,Parade,4:00 PM,
Rebirth Brass Band,1992-05-02,Parade,4:00 PM,
Al Johnson,1992-05-02,WVUE/WNOE Stage,2:50 PM,
Chuck Carbo,1992-05-02,WVUE/WNOE Stage,2:50 PM,
Marcia Ball,1992-05-02,WWL/Ray-Ban Stage,4:30 PM,
Jetsetters SAPC,1992-05-03,Parade,4:00 PM,
Dixie Cups,1992-05-03,WVUE/WNOE Stage,2:30 PM,
Boz Scaggs,1992-05-03,WWL/Ray-Ban Stage,2:20 PM,
Carole King,1992-05-03,WWL/Ray-Ban Stage,4:00 PM,
Jazz Babies,1992-04-24,Chex Kids' Tent,12:30 PM,
Sharon Martin,1992-04-24,Fais Do-Do Stage,2:25 PM,
Don Montoucet,1992-04-24,Fais Do-Do Stage,4:00 PM,
Bill Tircuit,1992-04-24,WVUE/WNOE Stage,1:10 PM,
The subdudes,1992-04-24,WVUE/WNOE Stage,4:30 PM,
UNO Jazz Band,1992-04-24,WWL/Ray-Ban Stage,11:30 AM,
Lou Ann Barton,1992-04-24,WWL/Ray-Ban Stage,2:30 PM,
Evangeline,1992-04-24,WWL/Ray-Ban Stage,4:55 PM,
J.A.A.D.E.,1992-04-25,Chex Kids' Tent,12:00 PM,
Alice McGill,1992-04-25,Chex Kids' Tent,1:00 PM,
Ahmad Jamal,1992-04-25,Mars Inc. Jazz Tent,5:50 PM,
Doug Kershaw,1992-04-25,WWL/Ray-Ban Stage,3:55 PM,
Calendar Girls SAPC,1992-04-26,Parade,4:00 PM,
Peabody,1992-04-30,M and F Girbaud/B 97 Stage,1:10 PM,
Chris Thomas,1992-04-30,WVUE/WNOE Stage,1:00 PM,
Golden Eagles,1992-05-01,Fais Do-Do Stage,2:45 PM,
Johnny Adams,1992-05-02,WVUE/WNOE Stage,4:15 PM,
Bobby Womack,1992-05-02,WVUE/WNOE Stage,5:45 PM,
BeauSoleil,1992-05-02,WWL/Ray-Ban Stage,1:30 PM,
Ambrose,1992-05-03,Banana Boat Gazebo,4:30 PM,
Scene Boosters SAPC,1992-05-03,Parade,2:00 PM,
Jimmie Dale,1992-05-03,WVUE/WNOE Stage,12:45 PM,
John Magnie,1992-04-24,Banana Boat Gazebo,2:15 PM,
Roscoe Chenier,1992-04-24,Fais Do-Do Stage,5:45 PM,
Robert Parker,1992-04-24,WVUE/WNOE Stage,1:10 PM,
Angela Strehli,1992-04-24,WWL/Ray-Ban Stage,2:30 PM,
Banana Slug Band,1992-04-25,Chex Kids' Tent,4:30 PM,
Los Sagitarios,1992-04-25,Fais Do-Do Stage,12:45 PM,
Michael Ward,1992-04-25,Mars Inc. Jazz Tent,11:30 AM,
Alain Brunet,1992-04-25,Mars Inc. Jazz Tent,12:40 PM,
Golden Trumpets SAPC,1992-04-25,Parade,4:00 PM,
Lil' Rascals Brass Band,1992-04-25,Parade,4:00 PM,
Bluerunners,1992-04-25,WWL/Ray-Ban Stage,1:00 PM,
John Rankin,1992-04-26,Banana Boat Gazebo,2:15 PM,
Collen Salley,1992-04-26,Chex Kids' Tent,12:00 PM,
Willie Tee,1992-04-26,Congo Square Stage,4:15 PM,
Dash Rip Rock,1992-04-26,M and F Girbaud/B 97 Stage,4:30 PM,
Henry Butler  ,1992-04-26,Mars Inc. Jazz Tent,3:15 PM,
Walter Payton,1992-04-26,Mars Inc. Jazz Tent,6:05 PM,
Al Green,1992-04-26,Music Heritage Stage,2:00 PM,
Gladys Knight,1992-04-26,WWL/Ray-Ban Stage,5:45 PM,
Aesop's Fables,1992-04-30,Chex Kids' Tent,4:00 PM,
KAT&The Kittens,1992-04-30,Fais Do-Do Stage,1:25 PM,
Basin Brothers,1992-04-30,Fais Do-Do Stage,5:45 PM,
4 for Nothing,1992-04-30,M and F Girbaud/B 97 Stage,2:40 PM,
Jazz Futures II,1992-04-30,Mars Inc. Jazz Tent,5:45 PM,
Lonnie Brooks,1992-04-30,WVUE/WNOE Stage,4:00 PM,
Junior Walker,1992-04-30,WWL/Ray-Ban Stage,3:45 PM,
Deacon John,1992-05-01,M and F Girbaud/B 97 Stage,4:30 PM,
Alvin Red Tyler,1992-05-01,Mars Inc. Jazz Tent,4:10 PM,
Earl King,1992-05-01,Music Heritage Stage,4:00 PM,
Charles Brown,1992-05-01,WVUE/WNOE Stage,3:20 PM,
Johnny Winter,1992-05-01,WWL/Ray-Ban Stage,5:50 PM,
Casa Samba,1992-05-02,Congo Square Stage,3:00 PM,
Algiers Steppers SAPC,1992-05-02,Parade,2:00 PM,
Avenue Steppers SAPC,1992-05-02,Parade,2:00 PM,
Daniel Lanois,1992-05-02,WWL/Ray-Ban Stage,3:00 PM,
Rickie Lee Jones,1992-05-02,WWL/Ray-Ban Stage,6:00 PM,
Ambrose,1992-05-03,Banana Boat Gazebo,12:00 PM,
Calvin Sam,1992-05-03,Banana Boat Gazebo,12:00 PM,
Calvin Sam,1992-05-03,Banana Boat Gazebo,4:30 PM,
Jamal Batiste,1992-05-03,Chex Kids' Tent,4:30 PM,
Raful Neal,1992-05-03,M and F Girbaud/B 97 Stage,4:30 PM,
New York Giants,1992-05-03,Mars Inc. Jazz Tent,6:00 PM,
The Radiators,1992-05-03,WVUE/WNOE Stage,5:40 PM,
Lil' Queenie,1992-04-24,Banana Boat Gazebo,2:15 PM,
Wild Apaches,1992-04-24,Banana Boat Gazebo,4:00 PM,
Philip Melancon,1992-04-24,Chex Kids' Tent,5:00 PM,
Golden Star Hunters,1992-04-24,Fais Do-Do Stage,1:10 PM,
Jon King Cleary,1992-04-24,M and F Girbaud/B 97 Stage,6:00 PM,
Mark Whitfield,1992-04-24,Mars Inc. Jazz Tent,4:15 PM,
Fred Kemp Quartet,1992-04-24,Mars Inc. Jazz Tent,5:50 PM,
Harlan White,1992-04-25,Banana Boat Gazebo,1:30 PM,
Common Ground,1992-04-25,Banana Boat Gazebo,3:00 PM,
Robert Lowery,1992-04-25,Banana Boat Gazebo,4:30 PM,
Eddie LeJeune,1992-04-25,Banana Boat Gazebo,6:00 PM,
Rara Machine,1992-04-25,Congo Square Stage,5:50 PM,
Al Hirt,1992-04-25,Cox Cable Economy Hall Tent,5:50 PM,
White Cloud Hunters,1992-04-25,Fais Do-Do Stage,2:05 PM,
Hill Country,1992-04-25,M and F Girbaud/B 97 Stage,2:00 PM,
Eddie Perkins,1992-04-25,Mars Inc. Jazz Tent,11:30 AM,
Germaine Bazzle,1992-04-25,Mars Inc. Jazz Tent,3:00 PM,
Donald Harrison,1992-04-25,Mars Inc. Jazz Tent,4:25 PM,
Huey Lewis,1992-04-25,Music Heritage Stage,3:00 PM,
Lynn August  ,1992-04-25,Music Heritage Stage,4:15 PM,
Valley of the Silent Men SAPC,1992-04-25,Parade,2:00 PM,
Westbank Steppers SAPC,1992-04-25,Parade,4:00 PM,
Zachary Richard,1992-04-25,WWL/Ray-Ban Stage,2:30 PM,
Calliope Puppets,1992-04-26,Chex Kids' Tent,3:00 PM,
David and Roselyn,1992-04-26,Chex Kids' Tent,4:00 PM,
Voices of the Mount,1992-04-26,Chex Kids' Tent,5:30 PM,
Grupo Kabil,1992-04-26,M and F Girbaud/B 97 Stage,12:00 PM,
Dino Kruse Band,1992-04-26,M and F Girbaud/B 97 Stage,6:00 PM,
Kidd Jordan and IAQ,1992-04-26,Mars Inc. Jazz Tent,2:00 PM,
Young Olympia Brass Band,1992-04-26,Parade,4:00 PM,
Ritmo Caribeno,1992-04-26,WWL/Ray-Ban Stage,12:40 PM,
Allen Toussaint,1992-04-26,WWL/Ray-Ban Stage,2:10 PM,
Doug Duffey,1992-04-30,Banana Boat Gazebo,12:30 PM,
Bad Oyster Band,1992-04-30,Banana Boat Gazebo,5:30 PM,
Glitter and Gold,1992-04-30,Chex Kids' Tent,12:30 PM,
Johnette Downing,1992-04-30,Chex Kids' Tent,2:00 PM,
Inner Circle,1992-04-30,Congo Square Stage,5:45 PM,
Larry Sieberth,1992-04-30,Mars Inc. Jazz Tent,11:30 AM,
The Storyville Stompers,1992-04-30,Parade,4:00 PM,
Zydeco Force Band,1992-04-30,WWL/Ray-Ban Stage,12:45 PM,
Marlaina Kreinin,1992-05-01,Chex Kids' Tent,2:00 PM,
Born in Louisiana,1992-05-01,Chex Kids' Tent,3:30 PM,
Marlaina Kreinin,1992-05-01,Chex Kids' Tent,4:30 PM,
Dennis and Company,1992-05-01,Chex Kids' Tent,5:00 PM,
J. Monque'D Blues Band,1992-05-01,Fais Do-Do Stage,12:00 PM,
Judge and Jury,1992-05-01,M and F Girbaud/B 97 Stage,12:00 PM,
Cowboy Mouth,1992-05-01,M and F Girbaud/B 97 Stage,3:00 PM,
SUNO Ensemble,1992-05-01,Mars Inc. Jazz Tent,11:15 AM,
Phillip Manuel,1992-05-01,Mars Inc. Jazz Tent,12:20 PM,
Straight Ahead,1992-05-01,Mars Inc. Jazz Tent,1:30 PM,
Doug Duffey,1992-05-01,Music Heritage Stage,1:00 PM,
Batiste Brothers,1992-05-01,WVUE/WNOE Stage,4:40 PM,
Blues Travelers,1992-05-01,WWL/Ray-Ban Stage,3:00 PM,
Buckwheat Zydeco,1992-05-01,WWL/Ray-Ban Stage,4:25 PM,
NOCCA Mime Troupe,1992-05-02,Chex Kids' Tent,2:00 PM,
White Eagles,1992-05-02,Congo Square Stage,12:35 PM,
Sister Carol,1992-05-02,Congo Square Stage,4:20 PM,
Delton Broussard  ,1992-05-02,Fais Do-Do Stage,4:10 PM,
Woodenhead,1992-05-02,M and F Girbaud/B 97 Stage,1:45 PM,
Tribe Nunzio,1992-05-02,M and F Girbaud/B 97 Stage,4:25 PM,
Rick Margitza,1992-05-02,Mars Inc. Jazz Tent,12:20 PM,
Ellis Marsalis,1992-05-02,Mars Inc. Jazz Tent,3:05 PM,
Astral Project,1992-05-02,Mars Inc. Jazz Tent,6:00 PM,
Second Line Jammers SAPC,1992-05-02,Parade,2:00 PM,
Jolly Bunch Sisters SAPC,1992-05-02,Parade,4:00 PM,
Original Jolly Bunch SAPC,1992-05-02,Parade,4:00 PM,
Davell Crawford,1992-05-02,WVUE/WNOE Stage,12:00 PM,
Jessie Thomas,1992-05-03,Banana Boat Gazebo,3:00 PM,
Eric McAllister,1992-05-03,Chex Kids' Tent,2:30 PM,
Hugh Masekela,1992-05-03,Congo Square Stage,5:45 PM,
Loyola U. Jazz Band,1992-05-03,Mars Inc. Jazz Tent,11:30 AM,
Johnny Griffin,1992-05-03,Mars Inc. Jazz Tent,3:05 PM,
Earl Turbinton,1992-05-03,Mars Inc. Jazz Tent,4:30 PM,
Dewey Balfa ,1992-05-03,Music Heritage Stage,2:00 PM,
Ladies Buck Jumpers SAPC,1992-05-03,Parade,4:00 PM,
Burning Flames,1992-04-24,Congo Square Stage,4:30 PM,
Sam Alcorn,1992-04-24,Cox Cable Economy Hall Tent,4:00 PM,
The Backsliders,1992-04-24,M and F Girbaud/B 97 Stage,3:00 PM,
Kenyatta Beasley,1992-04-24,Mars Inc. Jazz Tent,12:40 PM,
Stephanie Jordan,1992-04-24,Mars Inc. Jazz Tent,1:50 PM,
Tony Bazley Sextet,1992-04-24,Mars Inc. Jazz Tent,3:00 PM,
Don Montoucet,1992-04-24,Music Heritage Stage,2:30 PM,
Dirty Dozen Brass Band,1992-04-24,WVUE/WNOE Stage,6:00 PM,
Robert Lowery,1992-04-25,Banana Boat Gazebo,12:00 PM,
Huey Lewis and the News,1992-04-25,WWL/Ray-Ban Stage,5:40 PM,
NOCCA Story Theater,1992-04-26,Chex Kids' Tent,1:00 PM,
Coolie Stump Singers,1992-04-26,Chex Kids' Tent,1:30 PM,
Walter Mouton,1992-04-26,Music Heritage Stage,3:45 PM,
Fifth Division Rollers SAPC,1992-04-26,Parade,4:00 PM,
Audubon Zoo Winner,1992-04-26,WWL/Ray-Ban Stage,11:30 AM,
No Compromise,1992-04-30,Congo Square Stage,11:30 AM,
Algorhythms,1992-04-30,Congo Square Stage,12:40 PM,
Southern Flavor,1992-04-30,M and F Girbaud/B 97 Stage,5:30 PM,
Preston Frank,1992-04-30,Music Heritage Stage,1:30 PM,
Lonnie Brooks,1992-04-30,Music Heritage Stage,2:30 PM,
Chris Thomas,1992-04-30,Music Heritage Stage,3:30 PM,
Brownie Ford,1992-04-30,Music Heritage Stage,4:30 PM,
Howlin' Wolf Reunion,1992-04-30,WVUE/WNOE Stage,2:30 PM,
Sloppy Seconds,1992-05-01,Banana Boat Gazebo,12:30 PM,
Irie Vibration,1992-05-01,Congo Square Stage,11:45 AM,
"Percussion, Inc.",1992-05-01,Congo Square Stage,1:00 PM,
The Shepherd Band,1992-05-01,Congo Square Stage,2:10 PM,
Jambalaya Cajun Band,1992-05-01,Fais Do-Do Stage,4:15 PM,
Wild Magnolias,1992-05-01,M and F Girbaud/B 97 Stage,6:00 PM,
Ironing Board Sam,1992-05-02,Banana Boat Gazebo,5:15 PM,
Deff Generation,1992-05-02,Congo Square Stage,1:45 PM,
Delfeayo Marsalis,1992-05-02,Mars Inc. Jazz Tent,1:40 PM,
Terence Blanchard,1992-05-02,Mars Inc. Jazz Tent,4:30 PM,
Heritage School Band,1992-05-03,Chex Kids' Tent,3:30 PM,
Dewey Balfa and Friends,1992-05-03,Fais Do-Do Stage,4:15 PM,
Creole Zydeco Farmers,1992-05-03,Fais Do-Do Stage,5:45 PM,
Black Piranha,1992-05-03,M and F Girbaud/B 97 Stage,12:00 PM,
Creole Wild West,1992-05-03,M and F Girbaud/B 97 Stage,3:00 PM,
Hugh Masekela,1992-05-03,Music Heritage Stage,4:15 PM,
Calliope High Steppers SAPC,1992-05-03,Parade,2:00 PM,
Original Taylor Bunch SAPC,1992-05-03,Parade,2:00 PM,
Original New Orleans Men SAPC,1992-05-03,Parade,4:00 PM,
Frankie Ford's Revue,1992-05-03,WVUE/WNOE Stage,4:00 PM,
The Neville Brothers,1992-05-03,WWL/Ray-Ban Stage,5:40 PM,
Little Freddie King,1992-04-24,Banana Boat Gazebo,5:30 PM,
Shot Down in Ecuador,1992-04-24,M and F Girbaud/B 97 Stage,1:30 PM,
Theron Lewis and Unit 7,1992-04-24,Mars Inc. Jazz Tent,11:30 AM,
The Highway QC's,1992-04-24,Rhodes/WYLD Gospel Tent,5:00 PM,
Boubacar Diabate,1992-04-25,Congo Square Stage,2:40 PM,
Ronnie Kole,1992-04-25,Cox Cable Economy Hall Tent,1:20 PM,
John Mooney and Bluesiana,1992-04-25,Fais Do-Do Stage,3:15 PM,
Alvin Batiste ,1992-04-25,Music Heritage Stage,12:00 PM,
Little Rascals Marching Club,1992-04-25,Parade,4:00 PM,
Marva Wright and the BMWs,1992-04-25,WVUE/WNOE Stage,2:40 PM,
Doc Cheatham,1992-04-26,Cox Cable Economy Hall Tent,4:15 PM,
Ninth Ward Hunters,1992-04-26,M and F Girbaud/B 97 Stage,1:35 PM,
Al Belletto Quartet,1992-04-26,Mars Inc. Jazz Tent,12:50 PM,
Pinstripe Dixeland Brass Band,1992-04-26,Parade,2:00 PM,
Patrice Fisher and Arpa,1992-04-30,Mars Inc. Jazz Tent,2:00 PM,
Bon Temps Roulez Second Liners,1992-04-30,Parade,4:00 PM,
Silas Family,1992-04-30,Rhodes/WYLD Gospel Tent,12:30 PM,
Gary Brown and Feelings,1992-04-30,WVUE/WNOE Stage,5:45 PM,
Terrance Simien,1992-05-01,Music Heritage Stage,3:00 PM,
The True Tones,1992-05-01,Rhodes/WYLD Gospel Tent,12:30 PM,
The Banks Family,1992-05-01,Rhodes/WYLD Gospel Tent,1:15 PM,
Clarence Frogman Henry,1992-05-01,WVUE/WNOE Stage,1:00 PM,
Ironing Board Sam,1992-05-02,Banana Boat Gazebo,12:30 PM,
Trout Fishing in America,1992-05-02,Chex Kids' Tent,4:00 PM,
Louisiana Tech Jazz Band,1992-05-02,Fais Do-Do Stage,11:45 AM,
Nueva Generacion ,1992-05-02,M and F Girbaud/B 97 Stage,5:50 PM,
Ellis Marsalis,1992-05-02,Music Heritage Stage,1:00 PM,
Sonny Landreth,1992-05-02,Music Heritage Stage,2:00 PM,
Southern Bells,1992-05-02,Rhodes/WYLD Gospel Tent,6:15 PM,
James Rivers Movement,1992-05-02,WVUE/WNOE Stage,1:30 PM,
"Curtis Pierre, Samba Man",1992-05-03,Chex Kids' Tent,1:30 PM,
Buck Fever Clog Dancers,1992-05-03,Chex Kids' Tent,2:00 PM,
Young Mardi Gras Indians,1992-05-03,Chex Kids' Tent,4:00 PM,
Chris Owens,1992-05-03,Cox Cable Economy Hall Tent,1:50 PM,
Victor Goines Quartet,1992-05-03,Mars Inc. Jazz Tent,1:45 PM,
Hezekiah Early,1992-05-03,Music Heritage Stage,12:00 PM,
Doc Paulin's Dixieland Jazz Band,1992-05-03,Parade,4:00 PM,
Jo 'Cool' Davis,1992-05-03,Rhodes/WYLD Gospel Tent,12:35 PM,
Little Freddie King,1992-04-24,Banana Boat Gazebo,12:30 PM,
Wallace Davenport  ,1992-04-24,Music Heritage Stage,3:45 PM,
Wayne Toups and Zydecajun,1992-04-24,WVUE/WNOE Stage,3:00 PM,
Bon Temps Roulez Cloggers,1992-04-25,Chex Kids' Tent,5:30 PM,
Bruce Daigrepont Cajun Band,1992-04-25,Fais Do-Do Stage,4:40 PM,
NOCCA Jazz Ensemble,1992-04-25,M and F Girbaud/B 97 Stage,11:30 AM,
Tuba Fats and the Chosen Few Brass Band,1992-04-25,Parade,2:00 PM,
St. Luke A.M.E. Choir,1992-04-25,Rhodes/WYLD Gospel Tent,12:30 PM,
The Crownseekers,1992-04-25,Rhodes/WYLD Gospel Tent,2:45 PM,
Pilgrim Jubilees,1992-04-25,Rhodes/WYLD Gospel Tent,5:00 PM,
U.S. Army Jazz Ambassadors,1992-04-25,WVUE/WNOE Stage,11:40 AM,
Clancy Blues Boy Lewis,1992-04-26,Banana Boat Gazebo,12:30 PM,
Clancy Blues Boy Lewis,1992-04-26,Banana Boat Gazebo,5:30 PM,
Nathan and the Zydeco Cha Chas,1992-04-26,Fais Do-Do Stage,5:40 PM,
New Zion Trio Plus One,1992-04-26,Rhodes/WYLD Gospel Tent,2:45 PM,
Acoustic Swiftness,1992-04-30,Banana Boat Gazebo,2:15 PM,
Guardians of the Flame,1992-04-30,Congo Square Stage,1:50 PM,
