Name,Date,Venue,Time,Notes
Dr. Zulu,1992-04-24,Chex Kids' Tent,2:30 PM,
Dr. John,1992-04-26,WVUE/WNOE Stage,5:40 PM,
La Brew,1992-04-30,Fais Do-Do Stage,12:00 PM,
Eddie Bo,1992-04-24,WVUE/WNOE Stage,11:45 AM,
Iguanas,1992-04-24,WWL/Ray-Ban Stage,4:15 PM,
Otis Clay,1992-04-25,WVUE/WNOE Stage,4:15 PM,
Legacy,1992-04-26,Chex Kids' Tent,2:00 PM,
D.L. Menard,1992-04-26,Fais Do-Do Stage,1:20 PM,
Ladies Zulu SAPC,1992-04-26,Parade,2:00 PM,
Olympia Aid SAPC,1992-04-26,Parade,2:00 PM,
Al Green,1992-04-26,WWL/Ray-Ban Stage,3:45 PM,
Carl Mack,1992-04-30,Chex Kids' Tent,3:00 PM,
Blue Monday SAPC,1992-05-01,Parade,4:00 PM,
Earl King,1992-05-01,WWL/Ray-Ban Stage,1:20 PM,
Treme Brass Band,1992-05-03,Parade,4:00 PM,
Free Spirit,1992-04-24,Chex Kids' Tent,3:30 PM,
Carl LeBlanc,1992-04-24,Fais Do-Do Stage,2:25 PM,
Big Sun,1992-04-24,M and F Girbaud/B 97 Stage,4:30 PM,
Original Four SAPC,1992-04-25,Parade,2:00 PM,
All Star Brass Band,1992-04-25,Parade,4:00 PM,
Treme Sports SAPC,1992-04-25,Parade,4:00 PM,
Jazz MC,1992-04-26,Congo Square Stage,1:25 PM,
MC Thick,1992-04-26,Congo Square Stage,1:25 PM,
E.L.S.,1992-04-26,Congo Square Stage,2:50 PM,
Devastation SAPC,1992-04-26,Parade,4:00 PM,
Howard Pink,1992-04-30,Chex Kids' Tent,5:00 PM,
Poche,1992-04-30,Congo Square Stage,3:00 PM,
Booba Barnes,1992-04-30,Fais Do-Do Stage,2:45 PM,
Albert King,1992-04-30,WWL/Ray-Ban Stage,5:30 PM,
Jeanne Bose,1992-05-01,Chex Kids' Tent,3:00 PM,
Fatala,1992-05-01,Congo Square Stage,6:00 PM,
Controllers SAPC,1992-05-01,Parade,4:00 PM,
Kenny Neal,1992-05-01,WVUE/WNOE Stage,2:05 PM,
Judy Stock,1992-05-02,Chex Kids' Tent,1:00 PM,
Y.A.A.D.E.,1992-05-02,Chex Kids' Tent,3:30 PM,
