Name,Date,Venue,Time,Notes
Sun Ra  ,1979-05-05,Stage 1,4:15 PM,
Skor,1979-05-05,Stage 4,2:15 PM,
A. J. Loria,1979-04-20,Gazebo A,4:30 PM,
Pearls,1979-04-21,Stage 4,2:00 PM,
Ngoma,1979-04-22,Stage 2,12:00 PM,
Exuma,1979-04-28,Stage 3,3:45 PM,
Exuma,1979-04-29,Koindu,2:30 PM,
Odetta,1979-04-29,Stage 3,1:30 PM,
Exuma,1979-04-29,Stage 3,6:00 PM,
Trac 1,1979-05-05,Stage 1,12:15 PM,
Sun Ra,1979-05-06,Jazz Tent,3:15 PM,
All Spice,1979-04-20,Stage 1,3:30 PM,
Earl King,1979-04-21,Stage 4,3:00 PM,
Ted Riley,1979-04-28,Stage 2,5:15 PM,
Joelle ,1979-04-29,Gazebo B,4:00 PM,
Four Play,1979-04-29,Stage 2,3:30 PM,
Catfish,1979-04-20,Gazebo B,1:45 PM,
Keystone,1979-04-20,Stage 1,1:15 PM,
Razin Cain,1979-04-20,Stage 1,5:15 PM,
Spectrum,1979-04-20,Stage 3,3:30 PM,
Will Soto,1979-04-28,Gazebo A,5:00 PM,
Jack Cook,1979-04-28,Gazebo B,1:15 PM,
Will Soto,1979-04-28,Gazebo B,2:45 PM,
Etta James ,1979-04-28,Stage 1,4:00 PM,
Sources,1979-04-28,Stage 3,12:00 PM,
Willie Tee,1979-04-28,Stage 4,2:30 PM,
Will Soto,1979-04-29,Gazebo B,5:30 PM,
Doc Paulin,1979-04-29,Stage 2,6:15 PM,
King Floyd,1979-04-29,Stage 4,1:15 PM,
The Meters,1979-04-29,Stage 4,2:30 PM,
Bai Konte,1979-05-05,Gazebo A,3:00 PM,
Bongo Joe,1979-05-05,Gazebo B,1:30 PM,
Lee Dorsey,1979-05-05,Stage 4,2:45 PM,
Bai Konte,1979-05-06,Gazebo A,1:15 PM,
Bongo Joe,1979-05-06,Gazebo B,2:00 PM,
Doc Watson,1979-05-06,Stage 1,3:45 PM,
