Name,Date,Venue,Time,Notes
File,1993-04-29,B-97 Stage,11:45 AM,
Poche,1993-04-30,B-97 Stage,1:00 PM,
Big Sun,1993-04-24,B-97 Stage,11:15 AM,
Peabody,1993-04-29,B-97 Stage,1:30 PM,
Song Dogs,1993-05-01,B-97 Stage,4:30 PM,
Phantoms,1993-04-23,B-97 Stage,1:00 PM,
Funchaus,1993-04-30,B-97 Stage,11:30 AM,
D.L. Menard,1993-05-02,B-97 Stage,12:00 PM,
Evangeline,1993-04-24,B-97 Stage,2:50 PM,
Dash Rip Rock,1993-04-25,B-97 Stage,11:20 AM,
Olympia SAPC,1993-04-25,Parade,2:00 PM,
Lady Zulu SAPC,1993-04-25,Parade,4:00 PM,
Dr. John,1993-04-30,WWL/Ray-Ban Stage,5:30 PM,
SUBR Jazz Band,1993-04-23,B-97 Stage,11:30 AM,
Algorhythms,1993-04-23,B-97 Stage,2:30 PM,
Nora Wixted Band,1993-04-23,B-97 Stage,4:00 PM,
Zin,1993-04-23,Congo Square Stage,4:15 PM,
Sam Myers,1993-04-23,WWL/Ray-Ban Stage,1:00 PM,
Bob Dylan,1993-04-23,WWL/Ray-Ban Stage,5:30 PM,
Warren Haynes,1993-04-24,B-97 Stage,1:40 PM,
John Campbell,1993-04-24,B-97 Stage,4:15 PM,
Jolly Bunch SAPC,1993-04-24,Parade,4:00 PM,
Raful Neal,1993-04-25,Fais Do-Do Stage,2:15 PM,
Fun Lovers SAPC,1993-04-25,Parade,2:30 PM,
Jolly Bunch SAPC,1993-04-25,Parade,2:30 PM,
Treme Brass Band,1993-04-25,Parade,4:00 PM,
Lenny McDaniel,1993-04-29,B-97 Stage,3:00 PM,
Timothea,1993-04-29,Fais Do-Do Stage,4:00 PM,
Neslort,1993-04-29,WWOZ Jazz Tent,11:45 AM,
Anders Osborne,1993-04-30,B-97 Stage,3:30 PM,
Earl King,1993-04-30,WWL/Ray-Ban Stage,1:00 PM,
Don Montoucet,1993-05-01,B-97 Stage,6:00 PM,
Buddy Guy,1993-05-01,WWL/Ray-Ban Stage,3:45 PM,
Willie Tee,1993-05-01,WWOZ Jazz Tent,2:35 PM,
Lee Bates,1993-05-02,Fais Do-Do Stage,11:30 AM,
Santana,1993-05-02,WWL/Ray-Ban Stage,3:15 PM,
T.S. Monk Jr.,1993-05-02,WWOZ Jazz Tent,5:50 PM,
New Generacion,1993-04-24,B-97 Stage,12:20 PM,
The Iguanas,1993-04-24,Fais Do-Do Stage,4:00 PM,
Original Four SAPC,1993-04-24,Parade,2:00 PM,
Prince of Wales SAPC,1993-04-24,Parade,2:00 PM,
Tornado Brass Band,1993-04-24,Parade,2:00 PM,
Algiers Brass Band,1993-04-24,Parade,4:00 PM,
Money Wasters SAPC,1993-04-24,Parade,4:00 PM,
Roy Carrier,1993-04-25,Fais Do-Do Stage,5:30 PM,
Devastation SAPC,1993-04-25,Parade,2:00 PM,
Fats Domino,1993-04-25,WWL/Ray-Ban Stage,5:45 PM,
UNO Jazz Band,1993-04-29,Fais Do-Do Stage,11:30 AM,
Nina Simone,1993-04-29,WWL/Ray-Ban Stage,4:10 PM,
Sa Sa Ye Sa ,1993-04-30,Congo Square Stage,5:40 PM,
Po' Henry,1993-04-30,Lagniappe Tent,4:15 PM,
The Meters,1993-04-30,WWL/Ray-Ban Stage,4:00 PM,
Sa Sa Ye Sa ,1993-05-01,Congo Square Stage,4:50 PM,
Ambrose,1993-05-01,Lagniappe Tent,3:00 PM,
Calvin Sam,1993-05-01,Lagniappe Tent,3:00 PM,
Taylor Bunch SAPC,1993-05-01,Parade,2:00 PM,
Spyro Gyra,1993-05-01,WWL/Ray-Ban Stage,2:10 PM,
Kidd Jordon,1993-05-01,WWOZ Jazz Tent,4:05 PM,
Dalton Reed,1993-05-02,Fais Do-Do Stage,3:15 PM,
Rooster,1993-05-02,Lagniappe Tent,4:30 PM,
Jetsetters SAPC,1993-05-02,Parade,4:00 PM,
Lady Buck Jumpers,1993-05-02,Parade,4:00 PM,
Santiago Jazz,1993-04-23,Fais Do-Do Stage,5:50 PM,
John Rankin,1993-04-23,Lagniappe Tent,3:00 PM,
Little Rascals SAPC,1993-04-23,Parade,4:00 PM,
Untouchables SAPC,1993-04-23,Parade,4:00 PM,
Beausoleil,1993-04-23,WWL/Ray-Ban Stage,3:45 PM,
39 Posse,1993-04-24,Congo Square Stage,12:40 PM,
Walter Payton,1993-04-24,WWOZ Jazz Tent,1:40 PM,
Calendar Girls SAPC,1993-04-25,Parade,2:30 PM,
Fifth Division SAPC,1993-04-25,Parade,4:00 PM,
Kid Johnson,1993-04-25,WWL/Ray-Ban Stage,11:30 AM,
Sonny Rollins,1993-04-25,WWOZ Jazz Tent,5:45 PM,
The subdudes,1993-04-29,WWL/Ray-Ban Stage,2:45 PM,
Indigo Girls,1993-04-29,WWL/Ray-Ban Stage,5:40 PM,
Sa Sa Ye Sa ,1993-04-30,Music Heritage Stage,1:40 PM,
Doc Paulin Brass Band,1993-04-30,Parade,4:00 PM,
Lil' Elt,1993-05-01,Congo Square Stage,11:30 AM,
Eddie Bo,1993-05-01,WVUE/Polaroid Stage,1:00 PM,
Alvin Fielder,1993-05-01,WWOZ Jazz Tent,4:05 PM,
Men Buck Jumpers SAPC,1993-05-02,Parade,2:00 PM,
Pinettes Brass Band,1993-05-02,Parade,2:00 PM,
Scene Boosters SAPC,1993-05-02,Parade,2:00 PM,
Michael Ward,1993-05-02,WWOZ Jazz Tent,11:20 AM,
Woodenhead,1993-05-02,WWOZ Jazz Tent,12:30 PM,
Alvin Batiste ,1993-05-02,WWOZ Jazz Tent,3:10 PM,
Creole Zydeco Farmers,1993-04-23,B-97 Stage,5:30 PM,
Guitar Slim Jr.,1993-04-23,Lagniappe Tent,1:30 PM,
Solid Ground,1993-04-23,Lagniappe Tent,6:00 PM,
NL Choir,1993-04-23,Rhodes/WYLD Gospel Tent,4:15 PM,
Marcia Ball Band,1993-04-23,WWL/Ray-Ban Stage,2:20 PM,
Herman Jackson,1993-04-23,WWOZ Jazz Tent,4:15 PM,
KAT&The Kittens,1993-04-24,Fais Do-Do Stage,2:35 PM,
Robert Lowery,1993-04-24,Lagniappe Tent,3:40 PM,
Golden Trumpets SAPC,1993-04-24,Parade,2:00 PM,
Avenue Steppers SAPC,1993-04-24,Parade,4:00 PM,
