Name,Date,Venue,Time,Notes
Mamou,1996-05-02,Fais Do-Do Stage,1:50 PM,
Big Nine SAPC,1996-05-03,Parade,4:00 PM,
Najee,1996-05-04,WWOZ Jazz Tent,5:45 PM,
Phish,1996-04-26,WWL/Ray-Ban Stage,3:15 PM,
Dr. John,1996-05-03,WWL/Ray-Ban Stage,5:40 PM,
Mia X,1996-04-28,Congo Square Stage,12:50 PM,
Royann,1996-05-03,Fais Do-Do Stage,11:20 AM,
Rio Jordon,1996-05-03,Fais Do-Do Stage,2:15 PM,
Girls Club SAPC,1996-05-03,Parade,5:40 PM,
Buddy Guy,1996-05-03,WWL/Ray-Ban Stage,3:40 PM,
Jolly Bunch SAPC,1996-05-04,Parade,2:00 PM,
Double Nine SAPC,1996-05-05,Parade,2:00 PM,
High Steppers,1996-05-05,Parade,2:00 PM,
Fuego,1996-04-26,Congo Square Stage,1:40 PM,
Zekle,1996-04-26,Congo Square Stage,5:50 PM,
Revolution SAPC,1996-04-26,Parade,4:00 PM,
Zekle,1996-04-27,Congo Square Stage,1:40 PM,
Taylor Bunch SAPC,1996-04-27,Parade,12:00 PM,
Lady Sequence SAPC,1996-04-27,Parade,2:00 PM,
Joe Clay,1996-04-27,WB 38/Polaroid Stage,1:30 PM,
Zekle,1996-04-28,Congo Square Stage,5:30 PM,
Ladies Zulu SAPC,1996-04-28,Parade,12:00 PM,
Olympia Aid SAPC,1996-04-28,Parade,12:00 PM,
Devastation SAPC,1996-04-28,Parade,2:00 PM,
New Birth Brass Band,1996-04-28,Parade,2:00 PM,
Chaka Khan,1996-04-28,WWL/Ray-Ban Stage,4:00 PM,
Versia,1996-05-02,Congo Square Stage,1:00 PM,
Zobop of Haiti,1996-05-02,Fais Do-Do Stage,4:30 PM,
Ed Perkins,1996-05-02,WWOZ Jazz Tent,11:20 AM,
Dewey Redman,1996-05-02,WWOZ Jazz Tent,5:50 PM,
Jim Calvin,1996-05-03,Fais Do-Do Stage,11:20 AM,
Rosie Ledet,1996-05-03,Fais Do-Do Stage,5:30 PM,
Kim Carson,1996-05-04,Fais Do-Do Stage,12:40 PM,
Keith Frank,1996-05-04,Fais Do-Do Stage,3:25 PM,
Treme Brass Band,1996-05-04,Parade,12:00 PM,
Money Wasters SAPC,1996-05-04,Parade,2:00 PM,
Lady Steppers SAPC,1996-05-04,Parade,3:00 PM,
Original Four SAPC,1996-05-04,Parade,4:00 PM,
Lloyd Price,1996-05-04,WWL/Ray-Ban Stage,2:30 PM,
James Carter,1996-05-04,WWOZ Jazz Tent,4:15 PM,
Nasio,1996-05-05,Congo Square Stage,2:00 PM,
Jetsetters SAPC,1996-05-05,Parade,12:00 PM,
Onward Brass Band,1996-05-05,Parade,12:25 PM,
Tornado Brass Band,1996-05-05,Parade,2:00 PM,
Joyful!,1996-05-05,Rhodes Gospel Tent,2:00 PM,
Leroy Jones,1996-05-05,WWOZ Jazz Tent,1:10 PM,
The Iguanas,1996-04-26,WWL/Ray-Ban Stage,12:20 PM,
funky Meters,1996-04-26,WWL/Ray-Ban Stage,5:40 PM,
Samirah Evans,1996-04-26,WWOZ Jazz Tent,1:45 PM,
Jesse Dayton,1996-04-27,Fais Do-Do Stage,11:15 AM,
Al Hirt,1996-04-27,Music Heritage Stage,3:00 PM,
Junior Wells,1996-04-27,WWL/Ray-Ban Stage,2:00 PM,
The Furious Five SAPC,1996-04-28,Parade,4:00 PM,
Untouchables SAPC,1996-04-28,Parade,4:00 PM,
Indigo Girls,1996-05-02,WWL/Ray-Ban Stage,5:30 PM,
Sharon Martin,1996-05-02,WWOZ Jazz Tent,4:25 PM,
Wild Peyotes,1996-05-03,Fais Do-Do Stage,12:45 PM,
Chosen Few Brass Band,1996-05-03,Parade,4:00 PM,
One A-Chord,1996-05-03,Rhodes Gospel Tent,1:15 PM,
All That,1996-05-04,Congo Square Stage,11:20 AM,
Pinettes Brass Band,1996-05-04,Parade,2:00 PM,
Popular Ladies SAPC,1996-05-04,Parade,2:00 PM,
Mahogany Brass Band,1996-05-04,Parade,4:00 PM,
Van Morrison,1996-05-04,WWL/Ray-Ban Stage,5:40 PM,
Danny Collet,1996-05-05,Fais Do-Do Stage,12:45 PM,
Algiers Brass Band,1996-05-05,Parade,12:00 PM,
UNO Jazz Band,1996-05-05,WWL/Ray-Ban Stage,11:10 AM,
Michael Ward,1996-05-05,WWOZ Jazz Tent,11:30 AM,
Lou Donaldson,1996-05-05,WWOZ Jazz Tent,4:00 PM,
Policard,1996-04-26,Congo Square Stage,5:50 PM,
Robert Jardell,1996-04-26,Fais Do-Do Stage,12:35 PM,
Brice Winston,1996-04-26,WWOZ Jazz Tent,12:30 PM,
Astral Project,1996-04-26,WWOZ Jazz Tent,4:20 PM,
Policard,1996-04-27,Congo Square Stage,1:40 PM,
Joe Clay,1996-04-27,Music Heritage Stage,4:00 PM,
Avenue Steppers SAPC,1996-04-27,Parade,12:00 PM,
The Young Steppers SAPC,1996-04-27,Parade,2:00 PM,
Edwin McCain,1996-04-27,WWL/Ray-Ban Stage,11:15 AM,
Jason Marsalis,1996-04-27,WWOZ Jazz Tent,11:20 AM,
Peter Martin Trio,1996-04-27,WWOZ Jazz Tent,1:40 PM,
Wynton Marsalis,1996-04-27,WWOZ Jazz Tent,5:40 PM,
Premiere,1996-04-28,Congo Square Stage,2:20 PM,
Policard,1996-04-28,Congo Square Stage,5:30 PM,
Al Morris,1996-04-28,Music Heritage Stage,2:00 PM,
Pin Stripe Brass Band,1996-04-28,Parade,12:00 PM,
Uptowner's Hobo SAPC,1996-04-28,Parade,12:00 PM,
Unknown Steppers SAPC,1996-04-28,Parade,2:00 PM,
Lil' Rascals Brass Band,1996-04-28,Parade,4:00 PM,
Algiers Steppers SAPC,1996-04-28,Parade,6:00 PM,
Marcia Ball,1996-04-28,WB 38/Polaroid Stage,2:30 PM,
George Benson,1996-04-28,WWL/Ray-Ban Stage,5:45 PM,
Germaine Bazzle,1996-04-28,WWOZ Jazz Tent,1:35 PM,
Nicholas Payton,1996-04-28,WWOZ Jazz Tent,2:45 PM,
Lionel Hampton,1996-04-28,WWOZ Jazz Tent,5:40 PM,
Raful Neal,1996-05-02,WB 38/Polaroid Stage,1:40 PM,
Tab Benoit,1996-05-02,WB 38/Polaroid Stage,1:40 PM,
Flavor Kings,1996-05-02,WWL/Ray-Ban Stage,11:15 AM,
Diamonds,1996-05-03,Congo Square Stage,11:20 AM,
Esteban Jordan,1996-05-03,Fais Do-Do Stage,2:15 PM,
Eddie Bo,1996-05-03,Music Heritage Stage,12:15 PM,
subdudes,1996-05-03,WB 38/Polaroid Stage,4:00 PM,
Salif Keita,1996-05-04,Congo Square Stage,4:20 PM,
Belton Richard,1996-05-04,Fais Do-Do Stage,6:10 PM,
Black Men of Labor SAPC,1996-05-04,Parade,12:00 PM,
Golden Trumpets SAPC,1996-05-04,Parade,12:00 PM,
Young Tuxedo Brass Band,1996-05-04,Parade,3:00 PM,
Betty Shirley,1996-05-04,WWOZ Jazz Tent,12:25 PM,
Larry Sieberth,1996-05-04,WWOZ Jazz Tent,12:25 PM,
Bobby Rush,1996-05-05,Congo Square Stage,6:00 PM,
Balfa Toujours,1996-05-05,Fais Do-Do Stage,2:10 PM,
Scene Boosters SAPC,1996-05-05,Parade,12:00 PM,
Caliente,1996-05-05,WB 38/Polaroid Stage,11:15 AM,
Willie Tee,1996-05-05,WB 38/Polaroid Stage,12:30 PM,
Johnny Adams,1996-05-05,WWL/Ray-Ban Stage,12:20 PM,
Regina Carter,1996-05-05,WWOZ Jazz Tent,11:30 AM,
Y'Shua Manzy,1996-04-26,Congo Square Stage,12:25 PM,
Henry Gray,1996-04-26,Music Heritage Stage,3:00 PM,
Sidewalk Steppers SAPC,1996-04-26,Parade,4:00 PM,
Banks Family,1996-04-26,Rhodes Gospel Tent,11:45 AM,
Robert Parker,1996-04-26,WB 38/Polaroid Stage,2:45 PM,
Roland Stone,1996-04-26,WB 38/Polaroid Stage,2:45 PM,
Eleanor Winston,1996-04-26,WWOZ Jazz Tent,12:30 PM,
Ben Sandmel,1996-04-27,Music Heritage Stage,1:15 PM,
Second Line Jammers SAPC,1996-04-27,Parade,12:00 PM,
Original Step-N-Style SAPC,1996-04-27,Parade,2:00 PM,
The Dirty Dozen,1996-04-27,WB 38/Polaroid Stage,2:45 PM,
Buckwheat Zydeco,1996-04-27,WWL/Ray-Ban Stage,3:30 PM,
Fred Kemp Quartet,1996-04-27,WWOZ Jazz Tent,12:30 PM,
Kent Jordan Quartet,1996-04-27,WWOZ Jazz Tent,2:50 PM,
The Heath Brothers,1996-04-27,WWOZ Jazz Tent,4:05 PM,
UNLV with Tru,1996-04-28,Congo Square Stage,12:50 PM,
Ben Sandmel,1996-04-28,Music Heritage Stage,2:00 PM,
Gabou Mendy,1996-04-28,Music Heritage Stage,3:45 PM,
Snooks Eaglin,1996-04-28,WB 38/Polaroid Stage,1:00 PM,
Cowboy Mouth,1996-04-28,WB 38/Polaroid Stage,5:45 PM,
Michelle Shocked,1996-05-02,WWL/Ray-Ban Stage,1:50 PM,
Zobop of Haiti,1996-05-03,Congo Square Stage,5:45 PM,
Ben Sandmel,1996-05-03,Music Heritage Stage,4:00 PM,
Pigeon Town Steppers SAPC,1996-05-03,Parade,4:00 PM,
Cassandra Wilson,1996-05-03,WWOZ Jazz Tent,5:45 PM,
Magnolia Sisters,1996-05-04,Fais Do-Do Stage,11:25 AM,
Lloyd Price,1996-05-04,Music Heritage Stage,1:00 PM,
Gabou Mendy,1996-05-04,Music Heritage Stage,2:00 PM,
John Mooney,1996-05-04,Music Heritage Stage,5:00 PM,
Original Black Magic SAPC,1996-05-04,Parade,3:00 PM,
N'Krumah Better Boys SAPC,1996-05-04,Parade,4:00 PM,
Zobop of Haiti,1996-05-04,WB 38/Polaroid Stage,11:15 AM,
Ivan Neville,1996-05-04,WB 38/Polaroid Stage,1:00 PM,
Joan Osborne,1996-05-04,WB 38/Polaroid Stage,2:45 PM,
The Dixie Cups,1996-05-04,WB 38/Polaroid Stage,6:00 PM,
Allen Toussaint,1996-05-04,WWL/Ray-Ban Stage,4:00 PM,
Victor Goines Group,1996-05-04,WWOZ Jazz Tent,1:40 PM,
Culu Dancers,1996-05-05,Congo Square Stage,11:20 AM,
Black Menace,1996-05-05,Congo Square Stage,12:35 PM,
Cheeky Blakk,1996-05-05,Congo Square Stage,12:35 PM,
Shepherd Band,1996-05-05,Congo Square Stage,4:30 PM,
Westbank Steppers SAPC,1996-05-05,Parade,12:00 PM,
Lady Prince of Wales SAPC,1996-05-05,Parade,12:25 PM,
Valley of the Silent Men SAPC,1996-05-05,Parade,2:00 PM,
High Steppers Brass Band,1996-05-05,Parade,4:00 PM,
Ladies Buck Jumpers SAPC,1996-05-05,Parade,4:00 PM,
Jo Cool Davis,1996-05-05,Rhodes Gospel Tent,11:45 AM,
The Radiators,1996-05-05,WB 38/Polaroid Stage,5:45 PM,
Dave Matthews Band,1996-05-05,WWL/Ray-Ban Stage,3:25 PM,
Hackberry Ramblers,1996-04-26,Fais Do-Do Stage,3:25 PM,
Savoy-Doucet Cajun Band,1996-04-26,Fais Do-Do Stage,4:35 PM,
Creole Zydeco Farmers,1996-04-26,Fais Do-Do Stage,6:00 PM,
Charles E. Siler,1996-04-26,Music Heritage Stage,3:00 PM,
Frankie Ford,1996-04-26,Music Heritage Stage,4:15 PM,
Grant Morris,1996-04-26,Music Heritage Stage,4:15 PM,
Benny Waters,1996-04-26,Music Heritage Stage,5:00 PM,
Trombone Shorty Brass Band,1996-04-26,Parade,4:00 PM,
SUBR Jazz Ensemble,1996-04-26,WWL/Ray-Ban Stage,11:15 AM,
"Percussion, Inc.",1996-04-27,Congo Square Stage,12:20 PM,
Samite of Uganda,1996-04-27,Congo Square Stage,4:35 PM,
Acoustic Swiftness,1996-04-27,Fais Do-Do Stage,4:35 PM,
Lump,1996-04-27,House of Blues/Dr. Martens Stage,11:15 AM,
Eddie Bo,1996-04-27,House of Blues/Dr. Martens Stage,4:35 PM,
Sid Selvidge,1996-04-27,Music Heritage Stage,1:15 PM,
Grant Morris,1996-04-27,Music Heritage Stage,3:00 PM,
John Sinclair,1996-04-27,Music Heritage Stage,4:00 PM,
Paulin Brothers Brass Band,1996-04-27,Parade,12:00 PM,
True Believers,1996-04-27,Rhodes Gospel Tent,5:30 PM,
Los Sagitarios,1996-04-27,WB 38/Polaroid Stage,12:20 PM,
Clickin' Chickens,1996-04-28,Fais Do-Do Stage,11:15 AM,
Stephen Nash,1996-04-28,Music Heritage Stage,12:00 PM,
Ben Sandmel,1996-04-28,Music Heritage Stage,12:45 PM,
Marcia Ball,1996-04-28,Music Heritage Stage,12:45 PM,
Essie Morris,1996-04-28,Music Heritage Stage,2:00 PM,
Carrie Smith,1996-04-28,Music Heritage Stage,3:00 PM,
Traveling Stars,1996-04-28,Rhodes Gospel Tent,5:25 PM,
Ritmo Caribeno,1996-04-28,WB 38/Polaroid Stage,11:20 AM,
SUNO Jazz Ensemble,1996-04-28,WWL/Ray-Ban Stage,11:20 AM,
Sweet Honey in the Rock,1996-04-28,WWL/Ray-Ban Stage,2:00 PM,
Al Belletto Quartet,1996-04-28,WWOZ Jazz Tent,11:15 AM,
Keith Claiborne,1996-05-02,Congo Square Stage,2:30 PM,
Dewey Redman,1996-05-02,Music Heritage Stage,4:00 PM,
Nick Spitzer,1996-05-02,Music Heritage Stage,4:45 PM,
Tony Bazley Quintet,1996-05-02,WWOZ Jazz Tent,12:30 PM,
Derek Huston,1996-05-03,Music Heritage Stage,2:15 PM,
A.J. Verdelle,1996-05-03,Music Heritage Stage,3:00 PM,
Sammy Ridgley,1996-05-03,WB 38/Polaroid Stage,12:50 PM,
George Porter Jr.,1996-05-03,WB 38/Polaroid Stage,2:30 PM,
Marlon Jordan Quintet,1996-05-03,WWOZ Jazz Tent,4:20 PM,
Bamboula 2000,1996-05-04,Congo Square Stage,12:35 PM,
The C.P. Love Group,1996-05-04,Congo Square Stage,1:50 PM,
Irie Vibrations,1996-05-04,Congo Square Stage,6:00 PM,
Suzan Jenkins,1996-05-04,Music Heritage Stage,1:00 PM,
John Sinclair,1996-05-04,Music Heritage Stage,3:00 PM,
John Sinclair,1996-05-04,Music Heritage Stage,5:00 PM,
Better than Ezra,1996-05-04,WB 38/Polaroid Stage,4:00 PM,
Los Babies del Merengue,1996-05-05,Fais Do-Do Stage,5:20 PM,
Nick Spitzer,1996-05-05,Music Heritage Stage,1:00 PM,
Frank Morgan,1996-05-05,Music Heritage Stage,2:00 PM,
Eddie Volker,1996-05-05,Music Heritage Stage,4:00 PM,
Grant Morris,1996-05-05,Music Heritage Stage,4:00 PM,
Katie Webster,1996-05-05,Music Heritage Stage,5:00 PM,
Nick Spitzer,1996-05-05,Music Heritage Stage,5:00 PM,
Original Prince of Wales SAPC,1996-05-05,Parade,2:00 PM,
Calliope High Steppers SAPC,1996-05-05,Parade,4:00 PM,
Mohawks Mardi Gras Indians,1996-05-05,Parade,4:00 PM,
Southern Bells,1996-05-05,Rhodes Gospel Tent,12:30 PM,
Christine Myles,1996-05-05,Rhodes Gospel Tent,1:15 PM,
Zachary Richard,1996-05-05,WB 38/Polaroid Stage,2:55 PM,
Porgy Jones Quartet,1996-04-26,Congo Square Stage,3:00 PM,
Rebirth Brass Band,1996-04-26,Congo Square Stage,4:20 PM,
Dr. Michael White,1996-04-26,Music Heritage Stage,5:00 PM,
The Frankie Ford Show,1996-04-26,WB 38/Polaroid Stage,5:45 PM,
Clyde Kerr Jr. and Univision,1996-04-26,WWOZ Jazz Tent,1:45 PM,
Dr. Michael White,1996-04-27,Music Heritage Stage,12:00 PM,
Gregg Stafford,1996-04-27,Music Heritage Stage,12:00 PM,
Harold Dejean,1996-04-27,Music Heritage Stage,12:00 PM,
