Name,Date,Venue,Time,Notes
File,1991-05-02,Gumbo Stage,4:40 PM,
NRBQ,1991-04-26,WVUE/WNOE Stage,4:30 PM,
Big Sun,1991-05-02,Fais Do-Do Stage,4:30 PM,
NOBD,1991-05-02,Gumbo Stage,11:20 AM,
Mamou,1991-05-03,Fais Do-Do Stage,3:10 PM,
Bas Clas,1991-05-03,Gumbo Stage,1:40 PM,
Dr. John,1991-04-28,WWL/Ray-Ban Stage,6:00 PM,
Lee Bates,1991-05-02,Gumbo Stage,3:15 PM,
Adja,1991-04-26,Congo Square Stage,4:15 PM,
Cajun Brew,1991-04-26,Gumbo Stage,12:40 PM,
Blue Monday SAPC,1991-04-26,Parade,4:00 PM,
Earl King,1991-04-26,WWL/Ray-Ban Stage,3:00 PM,
Los Lobos,1991-04-27,WWL/Ray-Ban Stage,2:10 PM,
B.B. King,1991-04-27,WWL/Ray-Ban Stage,4:00 PM,
Casa Samba,1991-04-28,Gumbo Stage,6:20 PM,
Ladies Zulu SAPC,1991-04-28,Parade,2:00 PM,
Olympia Aid SAPC,1991-04-28,Parade,2:00 PM,
Treme Brass Band,1991-04-28,Parade,2:00 PM,
Mojo Nya,1991-04-28,WVUE/WNOE Stage,12:20 PM,
Jolly Bunch SAPC,1991-05-02,Parade,4:30 PM,
Taj Mahal,1991-05-02,WVUE/WNOE Stage,4:00 PM,
Eddie Bo,1991-05-02,WWL/Ray-Ban Stage,4:30 PM,
C.P. Love,1991-05-03,WVUE/WNOE Stage,11:40 AM,
Kenny Neal,1991-05-04,Fais Do-Do Stage,2:15 PM,
Fun Lovers SAPC,1991-05-05,Parade,2:00 PM,
Zydeco Force,1991-04-26,Fais Do-Do Stage,5:50 PM,
Ruby Braff,1991-04-26,Mars Inc. Jazz Tent,4:25 PM,
Al Johnson,1991-04-26,WVUE/WNOE Stage,2:20 PM,
Chuck Carbo,1991-04-26,WVUE/WNOE Stage,2:20 PM,
Koko Taylor,1991-04-26,WWL/Ray-Ban Stage,4:30 PM,
Odadaa!,1991-04-27,Congo Square Stage,4:10 PM,
Evangeline,1991-04-27,Fais Do-Do Stage,4:55 PM,
The Iguanas,1991-04-27,Fais Do-Do Stage,6:10 PM,
Rumboogie,1991-04-27,Gumbo Stage,11:15 AM,
Original Four SAPC,1991-04-27,Parade,4:30 PM,
Tornado Brass Band,1991-04-27,Parade,5:30 PM,
Fuel,1991-04-28,Congo Square Stage,11:45 AM,
Odadaa!,1991-04-28,Congo Square Stage,4:35 PM,
Loketo,1991-04-28,Congo Square Stage,5:50 PM,
Devastation SAPC,1991-04-28,Parade,4:00 PM,
Blue Sister,1991-05-02,Fais Do-Do Stage,6:00 PM,
Cowboy Mouth,1991-05-02,Gumbo Stage,12:35 PM,
Percy Randolph,1991-05-02,Parade,12:00 PM,
John Rankin,1991-05-03,Fais Do-Do Stage,6:00 PM,
Tribe Nunzio,1991-05-03,Gumbo Stage,6:00 PM,
Fred Kemp,1991-05-03,Mars Inc. Jazz Tent,4:15 PM,
Donald Harrison,1991-05-03,Parade,12:00 PM,
John Boudreaux,1991-05-03,Parade,12:00 PM,
All Star Brass Band,1991-05-03,Parade,3:30 PM,
Controllers SAPC,1991-05-03,Parade,3:30 PM,
Just Steppin' SAPC,1991-05-03,Parade,3:30 PM,
Jessie Hill,1991-05-03,WVUE/WNOE Stage,5:50 PM,
Deacon John,1991-05-03,WWL/Ray-Ban Stage,2:50 PM,
Marcia Ball,1991-05-03,WWL/Ray-Ban Stage,4:15 PM,
The Jolly Boys,1991-05-04,Fais Do-Do Stage,3:30 PM,
Health Unit # 1 ,1991-05-04,Gumbo Stage,11:15 AM,
Dash Rip Rock,1991-05-04,Gumbo Stage,12:35 PM,
Ramsey McLean,1991-05-04,Gumbo Stage,1:50 PM,
Bois Sec Ardoin,1991-05-04,Gumbo Stage,3:00 PM,
Money Wasters SAPC,1991-05-04,Parade,1:00 PM,
Prince of Wales SAPC,1991-05-04,Parade,1:00 PM,
Treme Sports SAPC,1991-05-04,Parade,1:00 PM,
Rebirth Brass Band,1991-05-04,Parade,3:45 PM,
Taylor Bunch SAPC,1991-05-04,Parade,3:45 PM,
The Meters,1991-05-04,WWL/Ray-Ban Stage,5:55 PM,
Ya Ya's,1991-05-05,Music Heritage Tent,11:45 AM,
Jetsetters SAPC,1991-05-05,Parade,3:45 PM,
Robert Cray,1991-05-05,WWL/Ray-Ban Stage,4:30 PM,
Cheron,1991-04-26,Congo Square Stage,12:30 PM,
Bill Tircuit,1991-04-26,WVUE/WNOE Stage,2:20 PM,
B.B. King,1991-04-27,Music Heritage Tent,2:00 PM,
Third Line Brass Band,1991-04-27,Parade,4:30 PM,
The subdudes,1991-04-27,WVUE/WNOE Stage,2:55 PM,
Beausoleil,1991-04-27,WVUE/WNOE Stage,4:20 PM,
Ritmo Caribeno,1991-04-28,Gumbo Stage,5:05 PM,
Doc Paulin Brass Band,1991-04-28,Parade,4:00 PM,
The Hooligans,1991-05-02,Fais Do-Do Stage,3:00 PM,
Ronnie Kole,1991-05-02,Mars Inc. Jazz Tent,5:45 PM,
Eddie Bo,1991-05-02,Music Heritage Tent,3:15 PM,
Left Ear,1991-05-02,Music Heritage Tent,5:15 PM,
Pedro Cruz Band,1991-05-03,Gumbo Stage,11:15 AM,
The Dixie Cups,1991-05-04,WVUE/WNOE Stage,6:00 PM,
Johnny Adams,1991-05-04,WWL/Ray-Ban Stage,1:35 PM,
Leon Russell,1991-05-04,WWL/Ray-Ban Stage,4:25 PM,
Force of Habit,1991-05-05,Fais Do-Do Stage,11:45 AM,
Majestic Brass Band,1991-05-05,Parade,2:00 PM,
Scene Boosters SAPC,1991-05-05,Parade,2:00 PM,
Buck Jumpers Men SAPC,1991-05-05,Parade,3:45 PM,
The Dino Kruse Band,1991-04-26,Gumbo Stage,2:00 PM,
Doc Cheatham,1991-04-26,Mars Inc. Jazz Tent,4:25 PM,
