Name,Date,Venue,Time,Notes
Geo-Leo,1989-04-30,Fais Do-Do Stage,4:30 PM,
Popee Group,1989-04-30,Parade,4:00 PM,
Song Dogs,1989-05-06,Y96 FM Stage,1:40 PM,
Earl King,1989-05-07,Y96 FM Stage,1:20 PM,
File,1989-04-28,Ray-Ban/WWL-TV Stage,1:30 PM,
Dino Kruse,1989-04-28,Y96 FM Stage,2:00 PM,
Odetta,1989-04-30,Economy Hall,1:50 PM,
Dr. Johnson,1989-05-07,Y96 FM Stage,2:45 PM,
Sam Alcorn,1989-04-28,Economy Hall,2:10 PM,
Blue Monday SAPC,1989-04-28,Parade,4:00 PM,
Santana,1989-04-28,The River Tent,7:00 PM,
Tabby Thomas,1989-04-28,Y96 FM Stage,3:15 PM,
Dash Rip Rock,1989-04-28,Y96 FM Stage,6:00 PM,
Art Hodes,1989-04-29,Economy Hall,3:50 PM,
Bluebirds,1989-04-29,Y96 FM Stage,11:45 AM,
Ladies Zulu SAPC,1989-04-30,Parade,5:30 PM,
Olympia Aid SAPC,1989-04-30,Parade,5:30 PM,
Odetta,1989-04-30,WDSU TV-6 Kids' Tent,5:30 PM,
Betty Lewis,1989-04-30,Y96 FM Stage,12:40 PM,
Los Mayas,1989-05-05,Fais Do-Do Stage,4:30 PM,
Spyro Gyra,1989-05-05,The River Tent,7:00 PM,
Pud Brown,1989-05-07,Economy Hall,12:45 PM,
Jean Knight,1989-05-07,Y96 FM Stage,4:40 PM,
Fats Domino,1989-05-07,Y96 FM Stage,6:00 PM,
Carl Mack,1989-04-28,WDSU TV-6 Kids' Tent,2:30 PM,
Ronnie Kole,1989-04-29,Economy Hall,1:30 PM,
Santiago,1989-04-29,Fais Do-Do Stage,12:30 PM,
Evangeline,1989-04-29,Fais Do-Do Stage,1:45 PM,
Original Four SAPC,1989-04-29,Parade,3:00 PM,
Buddy Guy,1989-04-29,Ray-Ban/WWL-TV Stage,3:30 PM,
Santana,1989-04-29,Ray-Ban/WWL-TV Stage,5:30 PM,
Mars,1989-04-29,Uncle Ben's Rice Tent,11:15 AM,
Judy Stock,1989-04-29,WDSU TV-6 Kids' Tent,2:00 PM,
Lonnie Brooks,1989-04-29,Y96 FM Stage,4:50 PM,
Rebirth Brass Band,1989-04-30,Parade,5:30 PM,
Boozoo Chavis,1989-04-30,Y96 FM Stage,1:45 PM,
Al Green,1989-05-01,Saenger Theater,8:00 PM,
Miles Davis,1989-05-02,The River Tent,8:00 PM,
El Gran Combo,1989-05-03,The River Tent,8:00 PM,
The Murmurs,1989-05-05,Fais Do-Do Stage,12:20 PM,
Guitar Slim Jr.,1989-05-05,Fais Do-Do Stage,1:30 PM,
Algiers Steppers,1989-05-05,Parade,4:15 PM,
Allstar Brass Band,1989-05-05,Parade,4:15 PM,
Taylor Bunch SAPC,1989-05-05,Parade,4:15 PM,
Jon King Cleary,1989-05-05,Y96 FM Stage,4:30 PM,
Exuma,1989-05-06,Congo Square Stage,12:45 PM,
Money Wasters SAPC,1989-05-06,Parade,4:00 PM,
Treme Sports SAPC,1989-05-06,Parade,4:00 PM,
Van Morrison,1989-05-06,The River Tent,7:00 PM,
Ramsey McLean,1989-05-06,Y96 FM Stage,11:00 AM,
Marva Wright,1989-05-06,Y96 FM Stage,12:20 PM,
Allen Fontenot,1989-05-06,Y96 FM Stage,6:00 PM,
Chris Owens,1989-05-07,Economy Hall,2:10 PM,
The subdudes,1989-05-07,Fais Do-Do Stage,4:10 PM,
Code Blue,1989-04-28,Congo Square Stage,5:45 PM,
Chosen Few Brass Band,1989-04-28,Parade,4:00 PM,
Chuck Carbo,1989-04-28,Ray-Ban/WWL-TV Stage,5:50 PM,
Brooks Reed,1989-04-28,WDSU TV-6 Kids' Tent,3:30 PM,
Ben E. King,1989-04-29,Music Heritage Tent,4:30 PM,
Pete Fountain,1989-04-30,Economy Hall,6:00 PM,
Youssou N'Dour,1989-05-04,The River Tent,8:00 PM,
Frank Trapani,1989-05-05,Economy Hall,3:50 PM,
George Benson,1989-05-05,The River Tent,7:00 PM,
Jazz Babies,1989-05-05,WDSU TV-6 Kids' Tent,1:00 PM,
Doc Paulin Brass Band,1989-05-06,Parade,4:00 PM,
Van Morrison,1989-05-06,The River Tent,12:00 AM,
Snooks Eaglin,1989-05-07,Fais Do-Do Stage,1:20 PM,
Max Roach,1989-05-07,Uncle Ben's Rice Tent,4:30 PM,
Ritmo Caribeno,1989-05-07,Y96 FM Stage,12:10 PM,
Ricky Skaggs,1989-04-28,Ray-Ban/WWL-TV Stage,3:00 PM,
Robert Parker,1989-04-28,Ray-Ban/WWL-TV Stage,5:50 PM,
Dennis Berner,1989-04-28,WDSU TV-6 Kids' Tent,4:30 PM,
Willie Tee,1989-04-29,Congo Square Stage,3:20 PM,
Cast of One Mo' Time,1989-04-29,Economy Hall,5:00 PM,
Junior Wells,1989-04-29,Ray-Ban/WWL-TV Stage,3:30 PM,
Kent Jordan,1989-04-29,Uncle Ben's Rice Tent,4:40 PM,
Dance Contest,1989-04-29,WDSU TV-6 Kids' Tent,3:00 PM,
Eddie Bo,1989-04-29,WVUE/Burger King Stage,12:20 PM,
Ben E. King,1989-04-29,WVUE/Burger King Stage,6:00 PM,
Johhny J. and The Hitmen,1989-04-29,Y96 FM Stage,3:40 PM,
Willie Tee,1989-04-30,Congo Square Stage,3:20 PM,
Charlies Sayles,1989-04-30,Fais Do-Do Stage,2:00 PM,
Pat Flory,1989-04-30,Music Heritage Tent,5:15 PM,
Ikebana,1989-04-30,Music Heritage Tent,6:15 PM,
Bonnie Raitt,1989-04-30,Ray-Ban/WWL-TV Stage,2:30 PM,
Perry the Mime,1989-04-30,WDSU TV-6 Kids' Tent,1:30 PM,
Washboard Leo,1989-04-30,WDSU TV-6 Kids' Tent,3:00 PM,
Starmakers,1989-04-30,WDSU TV-6 Kids' Tent,4:00 PM,
Mississippi South,1989-04-30,Y96 FM Stage,6:00 PM,
BeBe Winans,1989-05-01,Saenger Theater,8:00 PM,
CeCe Winans,1989-05-01,Saenger Theater,8:00 PM,
Ritmo Caribeno,1989-05-03,The River Tent,8:00 PM,
Frank Federico,1989-05-05,Economy Hall,12:20 PM,
Lady Charlotte,1989-05-05,Economy Hall,2:40 PM,
James Drew,1989-05-05,Music Heritage Tent,1:00 PM,
Storyville Stompers,1989-05-05,Parade,4:15 PM,
Ivan Neville,1989-05-05,Ray-Ban/WWL-TV Stage,4:00 PM,
James Drew,1989-05-05,Uncle Ben's Rice Tent,2:10 PM,
Dick Landry,1989-05-05,Uncle Ben's Rice Tent,3:20 PM,
The Sound Idea,1989-05-05,WDSU TV-6 Kids' Tent,4:00 PM,
Aubry Twins,1989-05-06,Congo Square Stage,3:30 PM,
Chris Clifton,1989-05-06,Economy Hall,12:40 PM,
Barbara Shorts,1989-05-06,Economy Hall,3:20 PM,
Dr. Michael White,1989-05-06,Economy Hall,3:20 PM,
Bob Greene,1989-05-06,Music Heritage Tent,2:30 PM,
Avenue Steppers SAPC,1989-05-06,Parade,4:00 PM,
Youssou N'Dour,1989-05-06,Ray-Ban/WWL-TV Stage,4:00 PM,
George Benson,1989-05-06,Ray-Ban/WWL-TV Stage,5:45 PM,
Allen Toussaint,1989-05-06,The River Tent,7:00 PM,
Casa Samba,1989-05-07,Congo Square Stage,6:15 PM,
Ironing Board Sam,1989-05-07,Fais Do-Do Stage,2:45 PM,
George Wein,1989-05-07,Uncle Ben's Rice Tent,2:15 PM,
City In My Hands,1989-05-07,WDSU TV-6 Kids' Tent,2:00 PM,
Jamal Batiste,1989-05-07,WDSU TV-6 Kids' Tent,5:00 PM,
Philadeplhia Four SAPC,1989-04-28,Parade,4:00 PM,
Scot Goudeau,1989-04-28,Uncle Ben's Rice Tent,1:50 PM,
Philip Melancon,1989-04-28,WDSU TV-6 Kids' Tent,5:30 PM,
Onward Brass Band,1989-04-29,Economy Hall,11:10 AM,
Dewey Balfa,1989-04-29,Music Heritage Tent,3:30 PM,
Jolly Bunch Brothers SAPC,1989-04-29,Parade,3:00 PM,
Jolly Bunch Sisters SAPC,1989-04-29,Parade,3:00 PM,
Valley of the Silent Men SAPC,1989-04-29,Parade,3:00 PM,
Lenny Zenith Reunion,1989-04-29,Y96 FM Stage,1:10 PM,
Mark Sanders,1989-04-30,Congo Square Stage,1:50 PM,
Sensacion Latina,1989-04-30,Fais Do-Do Stage,11:30 AM,
Bobby Blue Bland,1989-04-30,Ray-Ban/WWL-TV Stage,1:00 PM,
Allen Toussaint,1989-04-30,Ray-Ban/WWL-TV Stage,6:00 PM,
Dotsie LeBlanc,1989-04-30,WDSU TV-6 Kids' Tent,12:00 PM,
Deason John,1989-04-30,WVUE/Burger King Stage,1:30 PM,
The Robert Cray Band,1989-05-04,The River Tent,8:00 PM,
Milford Dolliole,1989-05-05,Economy Hall,1:30 PM,
Miss Lillian  ,1989-05-05,Music Heritage Tent,2:00 PM,
Victor Goines,1989-05-05,Uncle Ben's Rice Tent,1:00 PM,
Rick Magitza,1989-05-05,Uncle Ben's Rice Tent,6:00 PM,
Eric McAllister,1989-05-05,WDSU TV-6 Kids' Tent,5:00 PM,
Al Johnson,1989-05-05,WVUE/Burger King Stage,6:00 PM,
John Thoma Griffith,1989-05-05,Y96 FM Stage,12:35 PM,
Nora Wixted and 2 Much Fun,1989-05-05,Y96 FM Stage,3:20 PM,
Tay Hogg and Dixie Pride,1989-05-05,Y96 FM Stage,6:00 PM,
Willis Prudhomme,1989-05-06,Fais Do-Do Stage,4:30 PM,
Second Line Jammers SAPC,1989-05-06,Parade,4:00 PM,
Allen Toussaint,1989-05-06,The River Tent,12:00 AM,
Alvin Batiste,1989-05-06,Uncle Ben's Rice Tent,3:00 PM,
Colleen Salley,1989-05-06,WDSU TV-6 Kids' Tent,12:30 PM,
The Class Clowns,1989-05-06,WDSU TV-6 Kids' Tent,3:30 PM,
David and Roselyn,1989-05-06,WDSU TV-6 Kids' Tent,5:00 PM,
Marcia Ball,1989-05-06,WVUE/Burger King Stage,3:00 PM,
George Wein,1989-05-07,Music Heritage Tent,12:00 PM,
Porgy Jones Quartet,1989-05-07,Y96 FM Stage,11:00 AM,
The Neville Brothers,1989-05-07,Y96 FM Stage,4:15 PM,
Tennessee Tech Tubas,1989-04-28,Economy Hall,6:00 PM,
Willie Cole Blues Band,1989-04-28,Fais Do-Do Stage,11:20 AM,
The Neville Brothers,1989-04-28,The River Tent,7:00 PM,
Chris Lacinak,1989-04-28,Uncle Ben's Rice Tent,11:30 AM,
The Jazz Couriers,1989-04-28,Uncle Ben's Rice Tent,4:10 PM,
Louis Nelson All Stars,1989-04-29,Economy Hall,2:40 PM,
Dewey Balfa and Friends,1989-04-29,Fais Do-Do Stage,5:45 PM,
Henry Butler Trio,1989-04-29,Uncle Ben's Rice Tent,2:15 PM,
Donald Harrison,1989-04-29,Uncle Ben's Rice Tent,6:00 PM,
Cajun Fiddler Band,1989-04-29,WDSU TV-6 Kids' Tent,5:00 PM,
Rita Coolidge,1989-04-29,WVUE/Burger King Stage,3:30 PM,
Phillip Manuel,1989-04-30,Congo Square Stage,12:45 PM,
Young Tuxedo Brass Band,1989-04-30,Economy Hall,4:40 PM,
Hackberry Ramblers,1989-04-30,Fais Do-Do Stage,3:15 PM,
5th Dimension Rollers SAPC,1989-04-30,Parade,4:00 PM,
U.S. Navy Steel Band,1989-04-30,Ray-Ban/WWL-TV Stage,11:20 AM,
Harry Connick Jr.,1989-04-30,Uncle Ben's Rice Tent,12:30 PM,
Wynton Marsalis,1989-04-30,Uncle Ben's Rice Tent,3:00 PM,
The Expatriots,1989-04-30,Uncle Ben's Rice Tent,6:00 PM,
Delores C. Henderson,1989-04-30,WDSU TV-6 Kids' Tent,1:00 PM,
Delores C. Henderson,1989-04-30,WDSU TV-6 Kids' Tent,2:30 PM,
Blind Willie's Blues Revue,1989-04-30,Y96 FM Stage,3:10 PM,
The Staple Singers,1989-05-01,Saenger Theater,8:00 PM,
Ivan Neville and the Room,1989-05-04,The River Tent,8:00 PM,
The Shepherd Band,1989-05-05,Congo Square Stage,4:40 PM,
Luis Speedy Gonzalez,1989-05-05,Economy Hall,11:10 AM,
Tommy Ridgley,1989-05-05,Music Heritage Tent,4:00 PM,
Y'Shua Manzy,1989-05-05,WVUE/Burger King Stage,12:15 PM,
Buckwheat Zydeco ,1989-05-06,Ray-Ban/WWL-TV Stage,1:00 PM,
Ed Perkins Group,1989-05-06,Uncle Ben's Rice Tent,11:20 AM,
Astral Project,1989-05-06,Uncle Ben's Rice Tent,1:45 PM,
Calliope Puppets,1989-05-06,WDSU TV-6 Kids' Tent,1:30 PM,
Woodenhead,1989-05-06,WVUE/Burger King Stage,11:20 AM,
Mason Ruffner,1989-05-06,WVUE/Burger King Stage,1:40 PM,
Johnny Winter,1989-05-06,WVUE/Burger King Stage,4:30 PM,
The Dixie Cups,1989-05-06,WVUE/Burger King Stage,6:00 PM,
Wayne Toups and Zydecajun,1989-05-06,Y96 FM Stage,3:00 PM,
"Percussion, Inc.",1989-05-07,Congo Square Stage,12:45 PM,
Father Al and Friends,1989-05-07,Economy Hall,11:30 AM,
Champion Jack Dupree,1989-05-07,Economy Hall,3:30 PM,
BeauSoleil,1989-05-07,WVUE/Burger King Stage,1:40 PM,
The Radiators,1989-05-07,WVUE/Burger King Stage,5:45 PM,
Luther Kent and Trickbag,1989-05-07,Y96 FM Stage,6:00 PM,
Cool Lou Ford Sextet,1989-04-28,Congo Square Stage,4:20 PM,
DeGruy and Mackie,1989-04-28,Music Heritage Tent,3:00 PM,
John Hiatt and The Goners,1989-04-28,Ray-Ban/WWL-TV Stage,4:30 PM,
Tony Bazley Sextet,1989-04-28,Uncle Ben's Rice Tent,3:00 PM,
James Mr. Magic Williams,1989-04-28,WDSU TV-6 Kids' Tent,1:00 PM,
King Nino and His Slave Girls,1989-04-28,Y96 FM Stage,12:50 PM,
Batiste Brothers,1989-04-29,Congo Square Stage,6:00 PM,
David and Roselyn,1989-04-29,Music Heritage Tent,6:00 PM,
Original Majestic Brass Band,1989-04-29,Parade,3:00 PM,
Henry Gray and the Cats,1989-04-29,Ray-Ban/WWL-TV Stage,12:40 PM,
St. Luke AME Choir,1989-04-29,Rhodes/WYLD Gospel Tent,1:15 PM,
Crownseekers,1989-04-29,Rhodes/WYLD Gospel Tent,5:00 PM,
Dr. John and The New Island SAPC,1989-04-29,The River Tent,7:00 PM,
Al Belletto Quartet,1989-04-29,Uncle Ben's Rice Tent,1:15 PM,
Terence Blanchard   ,1989-04-29,Uncle Ben's Rice Tent,6:00 PM,
The Hosanna Band,1989-04-29,WVUE/Burger King Stage,11:15 AM,
World's Greatest Jazz Band,1989-04-30,Economy Hall,3:15 PM,
Allen Broussard,1989-04-30,Music Heritage Tent,4:15 PM,
Voices of the Kingdom,1989-04-30,WDSU TV-6 Kids' Tent,12:30 PM,
The Zion Harmonizers,1989-05-01,Saenger Theater,8:00 PM,
Dillard University,1989-05-05,Ray-Ban/WWL-TV Stage,11:30 AM,
Boom and Chime Band of Belize,1989-05-06,Fais Do-Do Stage,1:45 PM,
Tim Williams and Natchez,1989-05-06,Fais Do-Do Stage,3:10 PM,
