Name,Date,Venue,Time,Notes
Mamou Hour Band,1980-04-20,Gazebo A,2:30 PM,
Irving McLean,1980-04-20,Gazebo A,3:45 PM,
Guy Richards,1980-04-20,Gazebo B,12:15 PM,
Southern Bells,1980-04-20,Gospel,1:00 PM,
Onward Brass Band,1980-04-20,Jazz,3:15 PM,
Gatemouth Brown,1980-04-20,Stage 1,1:45 PM,
Family Players,1980-04-20,Stage 4,1:15 PM,
Dr. John,1980-04-24,The President,12:00 AM,
St. Luke AME Church,1980-04-26,Gospel,2:30 PM,
Louis Nelson Big Six,1980-04-26,Jazz,1:00 PM,
Thomas Jefferson,1980-04-26,Jazz ,5:00 PM,
Voodoo Macumba,1980-04-26,Koindu,1:00 PM,
Gil Scott-Heron,1980-04-26,Koindu,4:00 PM,
Golden Eagles,1980-04-26,Koindu,5:15 PM,
Calendar Girls,1980-04-26,Parade,2:30 PM,
Tulane Big Band,1980-04-26,Stage 1,12:45 PM,
Ironing Board Sam,1980-04-26,Stage 2,2:15 PM,
Mardi Gras Chorus,1980-04-26,Stage 3,1:00 PM,
Butch Mudbone ,1980-04-27,Gazebo A,2:15 PM,
Masonic Kings,1980-04-27,Gospel,12:25 PM,
Friendly Five,1980-04-27,Gospel,12:50 PM,
Heavenly Stars,1980-04-27,Gospel,2:30 PM,
DLM and W Singers,1980-04-27,Gospel,3:20 PM,
Ed Perkins Group,1980-04-27,Jazz,12:30 PM,
Al Belletto Sextet,1980-04-27,Jazz,2:30 PM,
Peyote Company,1980-04-27,Kids  ,12:00 PM,
Olympia Aid SAPC,1980-04-27,Parade,2:30 PM,
Roosevelt Sykes,1980-04-27,Stage 1,2:15 PM,
Percy Mayfield,1980-04-27,Stage 1,3:15 PM,
Clifton Chenier,1980-04-27,Stage 1,5:45 PM,
Maurie Barzas,1980-04-27,Stage 3,12:45 PM,
Loyola Big Band,1980-04-27,Stage 4,12:15 PM,
Allen Toussaint,1980-04-27,Stage 4,5:45 PM,
Lee Dorsey,1980-04-17,The President,12:00 AM,
Lee Dorsey,1980-04-17,The President,7:00 PM,
Lil' Freddie King,1980-04-18,Gazebo A,1:00 PM,
Freeman Fontenot,1980-04-18,Gazebo A,5:00 PM,
Lil' Freddie King,1980-04-18,Gazebo B,3:15 PM,
The Smooth Family,1980-04-18,Gospel,2:15 PM,
New Orleans Echoes,1980-04-18,Gospel,2:45 PM,
The Holy Angel Choir,1980-04-18,Gospel,3:30 PM,
The Melody Clouds,1980-04-18,Gospel,4:00 PM,
Congo Square Poets,1980-04-18,Koindu,1:45 PM,
Dashiki Theater,1980-04-18,Koindu,3:45 PM,
Freeman Fontenot,1980-04-18,Stage 2,2:45 PM,
SUBR Jazz Ensemble,1980-04-18,Stage 4,1:00 PM,
Walter Washington,1980-04-18,Stage 4,4:15 PM,
Earl King,1980-04-18,The President,12:00 AM,
Taj Mahal,1980-04-18,The President,12:00 AM,
Young Adult Choir,1980-04-19,Gospel,12:00 PM,
The Russ Specials,1980-04-19,Gospel,4:00 PM,
The Rocks of Harmony,1980-04-19,Gospel,5:00 PM,
Money Wasters SAPC,1980-04-19,Parade,2:00 PM,
Lightnin' Hopkins,1980-04-19,Stage 1,4:15 PM,
Grandma Dixie Davis,1980-04-19,Stage 2,4:30 PM,
Chakula and Chink,1980-04-20,Gazebo A,1:00 PM,
Southern Gospel,1980-04-20,Gospel,12:30 PM,
The Modern Quartet,1980-04-20,Gospel,2:30 PM,
Alvin Batiste Group,1980-04-20,Jazz,5:15 PM,
Gospel Israelites,1980-04-20,Kids  ,12:00 PM,
James Black Group,1980-04-20,Koindu,4:30 PM,
Olympia Brass Band,1980-04-20,Parade,2:30 PM,
Olympia Brass Band,1980-04-20,Stage 1,5:15 PM,
Tulane Jazz Combo,1980-04-20,Stage 3,11:45 AM,
Fats Domino,1980-04-24,The President,7:00 PM,
McCoy Tyner,1980-04-25,The President,8:00 PM,
Chester Calhoun,1980-04-26,Gazebo A,12:15 PM,
Mighty Chariots,1980-04-26,Gospel,2:00 PM,
St. Francis DeSales,1980-04-26,Gospel,3:50 PM,
Theron Lewis Group,1980-04-26,Koindu,2:00 PM,
Tornado Brass Band,1980-04-26,Parade,2:30 PM,
Athenian Room Band,1980-04-26,Stage 2,1:15 PM,
Tornado Brass Band,1980-04-26,Stage 2,5:15 PM,
Jazz Dance Theatre,1980-04-26,Stage 3,12:00 PM,
Frog Island Jazz Band,1980-04-26,Stage 3,3:00 PM,
Edward Frank Group,1980-04-26,Stage 4,1:00 PM,
Hazel Schleuter,1980-04-27,Gazebo B,1:00 PM,
Tuts Washington,1980-04-27,Gazebo B,3:30 PM,
Zion Harmonizers,1980-04-27,Gospel,4:10 PM,
Gospel Israelites,1980-04-27,Kids  ,2:00 PM,
Burgundy Ladies,1980-04-27,Parade,2:30 PM,
New Orleans Rascals,1980-04-27,Stage 2,3:00 PM,
Nathan Abshire Band,1980-04-27,Stage 2,4:15 PM,
Dave Bartholomew,1980-04-27,Stage 4,4:30 PM,
Fortier High School,1980-04-18,Gospel,1:00 PM,
Fairview Brass Band,1980-04-18,Parade,3:00 PM,
Grandma Dixie Davis,1980-04-19,Gazebo B,1:15 PM,
The Heralds of Christ,1980-04-20,Gospel,3:00 PM,
Scene Boosters SAPC,1980-04-20,Parade,2:30 PM,
Henry Gray and His Cats ,1980-04-20,Stage 2,12:30 PM,
Fats Domino,1980-04-24,The President,12:00 AM,
Jessie Mae Hemphill,1980-04-27,Gazebo A,3:30 PM,
Young Tuxedo Brass Band,1980-04-27,Jazz,6:30 PM,
Doc Paulin Brass Band,1980-04-27,Parade,2:30 PM,
Robert Pete Williams,1980-04-27,Stage 2,2:00 PM,
Tommy Ridgley,1980-04-17,The President,12:00 AM,
Tommy Ridgley,1980-04-17,The President,7:00 PM,
Flatlands String Band,1980-04-18,Gazebo B,1:45 PM,
Kennedy High School,1980-04-18,Gospel,12:00 PM,
True Vine Baptist Choir,1980-04-18,Gospel,2:00 PM,
Fairview Brass Band,1980-04-18,Koindu,12:45 PM,
SUNO African Ensemble,1980-04-18,Koindu,2:45 PM,
Flatlands String Band,1980-04-18,Stage 2,4:00 PM,
George Porter's Joyride,1980-04-18,Stage 4,2:15 PM,
Nongowa Dance Troupe,1980-04-19,Koindu,5:15 PM,
Scene Highlighters,1980-04-19,Parade,2:00 PM,
Sunbelt Bluegrass Band,1980-04-19,Stage 2,5:00 PM,
Clancy Blues Boy Lewis,1980-04-20,Gazebo A,4:45 PM,
Christiana Jazz Band,1980-04-20,Gazebo B,5:15 PM,
The Humble Travelers,1980-04-20,Gospel,3:30 PM,
Calliope Puppet Theatre,1980-04-20,Kids  ,2:00 PM,
Kennedy High Jazz Band,1980-04-20,Stage 1,11:30 AM,
Luther Kent and Trickbag,1980-04-20,Stage 4,2:15 PM,
Eubie Blake,1980-04-22,New Orleans Hilton,8:00 PM,
Sonny Rollins,1980-04-25,The President,8:00 PM,
Como Fife and Drum Corps,1980-04-26,Gazebo A,2:30 PM,
Robert Pete Williams,1980-04-26,Gazebo A,3:15 PM,
Jessie Mae Hemphill,1980-04-26,Gazebo B,12:30 PM,
Second Mt. Carmel Choir,1980-04-26,Gospel,12:00 PM,
Macedonia Male Chorus,1980-04-26,Gospel,1:30 PM,
Calliope Puppet Theatre,1980-04-26,Kids  ,3:00 PM,
St. Augustine Jazz Band,1980-04-26,Koindu,12:00 PM,
Chic,1980-04-26,Municipal Auditorium,8:00 PM,
Gentlemen of Leisure,1980-04-26,Parade,2:30 PM,
Robert Pete Williams,1980-04-26,Stage 2,12:15 PM,
Cache and Rubin Gonzalez,1980-04-26,Stage 3,5:00 PM,
Robert Pete Williams,1980-04-27,Gazebo A,5:00 PM,
Gospel Soul Children,1980-04-27,Gospel,5:30 PM,
Mandingo Griot Society,1980-04-27,Jazz,3:45 PM,
Calliope Puppet Theatre,1980-04-27,Kids  ,3:00 PM,
Como Fife and Drum Corps,1980-04-27,Koindu,1:00 PM,
Young Tuxedo Brass Band,1980-04-27,Parade,2:30 PM,
The Latin American Band,1980-04-27,Stage 3,3:00 PM,
Clarence Frogman Henry,1980-04-27,Stage 4,2:30 PM,
All-Star Brass Band,1980-04-16,The President,8:00 PM,
Allen Toussaint,1980-04-17,The President,12:00 AM,
Allen Toussaint,1980-04-17,The President,7:00 PM,
New Orleans Comforters,1980-04-18,Gospel,5:00 PM,
Sunbelt Bluegrass Band,1980-04-19,Gazebo B,12:00 PM,
"Clyde Kerr, Jr. and Univisions",1980-04-19,Jazz,2:15 PM,
Sister Christine Myles,1980-04-20,Gospel,2:00 PM,
Desire Community Chorus,1980-04-20,Gospel,5:30 PM,
Clark Vreeland and Friends,1980-04-20,Stage 3,1:00 PM,
Napoleon Strickland  ,1980-04-26,Gazebo B,12:00 PM,
Mandingo Griot Society,1980-04-26,Gazebo B,5:15 PM,
Ambassadors for Christ,1980-04-26,Gospel,3:00 PM,
Fairview Baptist Church,1980-04-26,Gospel,3:25 PM,
Greater Ebenezer Chorus,1980-04-26,Gospel,5:15 PM,
Mandingo Griot Society,1980-04-26,Koindu,3:00 PM,
Ramsey McLean and The Lifers,1980-04-26,Stage 2,4:15 PM,
Sammy Burfect and Tony Owens,1980-04-26,Stage 4,2:00 PM,
McDonogh #35 Gospel Choir,1980-04-27,Gospel,1:40 PM,
First Church of God in Christ,1980-04-27,Gospel,4:35 PM,
White Eagle Indian Nation,1980-04-27,Koindu,3:00 PM,
Mandingo Griot Society,1980-04-27,Koindu,6:00 PM,
Sister Alberta Harris Lewis,1980-04-18,Gospel,3:00 PM,
Leviticus Gospel Singers,1980-04-18,Gospel,4:30 PM,
Dillard University Jazz Band,1980-04-18,Jazz,12:00 PM,
Oliver Morgan and Jessie Hill,1980-04-18,Stage 1,5:00 PM,
Charles Neville and House Band,1980-04-18,Stage 4,5:15 PM,
Voices of Faith Youth Choir,1980-04-19,Gospel,12:30 PM,
Lady Charlotte and Her Men of Jazz,1980-04-19,Jazz,12:15 PM,
Walter Payton's Jazzy Jazz Band,1980-04-19,Jazz,3:15 PM,
Robert M. Lusher School Chorus,1980-04-19,Kids  ,12:00 PM,
Ethiopian Theater Poets,1980-04-19,Koindu,12:30 PM,
Louisiana Aces and Dewey Balfa,1980-04-19,Stage 3,3:00 PM,
New Genesis Baptist Church,1980-04-20,Gospel,4:30 PM,
The Neville Brothers,1980-04-24,The President,7:00 PM,
Silas Hogan and Guitar Kelly,1980-04-26,Gazebo B,2:30 PM,
Sensational Travelers,1980-04-26,Gospel,12:30 PM,
Slidell Senior High Jazz Band,1980-04-26,Stage 1,11:30 AM,
Russ Russell and the Rustlers,1980-04-26,Stage 1,5:15 PM,
Youth Inspirational Choir,1980-04-27,Gospel,5:00 PM,
Xavier University Jazz Band,1980-04-27,Stage 1,12:00 PM,
Percy Randolph and Alton Allen,1980-04-18,Gazebo A,12:30 PM,
Percy Randolph and Alton Allen,1980-04-18,Gazebo B,2:45 PM,
Phyllis Wheatley Drill Team,1980-04-18,Koindu,11:45 AM,
Ron Cuccia and the Jazz Poetry Group,1980-04-18,Stage 1,4:00 PM,
Macedonia Church of God in Christ,1980-04-19,Gospel,1:00 PM,
Gospel Choralettes of Kenner,1980-04-19,Gospel,3:30 PM,
Mt. Kingdom Baptist Church Choir,1980-04-19,Gospel,4:30 PM,
Lil' Queenie and the Percolators,1980-04-19,Stage 1,1:00 PM,
Southeastern Jazz Ensemble,1980-04-19,Stage 4,11:30 AM,
Jones Sisters Gospel Singers,1980-04-20,Gospel,12:00 PM,
Greater Macedonia Radio Choir,1980-04-20,Gospel,1:30 PM,
George Pack African Ensemble,1980-04-20,Koindu,12:00 PM,
Rockin' Dopsie and The Twisters,1980-04-20,Stage 3,3:00 PM,
The Neville Brothers and Friends,1980-04-20,Stage 4,4:30 PM,
The Neville Brothers,1980-04-24,The President,12:00 AM,
God's Renewed Gospel Ensemble,1980-04-26,Gospel,4:20 PM,
Second New Guide Gospel Chorus,1980-04-26,Gospel,5:40 PM,
Ellis Marsalis and New Generation,1980-04-26,Jazz,2:00 PM,
St. Francis DeSales Junior Choir,1980-04-26,Kids  ,12:00 PM,
Gil Scott-Heron,1980-04-26,Municipal Auditorium,8:00 PM,
New Orleans Spiritualettes,1980-04-27,Gospel,1:15 PM,
"First Baptist Church, Paradis, LA",1980-04-27,Gospel,2:55 PM,
Meyers Brothers Bluegrass Band,1980-04-27,Stage 2,5:15 PM,
McDonogh #15 Elementary School Band,1980-04-18,Kids  ,2:00 PM,
"Lastie Brothers, Miss B and Lil' Sonny",1980-04-18,Stage 1,2:45 PM,
Michael Pierce and Divertimento,1980-04-19,Koindu,1:45 PM,
Patrice Fisher and Jimmy Robinson,1980-04-20,Gazebo B,2:30 PM,
Walter Mouton and The Scott Playboys,1980-04-20,Stage 2,3:45 PM,
Louis Cottrell's New Orleans Jazz Band,1980-04-26,Jazz,4:00 PM,
New Orleans Free School Village Kids,1980-04-26,Kids  ,2:00 PM,
Patrice Rushen,1980-04-26,Municipal Auditorium,8:00 PM,
Community Correctional Center,1980-04-27,Gospel,3:45 PM,
New Orleans Contemporary Dance,1980-04-27,Koindu,12:00 PM,
Caledonian Society of New Orleans,1980-04-27,Stage 2,1:00 PM,
Lionel Hampton All-Star Big Band,1980-04-16,The President,8:00 PM,
Rhythm and Blues Superstars,1980-04-17,The President,12:00 AM,
Rhythm and Blues Superstars,1980-04-17,The President,7:00 PM,
McDonogh #15 Elementary School Band,1980-04-18,Stage 1,11:45 AM,
Good Hope Baptist Church Choir Gretna,1980-04-19,Gospel,3:00 PM,
Mighty Clouds of Joy,1980-04-19,Municipal Auditorium,8:00 PM,
Victor Sirker and The Circuit Breakers,1980-04-19,Stage 3,1:00 PM,
Gregg Stafford Traditional Jazz Band,1980-04-19,Stage 4,4:45 PM,
"Don Cherry, Charlie Haden and Ed Blackwell",1980-04-20,Jazz,4:15 PM,
World's Greatest Jazz Band,1980-04-22,New Orleans Hilton,8:00 PM,
Allen Fontenot and The Country Cajuns,1980-04-26,Stage 1,2:00 PM,
Preston Franks and Soileau Playboys,1980-04-26,Stage 3,4:00 PM,
Second Morning Star Combined Choir,1980-04-27,Gospel,12:00 PM,
Second Baptist Church 6th District,1980-04-27,Gospel,2:05 PM,
Pentecost Baptist Church Youth Choir,1980-04-19,Gospel,2:00 PM,
Raymond Myles and The McDermott Singers,1980-04-19,Gospel,2:30 PM,
Kidd Jordan Improvisational Art Quintet,1980-04-19,Jazz,5:15 PM,
Gospel Soul Children,1980-04-19,Municipal Auditorium,8:00 PM,
Gregg Stafford Traditional Jazz Band,1980-04-19,Parade,2:00 PM,
Greater St. Andrew Baptist Church Choir,1980-04-20,Gospel,5:00 PM,
Danny Barker's Jazz Hounds with Blue Lu Barker,1980-04-20,Jazz,2:15 PM,
"Don Cherry, Charlie Haden and Ed Blackwell",1980-04-20,Koindu,1:45 PM,
Germaine Bazzle and The Gentlemen of Jazz,1980-04-20,Stage 2,1:30 PM,
Great Performances on Film,1980-04-21,New Orleans Hilton,8:00 PM,
Chick Corea,1980-04-23,Saenger Performing Arts Theatre,8:00 PM,
Flora Purim,1980-04-23,Saenger Performing Arts Theatre,8:00 PM,
Harmonica Williams and The Mighty Hawks,1980-04-26,Stage 2,3:15 PM,
Napoleon Strickland Fife and Drum Band,1980-04-27,Gazebo A,3:15 PM,
Dave Brubeck Quartet,1980-04-15,Theatre of Performing Arts,8:00 PM,
Brother Billy Bower Gospel Blind Singer,1980-04-18,Gospel,12:45 PM,
Alfred Roberts and Afro Cuban Jazz Ensemble,1980-04-18,Koindu,4:45 PM,
New Leviathan Oriental Foxtrot Orchestra,1980-04-20,Jazz,1:15 PM,
Larry Coryell,1980-04-23,Saenger Performing Arts Theatre,8:00 PM,
Gospel Inspirations of Donaldsonville,1980-04-26,Gospel,4:50 PM,
"Earl Turbinton, Jr. and The Afrikan Cowboy Revue",1980-04-26,Jazz,3:00 PM,
Whispering Smith and The Jukehouse Rockers,1980-04-19,Gazebo B,5:15 PM,
Edward Frank All Star Bebop Orchestra,1980-04-25,The President,8:00 PM,
Elmo Mendoza and Senior Citizen Serenaders,1980-04-27,Gazebo B,5:30 PM,
Willie Metcalf and The Academy of the Black Arts,1980-04-27,Koindu,4:15 PM,
Count Basie and his Orchestra,1980-04-15,Theatre of Performing Arts,8:00 PM,
Rev. Paul Morton and The Chorale of Greater St. Stephen,1980-04-19,Gospel,5:30 PM,
Kid Thomas Valentine's Preservation Hall Jazz Band,1980-04-19,Jazz,4:15 PM,
"Los de Palacaguina, Otto De la Rocha, El Guadaulupano",1980-04-20,Koindu,2:45 PM,
Kid Sheik and his Storyville Ramblers,1980-04-22,New Orleans Hilton,8:00 PM,
Sensational Williams Brothers,1980-04-19,Municipal Auditorium,8:00 PM,
"Tommy Ridgley, Robert Parker, Bobby Mitchell and Ernie K-Doe",1980-04-19,Stage 1,2:15 PM,
Troy Deramus and The Country Kings w/The State Fiddle Champs,1980-04-20,Stage 2,4:45 PM,
Southern University Marching Band,1980-04-26,Municipal Auditorium,8:00 PM,
Johnny Creel and The New Orleans Square and Round Dance Association,1980-04-19,Stage 3,12:00 PM,
Jimmie Davis and the Jimmie Davis Singers including Chuck Wagon Anna,1980-04-26,Stage 1,3:15 PM,
