Name,Date,Venue,Time,Notes
Bamboula 2000,2000-05-06,Congo Square Stage,12:05 PM,
Dr. John,2000-04-28,Acura Stage,3:05 PM,
Sting,2000-04-30,Acura Stage,5:00 PM,
Big Nine SAPC,2000-05-06,Parade,4:00 PM,
Casa Samba,2000-05-06,Parade,5:15 PM,
Outlaws SAPC,2000-04-28,Parade,4:00 PM,
The O'Jays,2000-04-29,Acura Stage,5:45 PM,
Hot 8 Brass Band,2000-04-30,Parade,4:00 PM,
Chosen Few SAPC,2000-04-28,Parade,2:00 PM,
Erykah Badu,2000-04-29,Acura Stage,3:40 PM,
Happy House SAPC,2000-04-29,Parade,2:00 PM,
Single Men SAPC,2000-04-29,Parade,4:00 PM,
Lady Zulu SAPC,2000-04-30,Parade,12:00 PM,
Liquid Soul,2000-05-04,Acura Stage,1:10 PM,
John Hiatt,2000-05-05,Acura Stage,3:25 PM,
Double Nine SAPC,2000-05-05,Parade,2:00 PM,
Nine Times SAPC,2000-05-05,Parade,4:00 PM,
Jimmy Cliff,2000-05-06,Acura Stage,3:10 PM,
Jerry Beach,2000-04-28,Acura Stage,11:30 AM,
Young Men 2 Old Men SAPC,2000-04-28,Parade,4:00 PM,
Dumaine Gang SAPC,2000-04-29,Parade,2:00 PM,
Lady Sequence SAPC,2000-04-29,Parade,2:00 PM,
Olu Dara,2000-04-30,Congo Square Stage,3:55 PM,
Olympia Aid SAPC,2000-04-30,Parade,12:00 PM,
New Birth Brass Band,2000-04-30,Parade,2:00 PM,
Original Four SAPC,2000-04-30,Parade,2:00 PM,
Furious Five SAPC,2000-04-30,Parade,4:00 PM,
Y'Shua,2000-05-04,Congo Square Stage,2:00 PM,
Chevere!,2000-05-04,Lagniappe Stage,5:55 PM,
David Lindley,2000-05-05,Acura Stage,1:55 PM,
Wally Ingram,2000-05-05,Acura Stage,1:55 PM,
Ile Ayie of Bahia,2000-05-06,Acura Stage,1:45 PM,
Lenny Kravitz,2000-05-06,Acura Stage,5:15 PM,
Treme Brass Band,2000-05-06,Parade,12:00 PM,
Algiers Brass Band,2000-05-06,Parade,4:00 PM,
Money Wasters SAPC,2000-05-06,Parade,4:00 PM,
Trin-I-Tee 5:7,2000-05-07,Congo Square Stage,3:05 PM,
Jetsetters SAPC,2000-05-07,Parade,12:00 PM,
Lady Prince of Wales,2000-05-07,Parade,2:00 PM,
Tornado Brass Band,2000-05-07,Parade,2:00 PM,
Bamboula 2000,1997-04-25,Congo Square,1:35 PM,
Bamboula 2000,1999-05-02,Ray-Ban Stage,12:00 PM,
Dick Hyman,2000-04-28,Economy Hall Tent,5:50 PM,
File,2000-04-28,Music Heritage Stage,12:00 PM,
Single Ladies SAPC,2000-04-29,Parade,12:00 PM,
The funky Meters,2000-04-30,Acura Stage,3:00 PM,
Joe Black,2000-04-30,Congo Square Stage,2:45 PM,
Untouchables SAPC,2000-04-30,Parade,4:00 PM,
Better than Ezra,2000-05-04,Acura Stage,5:40 PM,
Bob Wilber,2000-05-05,Economy Hall Tent,5:45 PM,
The New Wave Brass Band,2000-05-05,Parade,4:00 PM,
Mahogany Brass Band,2000-05-06,Parade,2:00 PM,
Popular Ladies SAPC,2000-05-06,Parade,4:00 PM,
Chocolate Milk,2000-05-07,Acura Stage,1:50 PM,
Bamboula 2000,2009-04-30,Acura Stage,11:20 AM,
File,2000-04-28,Sheraton/WB 38 Fais Do-Do Stage,3:00 PM,
Allen Toussaint,2000-04-29,Acura Stage,1:50 PM,
Same Ole Band,2000-04-29,Congo Square Stage,5:50 PM,
Marcia Ball,2000-04-29,Fox 8/Sprint PCS Stage,3:45 PM,
Isaac's Guns,2000-04-29,Lagniappe Stage,12:20 PM,
Calendar Girls SAPC,2000-04-29,Parade,12:15 PM,
Lil' Rascals Brass Band,2000-04-29,Parade,4:00 PM,
Carrie Smith,2000-04-30,Economy Hall Tent,5:45 PM,
Galactic,2000-04-30,Fox 8/Sprint PCS Stage,5:50 PM,
Olu Dara,2000-04-30,Music Heritage Stage,1:00 PM,
Pinstripe Brass Band,2000-04-30,Parade,12:00 PM,
Unknown Steppers SAPC,2000-04-30,Parade,2:00 PM,
Executive Steel,2000-05-04,Acura Stage,12:00 PM,
Big Bad Voodoo Daddy,2000-05-04,Acura Stage,2:25 PM,
Tanably,2000-05-04,Congo Square Stage,11:15 AM,
Ronnie Kole,2000-05-04,Economy Hall Tent,4:15 PM,
Sonia Dada,2000-05-04,Fox 8/Sprint PCS Stage,1:15 PM,
Casa Samba,2000-05-04,Fox 8/Sprint PCS Stage,2:40 PM,
John Parker,2000-05-04,Lagniappe Stage,12:25 PM,
Positive Ladies SAPC,2000-05-04,Parade,1:35 PM,
Anders Osborne,2000-05-05,Acura Stage,12:30 PM,
Chico Cesar,2000-05-05,Congo Square Stage,2:55 PM,
Kenny Davern,2000-05-05,Economy Hall Tent,5:45 PM,
Wayne Toups,2000-05-05,Fox 8/Sprint PCS Stage,5:50 PM,
No Limit Steppers SAPC,2000-05-05,Parade,2:00 PM,
Chico Cesar,2000-05-06,Congo Square Stage,1:15 PM,
Thais Clark,2000-05-06,Economy Hall Tent,4:25 PM,
Irma Thomas,2000-05-06,Fox 8/Sprint PCS Stage,5:50 PM,
John Rankin,2000-05-06,Lagniappe Stage,11:30 AM,
Ernie K-Doe,2000-05-06,Music Heritage Stage,4:00 PM,
Black Men of Labor SAPC,2000-05-06,Parade,12:00 PM,
Original Seven SAPC,2000-05-06,Parade,12:00 PM,
UNO Jazz Ensemble,2000-05-07,Acura Stage,11:15 AM,
The Temptations,2000-05-07,Acura Stage,3:35 PM,
Lady Lois,2000-05-07,Fox 8/Sprint PCS Stage,12:20 PM,
Sonny Bourg  ,2000-05-07,Lagniappe Stage,5:45 PM,
Tommy Tee,2000-05-07,Music Heritage Stage,4:00 PM,
Pinettes Brass Band,2000-05-07,Parade,12:00 PM,
Scene Boosters SAPC,2000-05-07,Parade,12:00 PM,
Avenue Steppers SAPC,2000-05-07,Parade,2:00 PM,
Bamboula 2000,2001-04-28,Congo Square,11:45 AM,
Bamboula 2000,1995-05-07,Congo Square Stage,1:40 PM,
Bamboula 2000,1998-05-02,Congo Square Stage,1:35 PM,
Frankie Ford Revue,2000-04-28,Acura Stage,12:25 PM,
Chick Corea,2000-04-28,BET on Jazz/WWOZ Jazz Tent,4:30 PM,
Gary Burton,2000-04-28,BET on Jazz/WWOZ Jazz Tent,4:30 PM,
The Elements,2000-04-28,Congo Square Stage,11:15 AM,
Henry Butler,2000-04-28,Fox 8/Sprint PCS Stage,3:05 PM,
The Bluebirds,2000-04-28,Lagniappe Stage,3:10 PM,
Lilian Boutte,2000-04-28,Lagniappe Stage,5:45 PM,
190 Express,2000-04-28,Music Heritage Stage,3:00 PM,
Chris Clifton,2000-04-29,Economy Hall Tent,11:15 AM,
Irie Dawtas,2000-04-29,Fox 8/Sprint PCS Stage,11:25 AM,
Cowboy Mouth,2000-04-29,Fox 8/Sprint PCS Stage,5:30 PM,
Yellow Hammer,2000-04-29,Lagniappe Stage,11:15 AM,
The Poor Clares,2000-04-29,Lagniappe Stage,3:25 PM,
DJ Jubilee,2000-04-29,Music Heritage Stage,12:30 PM,
Marcia Ball,2000-04-29,Music Heritage Stage,1:30 PM,
Same Ole Band,2000-04-29,Music Heritage Stage,2:30 PM,
Devastating Ladies SAPC,2000-04-29,Parade,4:00 PM,
Original Step N'Style SAPC,2000-04-29,Parade,4:00 PM,
Bill Solley,2000-04-30,BET on Jazz/WWOZ Jazz Tent,1:40 PM,
Kim Prevost,2000-04-30,BET on Jazz/WWOZ Jazz Tent,1:40 PM,
Barbara Shorts,2000-04-30,Economy Hall Tent,2:50 PM,
Norman Simmons,2000-04-30,Economy Hall Tent,5:45 PM,
Woodenhead,2000-04-30,Fox 8/Sprint PCS Stage,12:20 PM,
Snooks Eaglin,2000-04-30,Fox 8/Sprint PCS Stage,4:20 PM,
Gina Forsyth,2000-04-30,Lagniappe Stage,11:30 AM,
Jo Cool Davis,2000-04-30,Music Heritage Stage,4:00 PM,
Uptown Hobo Clowns SAPC,2000-04-30,Parade,12:00 PM,
McCoy Tyner,2000-05-04,BET on Jazz/WWOZ Jazz Tent,5:35 PM,
Iris May Tango,2000-05-04,Congo Square Stage,4:30 PM,
Bela Fleck,2000-05-04,Music Heritage Stage,1:00 PM,
Ronnie Kole,2000-05-04,Music Heritage Stage,2:30 PM,
Ile Ayie of Bahia,2000-05-05,Congo Square Stage,6:00 PM,
