Name,Date,Venue,Time,Notes
Dr. John,1999-04-25,Ray-Ban Stage,2:05 PM,
3 Now 4,1999-05-01,WWOZ Jazz Tent,11:15 AM,
Los Lobos,1999-04-29,Ray-Ban Stage,3:30 PM,
Santana,1999-04-24,Ray-Ban Stage,5:00 PM,
Hot 8 Brass Band,1999-04-25,Parade,2:00 PM,
Eddie Bo,1999-04-25,Ray-Ban Stage,12:35 PM,
Nine Time SAPC,1999-04-30,Parade,4:00 PM,
Little Feat,1999-04-29,Ray-Ban Stage,5:50 PM,
Original 7 SAPC,1999-04-23,Parade,2:00 PM,
Chosen Few SAPC,1999-04-24,Parade,2:00 PM,
The Rollers SAPC,1999-04-24,Parade,2:00 PM,
Single Men SAPC,1999-04-24,Parade,4:00 PM,
Lady Zulu SAPC,1999-04-25,Parade,12:00 PM,
Ray Charles,1999-04-25,Ray-Ban Stage,4:05 PM,
Fats Domino,1999-04-25,Ray-Ban Stage,5:45 PM,
Double Nine SAPC,1999-04-30,Parade,2:00 PM,
Galactic,1999-04-30,Ray-Ban Stage,2:30 PM,
Happy House SAPC,1999-05-01,Parade,4:00 PM,
Jolly Bunch SAPC,1999-05-01,Parade,4:00 PM,
Leroy Jones ,1999-04-29,WWOZ Jazz Tent,3:55 PM,
Limit X,1999-04-29,Congo Square Stage,2:10 PM,
Bone Tone Brass Band,1999-04-23,Parade,2:00 PM,
Kent Jordon,1999-04-23,WWOZ Jazz Tent,2:30 PM,
Ladies Over 30 SAPC,1999-04-24,Parade,3:00 PM,
funky Meters,1999-04-24,Ray-Ban Stage,3:00 PM,
Olympia Aid SAPC,1999-04-25,Parade,12:00 PM,
Furious Five SAPC,1999-04-25,Parade,2:00 PM,
Original Four SAPC,1999-04-25,Parade,2:00 PM,
Marc Johnson,1999-04-25,WWOZ Jazz Tent,4:00 PM,
USL Jazz Combo,1999-04-30,Ray-Ban Stage,11:30 AM,
Cubavana,1999-04-30,WWOZ Jazz Tent,11:30 AM,
Treme Brass Band,1999-05-01,Parade,12:00 PM,
Algiers Brass Band,1999-05-01,Parade,4:00 PM,
The Dixie Cups,1999-05-01,Ray-Ban Stage,12:45 PM,
Marva Wright,1999-05-01,Ray-Ban Stage,2:05 PM,
Clyde Kerr Jr.,1999-05-01,WWOZ Jazz Tent,1:30 PM,
Y'Shua,1999-05-02,Lagniappe Stage,12:25 PM,
Jetsetters SAPC,1999-05-02,Parade,12:00 PM,
Tornado Brass Band,1999-05-02,Parade,2:00 PM,
Bill Solley,1999-05-02,WWOZ Jazz Tent,11:20 AM,
Kim Prevost,1999-05-02,WWOZ Jazz Tent,11:20 AM,
Jesse Davis,1999-05-02,WWOZ Jazz Tent,1:55 PM,
Nancy Wilson,1999-05-02,WWOZ Jazz Tent,5:55 PM,
Ancestro,1999-04-23,Lagniappe Stage,3:00 PM,
Mystery Ladies SAPC,1999-04-23,Parade,4:00 PM,
Lady Sequences SAPC,1999-04-24,Parade,2:00 PM,
Michael Ward,1999-04-24,WWOZ Jazz Tent,12:20 PM,
Single Ladies SAPC,1999-04-25,Parade,12:20 PM,
Billy Higgins,1999-04-25,WWOZ Jazz Tent,4:00 PM,
Tiny Town,1999-04-30,Fox 8/Sprint PCS Stage,2:30 PM,
Chosen Few Brass Band,1999-04-30,Parade,2:00 PM,
Lil' Ed,1999-05-01,Music Heritage Stage,4:15 PM,
Calendar Girls SAPC,1999-05-01,Parade,3:10 PM,
Popular Ladies SAPC,1999-05-01,Parade,4:00 PM,
Bamboula 2000,1999-05-02,Ray-Ban Stage,12:00 PM,
Sonny Landreth,1999-04-29,Ray-Ban Stage,12:25 PM,
Denise Perrier,1999-04-29,WWOZ Jazz Tent,1:10 PM,
Mas Mamones,1999-04-29,Congo Square Stage,5:20 PM,
Lisa Amos,1999-04-23,Congo Square Stage,11:30 AM,
Wayne Toups,1999-04-23,Fox 8/Sprint PCS Stage,5:45 PM,
Regis Gizavo  ,1999-04-23,Lagniappe Stage,4:25 PM,
Woodenhead,1999-04-23,Lagniappe Stage,5:25 PM,
Positive Ladies SAPC,1999-04-23,Parade,2:00 PM,
Buckwheat Zydeco,1999-04-23,Ray-Ban Stage,3:30 PM,
Rebecca Barry,1999-04-23,WWOZ Jazz Tent,11:45 AM,
Coolbone,1999-04-24,Congo Square Stage,12:45 PM,
Krosfyah,1999-04-24,Congo Square Stage,3:45 PM,
Lil' Rascals Brass Band,1999-04-24,Parade,4:00 PM,
Terrance Simien,1999-04-24,Ray-Ban Stage,1:30 PM,
Larry Sieberth,1999-04-24,WWOZ Jazz Tent,11:15 AM,
The Iguanas,1999-04-30,Fox 8/Sprint PCS Stage,4:15 PM,
Marcia Ball,1999-04-30,Fox 8/Sprint PCS Stage,5:45 PM,
Tommy Yetta,1999-04-30,Lagniappe Stage,1:50 PM,
