Name,Date,Venue,Time,Notes
Dr. John,2008-04-26,Acura Stage,3:35 PM,
Casa Samba,2008-05-02,Parade,4:00 PM,
Big Nine SA&PC,2008-04-25,Parade,3:30 PM,
New Look SA&PC,2008-04-27,Parade,2:00 PM,
Hot 8 Brass Band,2008-04-27,Parade,4:00 PM,
TBC Brass Band,2008-05-01,Parade,1:45 PM,
Santana,2008-05-04,Acura Stage,3:20 PM,
Billy Joel,2008-04-26,Acura Stage,5:30 PM,
Sheryl Crow,2008-04-25,Acura Stage,5:35 PM,
Vivaz!,2008-04-25,Gentilly Stage,12:45 PM,
Keep N It Real SA&PC,2008-04-25,Parade,1:30 PM,
Leah Chase,2008-04-25,WWOZ Jazz Tent,3:05 PM,
Trin-I-Tee 5:7,2008-04-26,AIG Gospel Tent,4:40 PM,
O.A.R.,2008-04-26,Gentilly Stage,5:30 PM,
Single Men SA&PC,2008-04-26,Parade,1:15 PM,
Tim McGraw,2008-04-27,Acura Stage,5:30 PM,
Rob Wagner,2008-04-27,WWOZ Jazz Tent,2:50 PM,
Bonerama,2008-05-01,Acura Stage,1:15 PM,
VIP Ladies SA&PC,2008-05-01,Parade,4:00 PM,
Art Neville,2008-05-02,Acura Stage,3:25 PM,
The Bad Plus,2008-05-02,WWOZ Jazz Tent,3:30 PM,
Alison Krauss,2008-04-25,Acura Stage,3:30 PM,
Robert Plant,2008-04-25,Acura Stage,3:30 PM,
T-Bone Burnett,2008-04-25,Acura Stage,3:30 PM,
Family Ties SA&PC,2008-04-25,Parade,3:30 PM,
MOOV of Martinique,2008-04-25,Parade,4:15 PM,
Lizz Wright,2008-04-25,WWOZ Jazz Tent,5:45 PM,
Nine Times Men SA&PC,2008-04-26,Parade,1:15 PM,
Dumaine Gang SA&PC,2008-04-26,Parade,3:45 PM,
Zac Brown Band,2008-04-27,Acura Stage,12:40 PM,
Byron Cage,2008-04-27,AIG Gospel Tent,4:40 PM,
Kim Burrell,2008-04-27,AIG Gospel Tent,4:40 PM,
Olympia Aid SA&PC,2008-04-27,Parade,2:00 PM,
Big Steppers SA&PC,2008-04-27,Parade,4:00 PM,
Furious Five SA&PC,2008-04-27,Parade,4:00 PM,
Hamid Drake,2008-04-27,WWOZ Jazz Tent,2:50 PM,
The Lee Boys,2008-05-01,AIG Gospel Tent,4:30 PM,
Papa Grows Funk,2008-05-02,Acura Stage,1:55 PM,
Stevie Wonder,2008-05-02,Acura Stage,5:15 PM,
John Prine,2008-05-02,Gentilly Stage,5:40 PM,
New Wave Brass Band,2008-05-02,Parade,12:30 PM,
Old N Nu Fellas SA&PC,2008-05-02,Parade,2:30 PM,
John Boutte,2008-05-02,WWOZ Jazz Tent,2:00 PM,
Rumba Buena,2008-05-03,Acura Stage,11:30 AM,
The Dixie Cups,2008-05-03,Acura Stage,2:15 PM,
The subdudes,2008-05-03,Acura Stage,3:35 PM,
Chick Corea,2008-05-03,WWOZ Jazz Tent,3:45 PM,
Galactic,2008-05-04,Gentilly Stage,1:55 PM,
The Iguanas,2008-04-25,Gentilly Stage,2:05 PM,
Single Ladies SA&PC,2008-04-25,Parade,1:30 PM,
Mahogany Brass Band,2008-04-26,Parade,1:15 PM,
Divine Ladies SA&PC,2008-04-26,Parade,3:45 PM,
NewBirth Brass Band,2008-04-26,Parade,3:45 PM,
Jo Cool Davis,2008-04-27,AIG Gospel Tent,11:10 AM,
David Egan,2008-04-27,Gentilly Stage,12:15 PM,
Michael Ward,2008-04-27,WWOZ Jazz Tent,11:15 AM,
Deacon John,2008-05-01,Gentilly Stage,5:45 PM,
007,2008-05-02,Jazz and Heritage Stage,12:20 PM,
Fi Yi Yi ,2008-05-02,Jazz and Heritage Stage,4:25 PM,
Pinettes Brass Band,2008-05-02,Parade,2:30 PM,
Marcia Ball,2008-05-03,Gentilly Stage,3:45 PM,
Diana Krall,2008-05-03,Gentilly Stage,5:35 PM,
The Revealers,2008-05-04,Acura Stage,11:10 AM,
Lady Rollers SA&PC ,2008-05-04,Parade,12:30 PM,
Tornado Brass Band,2008-05-04,Parade,12:30 PM,
Dianne Reeves,2008-05-04,WWOZ Jazz Tent,4:00 PM,
Smitty Dee's Brass Band,2008-04-25,Parade,3:30 PM,
Ellis Marsalis,2008-04-25,WWOZ Jazz Tent,4:15 PM,
Worship Squad,2008-04-26,AIG Gospel Tent,11:55 AM,
Cowboy Mouth,2008-04-26,Gentilly Stage,3:35 PM,
Nine Times Ladies SA&PC,2008-04-26,Parade,1:15 PM,
Lady Jetsetters SA&PC,2008-04-26,Parade,1:30 PM,
Astral Project,2008-04-26,WWOZ Jazz Tent,3:40 PM,
Untouchables SA&PC,2008-04-27,Parade,4:00 PM,
Widespread Panic,2008-05-01,Acura Stage,4:30 PM,
Melody Clouds,2008-05-01,AIG Gospel Tent,12:00 PM,
The Golden Wings,2008-05-01,AIG Gospel Tent,1:30 PM,
Randy Newman,2008-05-01,Gentilly Stage,4:00 PM,
Wanda Rouzan,2008-05-01,Gentilly Stage,5:45 PM,
Bon Temps Roulez SA&PC,2008-05-01,Parade,1:45 PM,
The Soul Project,2008-05-02,Acura Stage,11:20 AM,
Brett Dennen,2008-05-02,Gentilly Stage,12:55 PM,
Original Four SA&PC,2008-05-02,Parade,12:30 PM,
Scene Boosters SA&PC,2008-05-02,Parade,2:30 PM,
Beyond Measure,2008-05-03,AIG Gospel Tent,4:45 PM,
Henry Butler,2008-05-03,Gentilly Stage,2:15 PM,
New Generation SA&PC,2008-05-03,Parade,2:30 PM,
Pinstripe Brass Band,2008-05-03,Parade,2:30 PM,
Bobby McFerrin,2008-05-03,WWOZ Jazz Tent,3:45 PM,
Lilian Boutte,2008-05-03,WWOZ Jazz Tent,11:35 PM,
The Radiators,2008-05-04,Gentilly Stage,5:35 PM,
C.T.C. Steppers SA&PC,2008-05-04,Parade,12:30 PM,
Susan Cowsill Band,2008-04-25,Acura Stage,11:20 AM,
Gregg Martinez,2008-04-25,AIG Gospel Tent,12:00 PM,
Anders Osborne,2008-04-25,Gentilly Stage,3:35 PM,
Big Blue Marble,2008-04-26,Gentilly Stage,11:20 AM,
Germaine Bazzle,2008-04-26,WWOZ Jazz Tent,12:50 PM,
Shades of Praise,2008-04-27,AIG Gospel Tent,11:35 AM,
Allen Toussaint,2008-04-27,Gentilly Stage,4:45 PM,
Elvis Costello,2008-04-27,Gentilly Stage,4:55 PM,
The First Division SA&PC,2008-04-27,Parade,2:00 PM,
Jeremy Davenport,2008-04-27,WWOZ Jazz Tent,12:35 PM,
Cassandra Wilson,2008-04-27,WWOZ Jazz Tent,5:45 PM,
Donald Harrison Jr.,2008-05-01,WWOZ Jazz Tent,5:40 PM,
John Butler Trio,2008-05-02,Gentilly Stage,4:05 PM,
Original Big Seven SA&PC,2008-05-02,Parade,12:30 PM,
Valley of Silent Men SA&PC,2008-05-03,Parade,1:30 PM,
Westbank Steppers SA&PC,2008-05-03,Parade,1:30 PM,
Undefeated Divas SA&PC,2008-05-03,Parade,2:30 PM,
The Neville Brothers,2008-05-04,Acura Stage,5:40 PM,
Minister Jai Reed,2008-05-04,AIG Gospel Tent,11:50 AM,
Grupo Fantasmo,2008-05-04,Gentilly Stage,11:20 AM,
Sonny Landreth,2008-05-04,Gentilly Stage,12:35 PM,
The Raconteurs,2008-05-04,Gentilly Stage,3:35 PM,
High Steppers Brass Band,2008-05-04,Parade,2:15 PM,
Jonathan Batiste,2008-05-04,WWOZ Jazz Tent,12:55 PM,
101 Runners,2008-04-26,Jazz and Heritage Stage,6:00 PM,
UNLV,2008-04-27,Congo Square My Louisiana Stage,2:20 PM,
Hot 8 Brass Band,2008-04-27,Jazz and Heritage Stage,5:45 PM,
Paulin Brothers Brass Band,2008-04-27,Parade,2:00 PM,
Porter-Batiste-Stoltz,2008-05-01,Acura Stage,2:45 PM,
Panorama Jazz Band,2008-05-01,Gentilly Stage,12:20 PM,
Richard Thompson,2008-05-02,Gentilly Stage,2:25 PM,
The Bester Singers,2008-05-03,AIG Gospel Tent,12:35 PM,
Pigeon Town Steppers SA&PC,2008-05-03,Parade,1:30 PM,
Salvador Santana Band,2008-05-04,Acura Stage,12:20 PM,
Zulu Male Ensemble,2008-05-04,AIG Gospel Tent,12:40 PM,
Dimensions of Faith,2008-05-04,AIG Gospel Tent,3:35 PM,
Judy Stock,2008-05-04,Chouest Family Kids' Tent,2:00 PM,
Keb' Mo',2008-05-04,Southern Comfort Blues Tent,3:45 PM,
Theresa Andersson Group,2008-04-25,Acura Stage,1:45 PM,
Voices of Distinction,2008-04-25,AIG Gospel Tent,11:15 AM,
