Name,Date,Venue,Time,Notes
Ironing Board Sam,1985-04-27,WWL-TV Stage 4,1:15 PM,
Doc Paulin Brass Band,1985-04-28,Parade,5:00 PM,
Scene Boosters SAPC,1985-04-28,Parade,5:00 PM,
Louisiana Purchase,1985-04-28,Stage 1,3:00 PM,
The Neville Brothers,1985-04-28,Stage 1,6:00 PM,
David and Roselyn,1985-04-28,WWL-TV Stage 4,2:45 PM,
Tania Maria,1985-05-03,The President,12:00 AM,
Third World,1985-05-03,The President,12:00 AM,
Bonnie Raitt,1985-05-04,The President,7:00 PM,
Pud Brown Jazz Band,1985-04-26,Economy Hall,4:15 PM,
Spencer Bohren,1985-04-26,Festival Tent,2:30 PM,
Golden Star Hunters,1985-04-26,WWL-TV Stage 4,2:30 PM,
Pfister Sisters,1985-04-27,Economy Hall,2:15 PM,
Onward Brass Band,1985-04-27,Economy Hall,4:30 PM,
The Chosen Few Brass Band,1985-04-27,Parade,3:00 PM,
Gary Brown and Feelings,1985-04-27,Stage 1,2:00 PM,
Sippie Wallace,1985-04-28,Economy Hall,2:45 PM,
Alvin Batiste,1985-04-28,Festival Tent,3:00 PM,
Edu and The Sounds of Brazil,1985-04-28,Stage 2,1:30 PM,
Luther Kent and Trickbag,1985-04-28,Stage 2,2:45 PM,
Continental Drifters,1985-04-28,Stage 2,5:30 PM,
Taifa,1985-04-28,WDSU/Pizza Hut Kids' Tent,2:00 PM,
Dick Wellstood,1985-05-04,Economy Hall,3:00 PM,
Avenue Steppers SAPC,1985-05-04,Parade,3:45 PM,
Young Tuxedo Brass Band,1985-05-04,Parade,3:45 PM,
Ruben Mr. Salsa Gonzalez,1985-05-04,Stage 1,12:00 PM,
Deacon John Blues Revue,1985-05-04,Stage 2,5:30 PM,
Bonnie Raitt,1985-05-04,The President,12:00 AM,
Bobby Blue Bland,1985-05-04,The President,7:00 PM,
Taifa,1985-05-04,WDSU/Pizza Hut Kids' Tent,3:00 PM,
Theron Lewis and Unit 7,1985-05-05,Koindu,12:15 PM,
Clarence Frogman Henry,1985-05-05,Stage 2,1:30 PM,
Ardoin Family Band,1985-05-05,WWL-TV Stage 4,12:00 PM,
Calvin Durand Quartet,1985-04-26,Koindu,12:00 PM,
Allen Toussaint,1985-04-27,The President,12:00 AM,
Allen Toussaint,1985-04-27,The President,7:30 PM,
The Staple Singers,1985-04-27,The President,7:30 PM,
Louis Nelson Big Six,1985-04-28,Economy Hall,4:00 PM,
Astral Project,1985-04-28,Festival Tent,12:30 PM,
Sanguma of Papua New Guinea,1985-04-28,Koindu,5:30 PM,
Savoy/Doucet Cajun Band,1985-04-28,WWL-TV Stage 4,5:30 PM,
Funkify the World,1985-05-03,The President,12:00 AM,
Funkify the World,1985-05-03,The President,7:00 PM,
Barbados Tuck Band Parade,1985-05-04,Koindu,3:45 PM,
Barbados Tuck Band Parade,1985-05-04,Koindu,5:00 PM,
King Nino and His Slave Girls,1985-05-04,Stage 1,1:30 PM,
Bobby Blue Bland,1985-05-04,The President,12:00 AM,
Pop Combo With Lenny Zenith,1985-05-05,Stage 2,12:00 PM,
Clarence Gatemouth Brown,1985-05-05,Stage 3,3:45 PM,
Lloyd Lambert Jazz Band,1985-04-26,Economy Hall,2:45 PM,
Rising Star Fife and Drum Band,1985-04-27,Koindu,1:30 PM,
Delfeayo Marsalis Quintet,1985-04-27,Koindu,3:15 PM,
Walter Payton and Ballet File,1985-04-27,Stage 1,12:30 PM,
The Staple Singers,1985-04-27,The President,12:00 AM,
Al Belletto Quartet,1985-04-28,Festival Tent,1:45 PM,
Tim Williams and Contraband,1985-04-28,Stage 2,4:00 PM,
Sax Machine,1985-04-28,WDSU/Pizza Hut Kids' Tent,4:00 PM,
The Neville Brothers,1985-05-03,The President,7:00 PM,
Michael White Quartet,1985-05-04,Economy Hall,1:00 PM,
NOCCA Jazz Ensemble,1985-05-04,Festival Tent,12:15 PM,
James Black Ensemble,1985-05-04,Festival Tent,2:30 PM,
Kent Jordan Quintet,1985-05-04,Festival Tent,3:45 PM,
Lil' Queenie and The Boys of Joy,1985-05-04,Stage 2,12:15 PM,
Johnnie Allan and The Memories,1985-05-04,Stage 2,1:30 PM,
The Dusenbery Family Singers,1985-05-04,Stage 2,2:45 PM,
Sax Machine,1985-05-04,WDSU/Pizza Hut Kids' Tent,4:00 PM,
The Whitstein Brothers,1985-05-04,WWL-TV Stage 4,3:00 PM,
Miss Lillian Bennett,1985-05-05,Economy Hall,1:00 PM,
Dirty Dozen Brass Band,1985-05-05,Festival Tent,3:00 PM,
Wayne Toups and Creole Cajun Band,1985-04-26,Stage 2,1:30 PM,
Hazel and The Delta Ramblers,1985-04-26,WWL-TV Stage 4,1:15 PM,
Tim Green / Dave Goodman Quartet,1985-04-27,Koindu,12:15 PM,
Bryan Lee and The Jump Street Five,1985-04-27,Stage 3,12:00 PM,
The Dirty Dozen Brass Band,1985-04-27,The President,7:30 PM,
Freddie Lonzo Jazz Band,1985-04-28,Economy Hall,12:15 PM,
Lady Charlotte Jazz Band,1985-04-28,Economy Hall,1:30 PM,
Earl Turbinton Quintet,1985-04-28,Festival Tent,4:15 PM,
Rising Star Fife and Drum Band,1985-04-28,WWL-TV Stage 4,2:00 PM,
Rising Star Fife and Drum Band,1985-04-28,WWL-TV Stage 4,3:45 PM,
The Neville Brothers,1985-05-03,The President,12:00 AM,
Frank Federico Jazz Band,1985-05-04,Economy Hall,2:00 PM,
Hezekiah and The House Rockers,1985-05-04,Koindu,1:30 PM,
Uptown Affair and 21st Century,1985-05-04,Koindu,5:30 PM,
Colleen Salley,1985-05-04,WDSU/Pizza Hut Kids' Tent,2:00 PM,
White Eagles Mardi Gras Indians,1985-05-05,Koindu,1:30 PM,
Jr.'s Ultimate Blues Experience,1985-05-05,Stage 3,12:00 PM,
Russ Russell and The Rustlers,1985-05-05,WWL-TV Stage 4,6:00 PM,
New Orleans Jazz Couriers,1985-04-26,Festival Tent,12:00 PM,
The New Generation,1985-04-26,Prout's Club Alhambra,12:00 AM,
Fernest Arceneaux and The Thunders,1985-04-26,Stage 1,3:45 PM,
Tulane University Jazz Ensemble,1985-04-26,Stage 3,12:00 PM,
Miles Davis,1985-04-26,Theatre of the Performing Arts,7:30 PM,
The New Direction,1985-04-27,Prout's Club Alhambra,12:00 AM,
Irma Thomas and The Professionals,1985-04-27,Stage 1,5:00 PM,
Troy L. Deramus and his Country King Show,1985-04-27,Stage 2,1:30 PM,
The Dirty Dozen Brass Band,1985-04-27,The President,12:00 AM,
Dave Bartholomew Jazz Band,1985-04-28,Economy Hall,5:15 PM,
World Saxophone Quartet,1985-04-28,Festival Tent,5:30 PM,
Heralds of Christ,1985-04-28,Rhodes/WYLD Gospel Tent,4:10 PM,
The James Rivers Movement,1985-05-01,The President,9:00 PM,
Clarence Gatemouth Brown,1985-05-02,The President,8:00 PM,
Widespread Jazz Orchestra,1985-05-04,Economy Hall,4:00 PM,
Debria Brown and Moses Hogan,1985-05-04,Festival Tent,1:30 PM,
John Mooney and The Bluesiana Band,1985-05-04,Stage 3,12:45 PM,
Mt. Pontchartrain String Band,1985-05-04,WWL-TV Stage 4,4:15 PM,
Brian White's Magna Jazz Band,1985-05-05,Economy Hall,12:00 PM,
David and Roselyn,1985-05-05,WDSU/Pizza Hut Kids' Tent,2:00 PM,
Ed Perkins and The Leroy Jones Quartet,1985-04-26,Koindu,3:30 PM,
Humbler Travelers,1985-04-26,Rhodes/WYLD Gospel Tent,12:00 PM,
Miles Davis,1985-04-26,Theatre of the Performing Arts,12:00 AM,
Larry Coryell and Emily Remler,1985-04-27,Festival Tent,3:30 PM,
The Wimberly Family,1985-04-27,Rhodes/WYLD Gospel Tent,12:00 PM,
St. Luke AME Gospel Choir,1985-04-27,Rhodes/WYLD Gospel Tent,1:30 PM,
Dimensions of Faith,1985-04-27,Rhodes/WYLD Gospel Tent,3:45 PM,
Voices of the Kingdom,1985-04-28,WDSU/Pizza Hut Kids' Tent,1:00 PM,
The Outreach Dancers,1985-04-28,WDSU/Pizza Hut Kids' Tent,5:00 PM,
Tennessee Tech Tuba Ensemble,1985-05-04,Economy Hall,12:00 PM,
A Taste of New Orleans with Robert Parker,1985-05-04,Koindu,2:45 PM,
The Mighty Chariots,1985-05-04,Rhodes/WYLD Gospel Tent,3:20 PM,
The Outreach Dancers,1985-05-04,WDSU/Pizza Hut Kids' Tent,5:00 PM,
Tennessee Tech Tuba Ensemble,1985-05-05,Economy Hall,2:00 PM,
Rockin' Dopsie and his Cajun Twisters,1985-05-05,Koindu,2:30 PM,
Rev. Donald Watkins,1985-05-05,Rhodes/WYLD Gospel Tent,12:00 PM,
Gospel Choralettes,1985-05-05,Rhodes/WYLD Gospel Tent,4:55 PM,
Gospel Soul Children,1985-05-05,Rhodes/WYLD Gospel Tent,5:45 PM,
Bois Sec Ardoin and Canray Fontenot,1985-05-05,WWL-TV Stage 4,1:15 PM,
Mason Ruffner and The Blues Rockers,1985-05-05,WWL-TV Stage 4,4:45 PM,
Wynton Marsalis,1985-04-26,Theatre of the Performing Arts,7:30 PM,
Evangeline Armstrong,1985-04-26,WDSU/Pizza Hut Kids' Tent,1:00 PM,
American Gypsy Theater,1985-04-26,WDSU/Pizza Hut Kids' Tent,2:00 PM,
Floating Eagle Feather,1985-04-26,WDSU/Pizza Hut Kids' Tent,3:00 PM,
Ramsey McLean and The Survivors,1985-04-27,Festival Tent,2:15 PM,
Hector Gallardo and his Songo Allstars,1985-04-27,Stage 2,12:15 PM,
James Mr. Magic Williams,1985-04-27,WDSU/Pizza Hut Kids' Tent,1:00 PM,
Evangeline Armstrong,1985-04-27,WDSU/Pizza Hut Kids' Tent,2:00 PM,
Alfred Roberts and his Afro/Calypso Band,1985-04-28,Koindu,12:00 PM,
Ambassadors of Christ,1985-04-28,Rhodes/WYLD Gospel Tent,1:40 PM,
Ellis Marsalis,1985-04-30,Theatre of the Performing Arts,8:00 PM,
Jazz at Storyville,1985-05-01,The New Storyville Jazz Hall,8:30 PM,
Jazz at Storyville,1985-05-02,The New Storyville Jazz Hall,8:30 PM,
Gospel Inspirations,1985-05-04,Rhodes/WYLD Gospel Tent,4:10 PM,
Allen Fontenot and The Country Cajuns,1985-05-04,WWL-TV Stage 4,5:30 PM,
Improvisational Arts Quintet,1985-05-05,Festival Tent,5:30 PM,
American Gypsy Theater,1985-05-05,WDSU/Pizza Hut Kids' Tent,3:00 PM,
Floating Eagle Feather,1985-05-05,WDSU/Pizza Hut Kids' Tent,4:00 PM,
Leviticus Gospel Singers,1985-04-26,Rhodes/WYLD Gospel Tent,3:00 PM,
Wynton Marsalis,1985-04-26,Theatre of the Performing Arts,12:00 AM,
Clifton Chenier and His Red Hot Louisiana Band,1985-04-27,Stage 2,3:00 PM,
The Friendly Travelers,1985-04-28,Rhodes/WYLD Gospel Tent,12:55 PM,
Soul Inspirational Choir,1985-04-28,Rhodes/WYLD Gospel Tent,3:20 PM,
Sady Courville and The Mamou Hour Cajun Band,1985-04-28,Stage 2,12:15 PM,
Willie Dixon and The Chicago Blues Allstars,1985-04-28,Stage 3,2:15 PM,
Sarah Vaughn and Trio,1985-04-30,Theatre of the Performing Arts,8:00 PM,
Holy Name Gospel Singers,1985-05-04,Rhodes/WYLD Gospel Tent,12:00 PM,
The Famous Rocks of Harmony,1985-05-04,Rhodes/WYLD Gospel Tent,12:50 PM,
The Famous Smooth Family,1985-05-05,Rhodes/WYLD Gospel Tent,12:45 PM,
Happy Action Family Singers,1985-04-26,Rhodes/WYLD Gospel Tent,1:30 PM,
Orleans Parish Prison Choir,1985-04-26,Rhodes/WYLD Gospel Tent,4:30 PM,
Mighty Sam McClain and The Wayne Bennett Blues Band,1985-04-26,Stage 2,4:30 PM,
Kid Sheik and His Storyville Ramblers,1985-04-27,Economy Hall,12:00 PM,
Dillard University Jazz Ensemble,1985-04-27,Festival Tent,12:00 PM,
New Orleans Spiritualettes,1985-04-27,Rhodes/WYLD Gospel Tent,3:00 PM,
Regular Baptist Church Choir,1985-04-27,Rhodes/WYLD Gospel Tent,4:30 PM,
Oliver Morgan with Jean Knight and Jessie Hill,1985-04-28,Koindu,2:15 PM,
Earl King and the New Day Blues Band with Timothea,1985-04-28,Stage 3,12:45 PM,
Stevie Ray Vaughan and Double Trouble,1985-05-02,The President,8:00 PM,
St. Monica Catholic Church Choir,1985-05-04,Rhodes/WYLD Gospel Tent,5:50 PM,
Wallace Davenport New Orleans Jazz Band,1985-05-05,Economy Hall,4:15 PM,
Avondale Community Chorus,1985-05-05,Rhodes/WYLD Gospel Tent,1:35 PM,
McDonogh #42 Children's Choir,1985-05-05,WDSU/Pizza Hut Kids' Tent,1:00 PM,
Fortier High School Gospel Choir,1985-04-26,Rhodes/WYLD Gospel Tent,2:15 PM,
Kennedy High School Gospel Choir,1985-04-26,Rhodes/WYLD Gospel Tent,3:45 PM,
Terence Blanchard and Donald Harrison Quintet,1985-04-27,Koindu,4:30 PM,
Khadija's Ethnic Dance Ensemble,1985-04-27,WDSU/Pizza Hut Kids' Tent,3:00 PM,
Famous Salem Travelers of Chicago,1985-04-28,Rhodes/WYLD Gospel Tent,5:00 PM,
St. Joseph the Worker Combined Choir,1985-04-28,Rhodes/WYLD Gospel Tent,5:50 PM,
Khadija's Ethnic Dance Ensemble,1985-04-28,WDSU/Pizza Hut Kids' Tent,3:00 PM,
Morning Star Baptist Church Choir,1985-05-04,Rhodes/WYLD Gospel Tent,2:30 PM,
Hynes Elementary School Chorus,1985-05-04,WDSU/Pizza Hut Kids' Tent,1:00 PM,
New Leviathan Oriental Foxtrot Orchestra,1985-05-05,Economy Hall,3:00 PM,
McDonogh #15 Elementary School Band,1985-04-26,WDSU/Pizza Hut Kids' Tent,12:00 PM,
Lusher Elementary School Chorus,1985-04-27,WDSU/Pizza Hut Kids' Tent,12:00 PM,
New Orleans Free School Village Kids,1985-04-27,WDSU/Pizza Hut Kids' Tent,4:00 PM,
St. Francis DeSales Golden Voice Choir,1985-04-28,Rhodes/WYLD Gospel Tent,2:30 PM,
Brother Percy Randolph with Little Freddie King,1985-04-28,WWL-TV Stage 4,1:00 PM,
Kid Thomas Valentine and The Algiers Stompers,1985-05-04,Economy Hall,5:15 PM,
Percy Humphrey and His Crescent City Joymakers,1985-05-05,Economy Hall,5:30 PM,
Jazz and Film presented by David Chertok,1985-04-26,Prout's Club Alhambra,12:00 AM,
New Orleans Headstart Singing Angels ,1985-04-26,Rhodes/WYLD Gospel Tent,12:45 PM,
Jazz and Film presented by David Chertok,1985-04-27,Prout's Club Alhambra,12:00 AM,
Macedonia Baptist Church Youth Choir,1985-04-27,Rhodes/WYLD Gospel Tent,12:45 PM,
Franklin Avenue Baptist Church Choir,1985-04-27,Rhodes/WYLD Gospel Tent,2:15 PM,
The Famous Truetones Gospel Singers,1985-04-28,Rhodes/WYLD Gospel Tent,12:00 PM,
Johnny Adams and Walter Washington and Solar System Band,1985-05-04,Stage 3,2:15 PM,
Bobby Marchan and Higher Ground with Ernie K-Doe and Gerri Hall,1985-05-05,Koindu,3:45 PM,
Snooks Eaglin with George Porter Jr. and Zigaboo Modeliste,1985-05-05,Stage 3,1:15 PM,
Kumbuka African Drum and Dance Collective,1985-04-26,WDSU/Pizza Hut Kids' Tent,4:00 PM,
Tribute to Sidney Bechet ,1985-04-27,Economy Hall,3:15 PM,With Bob Wiber and Joanne Horton
"Benny Spellman, Lee Allen with Red Tyler and Smokey Johnson Band",1985-04-27,Stage 3,4:00 PM,
Wild Magnolias with Chief Bo Dollis and Chief Monk Boudreaux,1985-04-28,Koindu,1:15 PM,
Jazz and Film presented by David Chertok,1985-05-01,The New Storyville Jazz Hall,8:30 PM,
Jazz and Film presented by David Chertok,1985-05-02,The New Storyville Jazz Hall,8:30 PM,
"Arnett Cobb with Red Tyler, Fred Kemp and Edward Frank Trio",1985-05-04,Festival Tent,5:15 PM,
Kumbuka African Drum and Dance Collective,1985-05-05,WDSU/Pizza Hut Kids' Tent,5:00 PM,
"Macedonia Baptist Church Choir of Rayville, LA",1985-05-04,Rhodes/WYLD Gospel Tent,1:40 PM,
Sherman Washington and the Zion Harmonizers,1985-05-05,Rhodes/WYLD Gospel Tent,2:25 PM,
Helen Brock and The Famous Gospelettes of Houston,1985-05-05,Rhodes/WYLD Gospel Tent,3:15 PM,
Great Macedonia Baptist Church Senior Choir,1985-05-05,Rhodes/WYLD Gospel Tent,4:05 PM,
"Mildred Clark and The Melodyaires of Columbus, Ohio",1985-05-04,Rhodes/WYLD Gospel Tent,5:00 PM,
Ellis Marsalis ,1985-05-05,Festival Tent,4:00 PM,"with special guests Ron Carter, Smitty Smith and Germaine Bazzle"
"Tommy Ridgley and the Untouchables with the Dixie Cups, Frankie Ford and Bobby Mitchell",1985-05-05,Stage 1,1:00 PM,
