Name,Date,Venue,Time,Notes
Beck,2018-05-04,Acura Stage,5:25 PM,
Mr. Sipp,2018-05-06,Blues Tent,2:45 PM,
Sting,2018-04-27,Acura Stage,5:35 PM,
Tin Men,2018-04-28,Blues Tent,11:15 AM,
The RRAAMS,2018-04-28,Kids Tent,4:10 PM,
E'Dana,2018-05-05,Gospel Tent ,1:00 PM,
Buddy Guy,2018-05-06,Blues Tent,5:40 PM,
GIVERS,2018-04-27,Acura Stage,12:50 PM,
Bobby Rush,2018-04-27,Blues Tent,5:50 PM,
Tab Benoit,2018-04-29,Blues Tent,4:15 PM,
Remedy,2018-05-05,Acura Stage,11:10 AM,
Wayne Toups,2018-04-27,Acura Stage,3:45 PM,
Rod Stewart,2018-04-28,Acura Stage,5:30 PM,
Leah Chase,2018-04-28,WWOZ Jazz Tent,1:25 PM,
Irma Thomas,2018-04-29,Acura Stage,3:40 PM,
John Mayall ,2018-04-29,Blues Tent,5:45 PM,
Theatre on Tap,2018-04-29,Kids Tent,3:00 PM,
OperaCreole ,2018-05-03,Kids Tent,4:10 PM,
Donald Lewis ,2018-05-04,Kids Tent,4:10 PM,
Aerosmith,2018-05-05,Acura Stage,5:30 PM,
Deacon John,2018-05-05,Blues Tent,4:15 PM,
Tamela Mann,2018-05-05,Gospel Tent ,3:55 PM,
EmiSunshine,2018-05-05,Kids Tent,4:10 PM,
Galactic,2018-05-06,Acura Stage,1:45 PM,
Jack White,2018-05-06,Acura Stage,3:35 PM,
Joe Dyson,2018-05-06,WWOZ Jazz Tent,12:20 PM,
Rumba Buena,2018-04-27,Acura Stage,11:20 AM,
Jon Cleary,2018-04-27,Gentilly Stage,1:55 PM,
Alexey Marti,2018-04-27,WWOZ Jazz Tent,1:35 PM,
Leslie Odom Jr. ,2018-04-27,WWOZ Jazz Tent,5:40 PM,
Sidi Toure of Mali,2018-04-27,Blues Tent,1:40 PM,
Samantha Fish,2018-04-27,Blues Tent,4:15 PM,
Pastor Jai Reed,2018-04-27,Gospel Tent ,5:15 PM,
David and Roselyn,2018-04-27,Kids Tent,4:10 PM,
Hot 8 Brass Band,2018-04-28,Acura Stage,12:30 PM,
Bonnie Raitt,2018-04-28,Acura Stage,3:30 PM,
Bonerama ,2018-04-28,Gentilly Stage,2:40 PM,
Scott D.,2018-04-28,Congo Square Stage,11:20 AM,
Common,2018-04-28,Congo Square Stage,3:45 PM,
