Name,Date,Venue,Time,Notes
Eddie Bo,2005-05-01,Popeyes Blues Tent,1:00 PM,
The Black Crowes,2005-04-22,Acura Stage,3:40 PM,
Luciano,2005-04-23,Congo Square Stage,3:55 PM,
The Roots,2005-04-23,Congo Square Stage,5:40 PM,
Johnette Downing,2005-04-23,Kids Tent,1:30 PM,
Mahogany Brass Band,2005-04-23,Parade,2:00 PM,
Buddy Guy,2005-04-23,Sprint/Sanyo Stage,3:40 PM,
J. Monque'D,2005-04-24,Popeyes Blues Tent,5:30 PM,
G. La Beaud,2005-04-28,Congo Square Stage,11:55 AM,
Better Than Ezra,2005-04-29,Acura Stage,2:50 PM,
Original Four SA&PC,2005-04-29,Parade,1:00 PM,
Coolbone Brass Band,2005-04-29,Parade,4:00 PM,
Lady Sequence SA&PC,2005-04-29,Parade,4:00 PM,
Jhelisa,2005-04-30,Congo Square Stage,1:00 PM,
Tornado Brass Band,2005-04-30,Parade,12:00 PM,
Valley of Silent Men,2005-04-30,Parade,12:00 PM,
Pinettes Brass Band,2005-04-30,Parade,2:00 PM,
Trey Anastasio,2005-05-01,Acura Stage,3:35 PM,
C.P. Love,2005-05-01,Congo Square Stage,11:20 AM,
Lady Bee  ,2005-05-01,Congo Square Stage,11:20 AM,
The Boogie Kings,2005-04-22,Acura Stage,12:35 PM,
Ozomatli,2005-04-22,Congo Square Stage,4:05 PM,
Dawson's All-Star Band,2005-04-22,Kids Tent,11:30 AM,
Carol Fran,2005-04-22,Popeyes Blues Tent,12:25 PM,
David Brown,2005-04-22,Rhodes Gospel Tent,5:45 PM,
EF Cuttin,2005-04-23,Congo Square Stage,12:05 PM,
Fishbone,2005-04-23,Congo Square Stage,2:25 PM,
Single Men Kids SA&PC,2005-04-23,Parade,12:00 PM,
Deacon John,2005-04-23,Popeyes Blues Tent,4:10 PM,
Basin Street Sheiks,2005-04-24,Kids Tent,3:30 PM,
Divine Ladies SA&PC,2005-04-24,Parade,12:00 PM,
NewBirth Brass Band,2005-04-24,Parade,12:00 PM,
Pinstripe Brass Band,2005-04-24,Parade,2:00 PM,
Popular Ladies SA&PC,2005-04-24,Parade,2:00 PM,
Untouchables SA&PC,2005-04-24,Parade,4:00 PM,
Ba Cissoko,2005-04-24,Sprint/Sanyo Stage,1:20 PM,
Bon Temps Roulez SA&PC,2005-04-28,Parade,1:00 PM,
Calendar Girls SA&PC,2005-04-28,Parade,1:00 PM,
Smitty Dee's Brass Band,2005-04-28,Parade,3:00 PM,
Widespread Panic,2005-04-29,Acura Stage,4:30 PM,
New Generation SA&PC,2005-04-29,Parade,4:00 PM,
CJ Chenier,2005-04-29,Popeyes Blues Tent,4:35 PM,
Tab Benoit   ,2005-04-29,Popeyes Blues Tent,5:55 PM,
Ted and Sheri,2005-04-29,Rhodes Gospel Tent,4:30 PM,
David Egan,2005-04-29,Sprint/Sanyo Stage,1:35 PM,
Marcia Ball,2005-04-29,Sprint/Sanyo Stage,6:00 PM,
"Percussion, Inc.",2005-04-30,Acura Stage,11:15 AM,
Dave Matthews Band,2005-04-30,Acura Stage,5:20 PM,
Kita Productions,2005-04-30,Kids Tent,12:30 PM,
Jazz Peter and The Wolf,2005-04-30,Kids Tent,2:45 PM,
Allah Batu and Bantaba,2005-04-30,Kids Tent,5:15 PM,
Clausia Baumgarten,2005-04-30,Kids Tent,6:00 PM,
Original C.T.C. SA&PC,2005-04-30,Parade,2:00 PM,
Raful Neal,2005-04-30,Popeyes Blues Tent,12:20 PM,
Drink Small,2005-04-30,Popeyes Blues Tent,1:30 PM,
Ritmo Caribeno,2005-05-01,Acura Stage,11:20 AM,
Euricka,2005-05-01,Congo Square Stage,12:40 PM,
Steel Pulse,2005-05-01,Congo Square Stage,3:50 PM,
Isaac Hayes,2005-05-01,Congo Square Stage,5:45 PM,
Lil Rascals Brass Band,2005-05-01,Parade,12:00 PM,
Scene Boosters SA&PC,2005-05-01,Parade,12:00 PM,
Pilot Land Rollers SA&PC,2005-04-22,Parade,1:00 PM,
Old and Nu Style Fellas SA&PC,2005-04-22,Parade,3:00 PM,
Liquidrone,2005-04-22,Sprint/Sanyo Stage,11:05 AM,
Cowboy Mouth,2005-04-22,Sprint/Sanyo Stage,3:50 PM,
SUNO Jazz Ensemble,2005-04-23,Acura Stage,11:00 AM,
Los Vecinos,2005-04-23,Congo Square Stage,11:00 AM,
Unknown Steppers SA&PC,2005-04-23,Parade,12:00 PM,
Undefeated Divas SA&PC,2005-04-23,Parade,2:00 PM,
Bobby Lounge,2005-04-23,Popeyes Blues Tent,2:50 PM,
Sounds of Unity,2005-04-23,Rhodes Gospel Tent,1:15 PM,
Brian Stoltz,2005-04-23,Sprint/Sanyo Stage,12:05 PM,
Snooks Eaglin,2005-04-23,Sprint/Sanyo Stage,2:25 PM,
G. Love and Special Sauce,2005-04-24,Acura Stage,2:00 PM,
Tiempo Libre,2005-04-24,Congo Square Stage,1:20 PM,
Smokie Norful,2005-04-24,Rhodes Gospel Tent,4:30 PM,
Benjy Davis Project,2005-04-28,Acura Stage,12:10 PM,
Mary Griffin,2005-04-28,Congo Square Stage,3:20 PM,
Chakula Cha Jua Theater,2005-04-28,Kids Tent,5:15 PM,
Algiers Steppers SA&PC,2005-04-28,Parade,1:50 PM,
UNO Jazz Combo,2005-04-28,Sprint/Sanyo Stage,11:15 AM,
Papa Grows Funk,2005-04-28,Sprint/Sanyo Stage,3:00 PM,
World Leader Pretend,2005-04-29,Acura Stage,1:30 PM,
The Imagination Movers,2005-04-29,Kids Tent,5:15 PM,
Henry Butler,2005-04-29,Popeyes Blues Tent,1:50 PM,
Jamie Cullum,2005-04-29,Sprint/Sanyo Stage,2:50 PM,
Randy Newman,2005-04-29,Sprint/Sanyo Stage,4:20 PM,
Original Big Seven SA&PC,2005-04-30,Parade,2:00 PM,
The Dixie Cups,2005-04-30,Sprint/Sanyo Stage,1:10 PM,
The Neville Brothers,2005-05-01,Acura Stage,5:30 PM,
Jo Cool Davis,2005-05-01,Rhodes Gospel Tent,11:45 AM,
Melody Clouds,2005-05-01,Rhodes Gospel Tent,2:00 PM,
Aaron Neville,2005-05-01,Rhodes Gospel Tent,2:45 PM,
Los Lonely Boys,2005-05-01,Sprint/Sanyo Stage,4:05 PM,
The Radiators,2005-05-01,Sprint/Sanyo Stage,5:45 PM,
Willie Tee,2005-04-22,Bellsouth/WWOZ Jazz Tent,12:20 PM,
John Boutte,2005-04-22,Bellsouth/WWOZ Jazz Tent,2:45 PM,
The Clermont Jazz Falcons,2005-04-22,Kids Tent,2:45 PM,
Hazel and the Delta Ramblers,2005-04-22,Kids Tent,4:00 PM,
jus3,2005-04-22,Lousiana Live Lagniappe Stage,6:00 PM,
Young Men 2 Old Men Legends SA&PC,2005-04-22,Parade,1:00 PM,
Zulu Walking Warriors SA&PC,2005-04-22,Parade,3:00 PM,
Harry Hypolite,2005-04-22,Popeyes Blues Tent,11:15 AM,
Selwyn Cooper,2005-04-22,Popeyes Blues Tent,12:25 PM,
Lil' Buck Sinegal,2005-04-22,Popeyes Blues Tent,1:35 PM,
Bernard Allison,2005-04-22,Popeyes Blues Tent,2:50 PM,
The Gospel Stars,2005-04-22,Rhodes Gospel Tent,2:00 PM,
Susan Cowsill,2005-04-22,Sprint/Sanyo Stage,12:10 PM,
Sonny Landreth,2005-04-22,Sprint/Sanyo Stage,2:30 PM,
Kai Knight's Dance Academy,2005-04-23,Kids Tent,12:30 PM,
Paulin Brothers Brass Band,2005-04-23,Parade,12:00 PM,
Elmo Williams,2005-04-23,Popeyes Blues Tent,12:25 PM,
Hezekiah Early,2005-04-23,Popeyes Blues Tent,12:25 PM,
Susan Tedeschi,2005-04-23,Popeyes Blues Tent,5:50 PM,
Dorothy Norwood,2005-04-23,Rhodes Gospel Tent,4:20 PM,
Marc Broussard,2005-04-23,Sprint/Sanyo Stage,1:15 PM,
Eric Traub,2005-04-24,Bellsouth/WWOZ Jazz Tent,1:30 PM,
Julio and Cesar,2005-04-24,Congo Square Stage,11:10 AM,
Almas Gemelas,2005-04-24,Congo Square Stage,12:10 PM,
Victor Manuelle,2005-04-24,Congo Square Stage,2:40 PM,
Julieta Venegas,2005-04-24,Congo Square Stage,4:10 PM,
Hot 8 Brass Band,2005-04-24,Jazz and Heritage Stage,5:40 PM,
"Kaia Livers, Storytellers",2005-04-24,Kids Tent,6:00 PM,
Uptowner Hobo Clowns SA&PC,2005-04-24,Parade,12:00 PM,
Chris Thomas King,2005-04-24,Popeyes Blues Tent,4:05 PM,
Teedy and Umami,2005-04-24,Sprint/Sanyo Stage,12:05 PM,
John Ellis,2005-04-28,Bellsouth/WWOZ Jazz Tent,12:30 PM,
Kim Prevost,2005-04-28,Bellsouth/WWOZ Jazz Tent,1:35 PM,
The Trio Plus One,2005-04-28,Rhodes Gospel Tent,12:30 PM,
Shades of Praise,2005-04-28,Rhodes Gospel Tent,1:15 PM,
The Coolie Family,2005-04-28,Rhodes Gospel Tent,3:30 PM,
Bamboula 2000,2005-04-29,Congo Square Stage,11:20 AM,
Los Sagitarios,2005-04-29,Congo Square Stage,12:30 PM,
Martha Redbone,2005-04-29,Congo Square Stage,1:40 PM,
Thurgood Marshall Choir,2005-04-29,Kids Tent,12:30 PM,
John Butler Trio,2005-04-29,Popeyes Blues Tent,3:05 PM,
The Golden Wings,2005-04-29,Rhodes Gospel Tent,11:45 AM,
Secondline Jammers SA&PC,2005-04-30,Parade,2:00 PM,
The Soul Seekers,2005-04-30,Rhodes Gospel Tent,11:45 AM,
Allen Toussaint,2005-04-30,Sprint/Sanyo Stage,3:50 PM,
Leah Chase,2005-05-01,Bellsouth/WWOZ Jazz Tent,2:45 PM,
Curtis Pierre and Samba Kids,2005-05-01,Kids Tent,4:15 PM,
OTRA,2005-05-01,Lousiana Live Lagniappe Stage,1:35 PM,
Westbank Steppers SA&PC,2005-05-01,Parade,12:00 PM,
Spencer Bohren,2005-05-01,Popeyes Blues Tent,11:10 AM,
The Revealers,2005-05-01,Sprint/Sanyo Stage,11:05 AM,
Anders Osborne,2005-05-01,Sprint/Sanyo Stage,1:10 PM,
Buckwheat Zydeco,2005-04-22,Popeyes Blues Tent,5:55 PM,
Humble Travelers,2005-04-22,Rhodes Gospel Tent,11:00 AM,
The Wimberly Family,2005-04-22,Rhodes Gospel Tent,1:15 PM,
Bett Winn and One A-Chord,2005-04-22,Rhodes Gospel Tent,2:45 PM,
Dave Bartholomew Big Band,2005-04-23,Acura Stage,2:35 PM,
Big Sam's Funky Nation,2005-04-23,Congo Square Stage,1:10 PM,
Charles Teony,2005-04-23,Jazz and Heritage Stage,1:45 PM,
Clark Montessori Steel Band,2005-04-23,Kids Tent,5:15 PM,
Zulu Male Ensemble,2005-04-24,Rhodes Gospel Tent,11:00 AM,
Rebirth Brass Band,2005-04-24,Sprint/Sanyo Stage,4:10 PM,
Donavon Frankenreiter,2005-04-28,Acura Stage,1:20 PM,
Communion,2005-04-28,Bellsouth/WWOZ Jazz Tent,11:25 AM,
Roland Guerin,2005-04-28,Bellsouth/WWOZ Jazz Tent,4:15 PM,
Treme Brass Band,2005-04-28,Jazz and Heritage Stage,6:00 PM,
Angela and the Yarnspinner,2005-04-28,Kids Tent,12:15 PM,
New Orleans East Steppers SA&PC,2005-04-28,Parade,3:00 PM,
Sheba Kimbrough,2005-04-28,Popeyes Blues Tent,11:25 AM,
J. Monque'D Blues Band,2005-04-28,Popeyes Blues Tent,2:50 PM,
Tom Blues Man Hunter,2005-04-28,Popeyes Blues Tent,4:10 PM,
The Bester Singers,2005-04-28,Rhodes Gospel Tent,11:45 AM,
The Barrett Sisters,2005-04-28,Rhodes Gospel Tent,5:30 PM,
Michael Ward,2005-04-29,Bellsouth/WWOZ Jazz Tent,1:40 PM,
Mr. Rogan's Rhythm and Blues Choir,2005-04-29,Kids Tent,2:45 PM,
Double Nine High Steppers SA&PC,2005-04-29,Parade,1:00 PM,
Southern Wonders,2005-04-29,Rhodes Gospel Tent,12:30 PM,
Frankie Ford Revue,2005-04-29,Sprint/Sanyo Stage,12:25 PM,
Theresa Andersson Group,2005-04-30,Acura Stage,12:35 PM,
Toots and the Maytals,2005-04-30,Congo Square Stage,3:55 PM,
Anthony Hamilton,2005-04-30,Congo Square Stage,5:35 PM,
The Soul Rebels,2005-04-30,Jazz and Heritage Stage,2:55 PM,
David and Roselyn and Mo'Lasses,2005-04-30,Kids Tent,4:00 PM,
Dumaine Street Ladies SA&PC,2005-04-30,Parade,12:00 PM,
White Eagles Mardi Gras Indians,2005-04-30,Parade,1:00 PM,
The Rocks of Harmony,2005-04-30,Rhodes Gospel Tent,2:45 PM,
Karl Denson's Tiny Universe,2005-05-01,Acura Stage,1:55 PM,
Original Prince of Wales SA&PC,2005-05-01,Parade,2:00 PM,
Black Eagles Mardi Gras Indians,2005-05-01,Parade,3:00 PM,
Real Untouchables Brass Band,2005-05-01,Parade,4:00 PM,
The Crownseekers,2005-05-01,Rhodes Gospel Tent,12:30 PM,
Olympia Brass Band,2005-04-22,Jazz and Heritage Stage,1:40 PM,
Stooges Brass Band,2005-04-22,Jazz and Heritage Stage,3:45 PM,
Adella Adella the Storyteller,2005-04-22,Kids Tent,12:30 PM,
Brasilliance!,2005-04-23,Bellsouth/WWOZ Jazz Tent,11:15 AM,
Rob Wagner Trio,2005-04-23,Bellsouth/WWOZ Jazz Tent,12:20 PM,
Phillip Manuel,2005-04-23,Bellsouth/WWOZ Jazz Tent,1:30 PM,
Ellis Marsalis,2005-04-23,Bellsouth/WWOZ Jazz Tent,2:50 PM,
Shirley Horn Trio,2005-04-23,Bellsouth/WWOZ Jazz Tent,5:40 PM,
Water Seed,2005-04-23,Lousiana Live Lagniappe Stage,3:20 PM,
Yellow Jackets Mardi Gras Indians,2005-04-23,Parade,1:00 PM,
Red White and Blue Mardi Gras Indians,2005-04-23,Parade,3:00 PM,
Young Hunters Mardi Gras Indians,2005-04-23,Parade,3:00 PM,
Kim Prevost and Young Audiences,2005-04-24,Kids Tent,11:30 AM,
Mighty Chariots of Fire,2005-04-24,Rhodes Gospel Tent,2:45 PM,
The Johnson Extension,2005-04-24,Rhodes Gospel Tent,3:30 PM,
Amina Figarova,2005-04-28,Bellsouth/WWOZ Jazz Tent,1:35 PM,
New Wave Brass Band,2005-04-28,Jazz and Heritage Stage,1:40 PM,
New Orleans Quarter Shanty Krewe,2005-04-28,Kids Tent,1:30 PM,
Clancy Blues Boy Lewis,2005-04-28,Popeyes Blues Tent,11:25 AM,
New Orleans School of Circus Arts,2005-04-29,Kids Tent,3:45 PM,
Saaraba,2005-04-29,Lousiana Live Lagniappe Stage,4:45 PM,
Lockpot Chapter Choir,2005-04-29,Rhodes Gospel Tent,5:45 PM,
"Eh, La-Bas!",2005-04-29,Sheraton New Orleans Fais Do-Do Stage,3:10 PM,
Germaine Bazzle,2005-04-30,Bellsouth/WWOZ Jazz Tent,1:30 PM,
Astral Project,2005-04-30,Bellsouth/WWOZ Jazz Tent,2:40 PM,
Omosede by Charter Middle School,2005-04-30,Kids Tent,1:45 PM,
Chevere,2005-04-30,Lousiana Live Lagniappe Stage,5:50 PM,
Marva Wright and the BMWs,2005-04-30,Popeyes Blues Tent,2:45 PM,
NOCCA Jazz Ensemble,2005-04-30,Sprint/Sanyo Stage,11:00 AM,
Fredy Omar con Su Banda,2005-04-30,Sprint/Sanyo Stage,12:05 PM,
Naked on the Floor,2005-05-01,Bellsouth/WWOZ Jazz Tent,12:20 PM,
Joe Cohn Quartet,2005-05-01,Bellsouth/WWOZ Jazz Tent,1:30 PM,
Hobgoblin Hill Puppet Theater,2005-05-01,Kids Tent,11:30 AM,
Arts Connection Performers,2005-05-01,Kids Tent,12:45 PM,
Amy Trail,2005-05-01,Lousiana Live Lagniappe Stage,12:25 PM,
Particle,2005-05-01,Lousiana Live Lagniappe Stage,5:45 PM,
Trouble Nation Mardi Gras Indians,2005-05-01,Parade,1:00 PM,
Original Lady Buckjumpers SA&PC,2005-05-01,Parade,4:00 PM,
T-Sale,2005-05-01,Sheraton New Orleans Fais Do-Do Stage,11:15 AM,
Jeremy Davenport,2005-04-22,Bellsouth/WWOZ Jazz Tent,1:30 PM,
Donald Harrison Jr.,2005-04-22,Bellsouth/WWOZ Jazz Tent,4:05 PM,
Alex Acuna and the Hang,2005-04-22,Bellsouth/WWOZ Jazz Tent,5:40 PM,
New Orleans Free School Performers,2005-04-22,Kids Tent,1:30 PM,
Pocketfoxx,2005-04-22,Lousiana Live Lagniappe Stage,1:55 PM,
John Mooney and Bluesiana,2005-04-22,Popeyes Blues Tent,4:20 PM,
ERC and Truth Universal,2005-04-23,Congo Square Stage,12:05 PM,
Mahogany Brass Band,2005-04-23,Jazz and Heritage Stage,2:50 PM,
Beatin Path,2005-04-23,Lousiana Live Lagniappe Stage,12:45 PM,
John Rankin,2005-04-23,Lousiana Live Lagniappe Stage,1:55 PM,
Irie Dawtas,2005-04-23,Lousiana Live Lagniappe Stage,6:00 PM,
Geronimo Hunters Mardi Gras Indians,2005-04-23,Parade,1:00 PM,
Raymond Williams,2005-04-24,Bellsouth/WWOZ Jazz Tent,11:15 AM,
NewBirth Brass Band,2005-04-24,Jazz and Heritage Stage,12:45 PM,
Pinstripe Brass Band,2005-04-24,Jazz and Heritage Stage,3:00 PM,
Roy Roget and the Sons of the Bayouneers,2005-04-24,Kids Tent,2:15 PM,
Lance Ellis,2005-04-24,Lousiana Live Lagniappe Stage,12:35 PM,
Jeff and Vida,2005-04-24,Lousiana Live Lagniappe Stage,1:50 PM,
Ingrid Lucia,2005-04-24,Lousiana Live Lagniappe Stage,4:30 PM,
Young Magnolias Mardi Gras Indians,2005-04-24,Parade,1:00 PM,
Rockin' Jake Blues Band,2005-04-24,Popeyes Blues Tent,12:20 PM,
Luther Kent and Trickbag,2005-04-24,Popeyes Blues Tent,1:30 PM,
Voices of Distinction,2005-04-24,Rhodes Gospel Tent,12:30 PM,
Brotherhood of Groove,2005-04-24,Sprint/Sanyo Stage,11:00 AM,
Al Carnival Time Johnson,2005-04-28,Congo Square Stage,1:00 PM,
Clarence Frogman Henry,2005-04-28,Congo Square Stage,2:10 PM,
Smitty Dee's Brass Band,2005-04-28,Jazz and Heritage Stage,3:50 PM,
McDonogh #35 Gospel Choir,2005-04-28,Rhodes Gospel Tent,2:45 PM,
Charmaine Neville Band,2005-04-28,Sprint/Sanyo Stage,1:30 PM,
Ivan Neville's Dumpstaphunk,2005-04-29,Acura Stage,12:15 PM,
Coolbone Brass Band,2005-04-29,Jazz and Heritage Stage,5:30 PM,
Zion Trinity,2005-04-29,Lousiana Live Lagniappe Stage,6:10 PM,
Johnny Sketch and the Dirty Notes,2005-04-30,Acura Stage,1:55 PM,
The Dirty Dozen Brass Band,2005-04-30,Congo Square Stage,2:20 PM,
Tornado Brass Band,2005-04-30,Jazz and Heritage Stage,12:30 PM,
Renegade Phaze II Mardi Gras Indians,2005-04-30,Parade,1:00 PM,
Cherokee Hunters Mardi Gras Indians,2005-04-30,Parade,3:00 PM,
Providence Mass Choir,2005-04-30,Rhodes Gospel Tent,12:30 PM,
D.L. Menard,2005-04-30,Sheraton New Orleans Fais Do-Do Stage,3:10 PM,
Wayne Toups and Zydecajun,2005-04-30,Sprint/Sanyo Stage,2:20 PM,
Jonathan Batiste,2005-05-01,Bellsouth/WWOZ Jazz Tent,11:15 AM,
Terence Blanchard,2005-05-01,Bellsouth/WWOZ Jazz Tent,4:00 PM,
New Orleans Men Buckjumpers SA&PC,2005-05-01,Parade,12:00 PM,
Original Prince of Wales Ladies SA&PC,2005-05-01,Parade,2:00 PM,
Irma Thomas and the Professionals,2005-04-23,Acura Stage,4:00 PM,
Beyond Measure,2005-04-23,Lousiana Live Lagniappe Stage,4:40 PM,
Charivari,2005-04-23,Sheraton New Orleans Fais Do-Do Stage,11:25 AM,
Eric Lindell,2005-04-23,Sheraton New Orleans Fais Do-Do Stage,3:05 PM,
The Original Meters Reunion,2005-04-23,Sprint/Sanyo Stage,5:30 PM,
Lil' Freddie King Blues Band,2005-04-24,Popeyes Blues Tent,11:15 AM,
The Dimensions of Faith Choir,2005-04-24,Rhodes Gospel Tent,1:15 PM,
The Iguanas,2005-04-24,Sheraton New Orleans Fais Do-Do Stage,2:40 PM,
VOA and YA present Mondy Spirit Dancers,2005-04-28,Kids Tent,11:30 AM,
Winnsboro Easter Rockers,2005-04-28,Popeyes Blues Tent,1:45 PM,
James Rivers Movement,2005-04-29,Bellsouth/WWOZ Jazz Tent,2:55 PM,
Young Louisiana Voices Collective,2005-04-29,Kids Tent,11:30 AM,
New Orleans Nightcrawlers Brass Band,2005-04-29,Parade,1:00 PM,
David Rhodes and Assurance,2005-04-29,Rhodes Gospel Tent,1:15 PM,
Lyle Henderson and Emmanuel,2005-04-29,Rhodes Gospel Tent,2:45 PM,
St. Joseph the Worker Mass Choir,2005-04-29,Rhodes Gospel Tent,3:30 PM,
John Mahoney Big Band,2005-04-30,Bellsouth/WWOZ Jazz Tent,11:10 AM,
The Malvinas,2005-04-30,Lousiana Live Lagniappe Stage,11:20 AM,
The Elements,2005-04-30,Lousiana Live Lagniappe Stage,12:30 PM,
Evangelist Shirley Cesar,2005-04-30,Rhodes Gospel Tent,4:30 PM,
Lil Rascals Brass Band,2005-05-01,Jazz and Heritage Stage,12:45 PM,
High Steppers Brass Band,2005-05-01,Jazz and Heritage Stage,2:50 PM,
Carrollton Hunters Mardi Gras Indians,2005-05-01,Parade,1:00 PM,
Dillard University Jazz Ensemble,2005-04-22,Acura Stage,11:20 AM,
Rhino Acoustic Project,2005-04-22,Bellsouth/WWOZ Jazz Tent,11:15 AM,
Chico and Rogerio of Brazil with Cesar Liete,2005-04-22,Kids Tent,5:15 PM,
Tri-Parish Community Singers,2005-04-22,Rhodes Gospel Tent,11:45 AM,
The Anointed Jackson Sisters,2005-04-22,Rhodes Gospel Tent,4:30 PM,
Cedric Watson,2005-04-22,Sheraton New Orleans Fais Do-Do Stage,4:10 PM,
Original Funky 7 Brass Band,2005-04-23,Jazz and Heritage Stage,5:25 PM,
Lighthouse Gospel Singers,2005-04-23,Rhodes Gospel Tent,12:30 PM,
New Orleans Spiritualettes,2005-04-23,Rhodes Gospel Tent,2:00 PM,
Country Fried,2005-04-23,Sheraton New Orleans Fais Do-Do Stage,12:35 PM,
Unstoppable Gospel Singers,2005-04-24,Rhodes Gospel Tent,11:45 AM,
John Lee and the Heralds of Christ,2005-04-24,Rhodes Gospel Tent,2:00 PM,
Tyrone Foster and the Arc Singers,2005-04-24,Rhodes Gospel Tent,5:45 PM,
Slightly Stoopid,2005-04-28,Lousiana Live Lagniappe Stage,5:50 PM,
Friendly Five Gospel Singers,2005-04-28,Rhodes Gospel Tent,11:00 AM,
Fred Sanders and Trinity,2005-04-29,Bellsouth/WWOZ Jazz Tent,11:15 AM,
MidCity Music Art-Dance-Drama Workshop,2005-04-30,Kids Tent,11:30 AM,
Panorama Jazz Band,2005-04-30,Lousiana Live Lagniappe Stage,4:25 PM,
Ike Turner and the Kings of Rhythm,2005-04-30,Popeyes Blues Tent,5:45 PM,
Second Nazarine Church Choir,2005-04-30,Rhodes Gospel Tent,2:00 PM,
Michael Franti and Spearhead,2005-05-01,Congo Square Stage,2:05 PM,
The Irene Sage Band,2005-05-01,Lousiana Live Lagniappe Stage,4:20 PM,
Rising Star Fife and Drum Corps,2005-05-01,Popeyes Blues Tent,12:15 PM,
Patrice Fisher and Arpa,2005-04-22,Lousiana Live Lagniappe Stage,3:10 PM,
Xavier University Gospel Choir,2005-04-22,Rhodes Gospel Tent,3:30 PM,
Magnolia Sisters,2005-04-22,Sheraton New Orleans Fais Do-Do Stage,11:20 AM,
CC Adcock and the Lafayette Marquis,2005-04-22,Sprint/Sanyo Stage,1:20 PM,
Rockin' Dopsie Jr. and the Zydeco Twisters,2005-04-23,Acura Stage,1:15 PM,
Paulin Brothers Brass Band,2005-04-23,Jazz and Heritage Stage,12:45 PM,
Donald and the Sounds of Mardi Gras,2005-04-23,Jazz and Heritage Stage,4:05 PM,
Azikwa Children's Percussion Ensemble,2005-04-23,Kids Tent,11:30 AM,
Rockie Charles and the Stax of Love,2005-04-23,Popeyes Blues Tent,11:20 AM,
Wanda Rouzan and A Taste of New Orleans,2005-04-23,Popeyes Blues Tent,1:30 PM,
Abundant Praise Revival Choir,2005-04-23,Rhodes Gospel Tent,11:00 AM,
Mt. Hermon Baptist Church Mass Choir,2005-04-23,Rhodes Gospel Tent,2:45 PM,
Xavier University Jazz Ensemble,2005-04-23,Sprint/Sanyo Stage,11:00 AM,
Leigh Harris - Lil' Queenie,2005-04-24,Bellsouth/WWOZ Jazz Tent,12:20 PM,
"Electro Rock with Adam J. Jupiter, Ray C, McCadney",2005-04-24,Kids Tent,1:30 PM,
"Electro Rock with Adam J. Jupiter, Ray C, McCadney",2005-04-24,Kids Tent,4:30 PM,
R. Carlos Nakal Quartet,2005-04-24,Lousiana Live Lagniappe Stage,3:05 PM,
