Name,Date,Venue,Time,Notes
Exuma,1987-04-25,Koindu,1:50 PM,
E.L.S.,1987-04-24,Fess Stage,4:45 PM,
Chia Jen,1987-04-24,Koindu,12:50 PM,
Mamou,1987-04-24,WWL-TV 4 Stage,11:20 AM,
Seduction,1987-04-26,Koindu,2:00 PM,
Carnaval,1987-05-01,Koindu,3:15 PM,
Metallic,1987-05-03,Koindu,3:10 PM,
Jean Knight,1987-05-03,Koindu,4:25 PM,
Kenny G,1987-04-25,The President,7:00 PM,
Olympia SAPC,1987-04-26,Parade,2:45 PM,
Etta James,1987-05-02,Fess Stage,3:15 PM,
Groupa De Fuego,1987-04-24,Koindu,4:40 PM,
File,1987-04-24,WNOE/Taco Ball Stage,3:15 PM,
Tina Vegas,1987-04-24,WWL-TV 4 Stage,12:45 PM,
Jolly Bunch SAPC,1987-04-25,Parade,3:00 PM,
Kenny G,1987-04-25,The President,12:00 AM,
BeauSoleil,1987-04-25,WWL-TV 4 Stage,5:35 PM,
Cousin Joe,1987-04-26,Economy Hall,1:40 PM,
Fats Domino,1987-04-26,Fess Stage,4:20 PM,
Ladies Zulu SAPC,1987-04-26,Parade,2:45 PM,
Blue Monday SAPC,1987-05-01,Parade,3:00 PM,
Mars,1987-05-01,Uncle Ben's Jazz Tent,5:40 PM,
John Rankin,1987-05-01,WWL-TV 4 Stage,1:00 PM,
UNO Jazz Band,1987-05-02,Fess Stage,11:20 AM,
Willie Tee,1987-05-03,Fess Stage,11:45 AM,
Willie Metcalf,1987-05-03,Koindu,1:45 PM,
Fun Lovers SAPC,1987-05-03,Parade,2:45 PM,
Banu Gibson,1987-05-03,WWL-TV 4 Stage,11:30 AM,
Fats Domino,1987-04-24,The President,7:00 PM,
The Four Tops,1987-04-24,The President,7:00 PM,
Boogie Bill Webb,1987-04-24,WWL-TV 4 Stage,4:20 PM,
John Hammond,1987-04-25,Economy Hall,3:00 PM,
Brownie McGhee,1987-04-25,Fess Stage,2:15 PM,
Treme Sports SAPC,1987-04-25,Parade,3:00 PM,
Spyro Gyra,1987-04-25,The President,12:00 AM,
Spyro Gyra,1987-04-25,The President,7:00 PM,
Spencer Bohren,1987-04-25,WWL-TV 4 Stage,1:10 PM,
Jay McShann,1987-04-26,Economy Hall,4:50 PM,
SUBR Jazz Band,1987-04-26,Fess Stage,11:05 AM,
Olympia Brass Band,1987-04-26,Parade,2:45 PM,
Snooks Eaglin  ,1987-04-26,WWL-TV 4 Stage,12:00 PM,
Scott Goudeau,1987-04-26,WWL-TV 4 Stage,1:20 PM,
Wild Magnolias,1987-04-26,WWL-TV 4 Stage,2:40 PM,
All Stars Brass Band,1987-05-01,Parade,3:00 PM,
Tom Foote,1987-05-01,WDSU TV-6 Kids' Tent,2:00 PM,
Java,1987-05-01,WVUE/Burger King Stage,2:00 PM,
Robert Cray Band,1987-05-02,Fess Stage,6:00 PM,
The Shepherd Band,1987-05-02,Koindu,4:30 PM,
Pat Flory,1987-05-02,Lagniappe Tent,1:45 PM,
Buck Jumpers SAPC,1987-05-02,Parade,3:00 PM,
Pete Seeger,1987-05-03,Economy Hall,3:30 PM,
Ronnie Kole,1987-05-03,Economy Hall,4:40 PM,
Wilson Pickett,1987-05-03,Fess Stage,4:15 PM,
Ritmo Caribeno,1987-05-03,Koindu,12:30 PM,
Boogie Bill Webb,1987-04-24,Lagniappe,1:20 PM,
Fats Domino,1987-04-24,The President,12:00 AM,
The Four Tops,1987-04-24,The President,12:00 AM,
Chosen Few Brass Band,1987-04-25,Parade,3:00 PM,
Women of the Calabash,1987-04-26,Koindu,3:15 PM,
Beausoleil,1987-04-29,The President,8:00 PM,
Robin Renee,1987-05-01,WDSU TV-6 Kids' Tent,5:00 PM,
Song Dogs,1987-05-01,WNOE/Taco Ball Stage,3:20 PM,
Katie Webster,1987-05-03,Economy Hall,2:30 PM,
Scene Boosters SAPC,1987-05-03,Parade,2:45 PM,
Dr. John,1987-05-03,WVUE/Burger King Stage,6:00 PM,
J.D. and The Jammers,1987-04-24,Fess Stage,12:50 PM,
Phillip Manuel Group,1987-04-24,Koindu,3:20 PM,
Thunder and E.B. Skipper,1987-04-24,Koindu,5:50 PM,
David Doucet,1987-04-24,Lagniappe Tent,12:00 PM,
Harmony River,1987-04-24,Lagniappe Tent,2:35 PM,
Perry the Mime,1987-04-24,WDSU TV-6 Kids' Tent,3:00 PM,
Washboard Leo,1987-04-24,WDSU TV-6 Kids' Tent,4:00 PM,
Perri The Hobo,1987-04-24,WDSU TV-6 Kids' Tent,5:00 PM,
Exit 209,1987-04-24,WVUE/Burger King Stage,11:20 AM,
Ruben Mr. Salsa Gonzalez,1987-04-25,Koindu,3:00 PM,
R.L. Burnside,1987-04-25,Lagniappe Tent,1:20 PM,
Jasmine  ,1987-04-25,Uncle Ben's Jazz Tent,11:30 AM,
Linard Davis,1987-04-25,WDSU TV-6 Kids' Tent,1:00 PM,
NOCCA Circus,1987-04-25,WDSU TV-6 Kids' Tent,3:00 PM,
Perry the Mime,1987-04-25,WDSU TV-6 Kids' Tent,5:00 PM,
Deacon John  ,1987-04-25,WNOE/Taco Ball Stage,5:40 PM,
Chris Owens Show,1987-04-26,Economy Hall,2:35 PM,
Louisiana Purchase,1987-04-26,Koindu,6:00 PM,
Lenny Zenith,1987-04-26,Lagniappe Tent,1:15 PM,
Bad Oyster Band,1987-04-26,Lagniappe Tent,3:50 PM,
Linard Davis,1987-04-26,WDSU TV-6 Kids' Tent,2:00 PM,
A-Train,1987-04-26,WVUE/Burger King Stage,12:50 PM,
Kermit Campbell Band,1987-05-01,Koindu,11:20 AM,
Harlan White,1987-05-01,Lagniappe Tent,12:00 PM,
Brownie Ford,1987-05-01,Lagniappe Tent,4:10 PM,
Headwind,1987-05-01,Uncle Ben's Jazz Tent,12:50 PM,
Kid Johnson,1987-05-01,Uncle Ben's Jazz Tent,4:20 PM,
Washboard Leo,1987-05-01,WDSU TV-6 Kids' Tent,4:00 PM,
Johnny J and The Hitmen,1987-05-01,WWL-TV 4 Stage,2:10 PM,
Onward Brass Band,1987-05-02,Economy Hall,6:00 PM,
New Orleans Stick Band,1987-05-02,Koindu,11:45 AM,
Soca Group of Trinidad,1987-05-02,Koindu,5:45 PM,
Avenue Steppers SAPC,1987-05-02,Parade,3:00 PM,
Robin Renee,1987-05-02,WDSU TV-6 Kids' Tent,12:00 PM,
Waka! Waka!,1987-05-02,WNOE/Taco Ball Stage,12:35 PM,
Orquestra Celebre,1987-05-02,WWL-TV 4 Stage,6:00 PM,
Lady Charlotte  ,1987-05-03,Economy Hall,11:30 AM,
Butch Thompson,1987-05-03,Economy Hall,1:30 PM,
Blue Eyed Soul Revue,1987-05-03,Fess Stage,12:50 PM,
George Dorko,1987-05-03,Lagniappe Tent,1:15 PM,
Young Tuxedo Brass Band,1987-05-03,Parade,2:45 PM,
Cliff Da Clown,1987-05-03,WDSU TV-6 Kids' Tent,12:00 PM,
Casa Samba,1987-05-03,WNOE/Taco Ball Stage,11:30 AM,
The Band,1987-05-03,WVUE/Burger King Stage,4:35 PM,
Brian O'Connell Trio,1987-04-24,Economy Hall,2:00 PM,
Rebirth Brass Band,1987-04-24,Economy Hall,4:40 PM,
Valley of the Silent Men SAPC,1987-04-24,Parade,2:45 PM,
Dickie Landry,1987-04-24,Uncle Ben's Jazz Tent,4:50 PM,
Woodenhead,1987-04-24,Uncle Ben's Jazz Tent,6:00 PM,
Retsam D'Nim,1987-04-24,WNOE/Taco Ball Stage,12:45 PM,
Paula and the Pontiacs,1987-04-24,WWL-TV 4 Stage,3:15 PM,
Zion Tones,1987-04-24,WYLD/Rhodes Gospel Tent,5:00 PM,
James Rivers Movement,1987-04-25,Fess Stage,1:00 PM,
Samaroo Jets of Trinidad,1987-04-25,Koindu,4:15 PM,
Second Line Jammers SAPC,1987-04-25,Parade,3:00 PM,
Ahmos Zu Bolton,1987-04-25,WDSU TV-6 Kids' Tent,12:00 PM,
Santiago,1987-04-25,WVUE/Burger King Stage,12:45 PM,
Louis Nelson Big Six,1987-04-26,Economy Hall,3:50 PM,
Dirty Dozen Brass Band,1987-04-26,Fess Stage,2:00 PM,
Samaroo Jets of Trinidad,1987-04-26,Koindu,4:35 PM,
Ragtime Annie,1987-04-26,Lagniappe Tent,12:00 PM,
5th Division Rollers SAPC,1987-04-26,Parade,2:45 PM,
Alvin Batiste,1987-04-26,Uncle Ben's Jazz Tent,6:00 PM,
Ahmos Zu Bolton,1987-04-26,WDSU TV-6 Kids' Tent,12:00 PM,
The Petries,1987-04-26,WNOE/Taco Ball Stage,11:20 AM,
Zachary Richard,1987-04-29,The President,8:00 PM,
Clifford Blake,1987-05-01,Lagniappe Tent,1:15 PM,
Gulfstream,1987-05-01,Uncle Ben's Jazz Tent,2:00 PM,
Adella Gautier,1987-05-01,WDSU TV-6 Kids' Tent,12:00 PM,
Sweet Honey in the Rock,1987-05-02,Economy Hall,3:20 PM,
Rickey Vaughn,1987-05-02,Lagniappe Tent,12:25 PM,
The Class Clowns,1987-05-02,WDSU TV-6 Kids' Tent,1:00 PM,
Adella Gautier,1987-05-02,WDSU TV-6 Kids' Tent,2:00 PM,
David and Roselyn,1987-05-02,WDSU TV-6 Kids' Tent,3:00 PM,
Atchafalaya,1987-05-02,WNOE/Taco Ball Stage,4:40 PM,
Drink Small Blues Band,1987-05-02,WWL-TV 4 Stage,2:00 PM,
Pfister Sisters,1987-05-03,Economy Hall,12:30 PM,
The Neville Brothers,1987-05-03,Fess Stage,5:45 PM,
Marlon Jordan Quintet,1987-05-03,Koindu,11:15 AM,
Amite River Band,1987-05-03,Lagniappe Tent,2:30 PM,
David and Roselyn,1987-05-03,WDSU TV-6 Kids' Tent,2:00 PM,
Boozoo Chavis,1987-05-03,WNOE/Taco Ball Stage,2:00 PM,
Big Boy Henry Blues Band,1987-05-03,WWL-TV 4 Stage,1:05 PM,
Soca Group of Trinidad,1987-05-03,WWL-TV 4 Stage,3:55 PM,
Miss Lillian Bennett,1987-04-24,Economy Hall,11:45 AM,
Cultural Voices,1987-04-24,Uncle Ben's Jazz Tent,1:15 PM,
Bayou Rhythm Band,1987-04-24,WNOE/Taco Ball Stage,6:00 PM,
Leon Redbone,1987-04-24,WVUE/Burger King Stage,4:25 PM,
Mason Ruffner  ,1987-04-24,WVUE/Burger King Stage,6:00 PM,
Jr. Walker and The Allstars,1987-04-25,Fess Stage,5:50 PM,
Carl Perkins,1987-04-25,WVUE/Burger King Stage,3:20 PM,
Johnny Rivers,1987-04-25,WVUE/Burger King Stage,4:15 PM,
Teddy Riley Jazz Band,1987-04-26,Economy Hall,12:40 PM,
Clarence Frogman Henry,1987-04-26,Fess Stage,3:00 PM,
Ninth Ward Hunters,1987-04-26,Lagniappe Tent,5:25 PM,
Voices of the Kingdom,1987-04-26,WDSU TV-6 Kids' Tent,1:00 PM,
Wayne Toups and Zydecajun,1987-05-01,Fess Stage,4:30 PM,
Washboard Leo,1987-05-01,WNOE/Taco Ball Stage,11:30 AM,
Dino Kruse Band,1987-05-01,WNOE/Taco Ball Stage,12:45 PM,
Po' Henry and Tookie,1987-05-02,Lagniappe Tent,3:00 PM,
The Neville Brothers,1987-05-02,The President,7:00 PM,
Dorothy Donegan  ,1987-05-02,Uncle Ben's Jazz Tent,2:20 PM,
Oakwood Jazz Ensemble,1987-05-02,WWL-TV 4 Stage,11:30 AM,
Astral Project,1987-05-03,Uncle Ben's Jazz Tent,11:45 AM,
Alex Chilton,1987-05-03,WVUE/Burger King Stage,12:35 PM,
The Radiators,1987-05-03,WVUE/Burger King Stage,3:10 PM,
Thomas Jefferson's Band,1987-04-24,Economy Hall,3:20 PM,
Spirit of New Orleans Brass Band,1987-04-24,Parade,2:45 PM,
Skip Easterling,1987-04-24,WVUE/Burger King Stage,1:50 PM,
Clarence Gatemouth Brown,1987-04-25,Fess Stage,4:30 PM,
Walter Payton and Ballet File,1987-04-25,Koindu,11:20 AM,
Stomp Boogie Drum Band,1987-04-25,Lagniappe Tent,4:15 PM,
Timeless Allstars,1987-04-25,Uncle Ben's Jazz Tent,3:15 PM,
Zachary Richard,1987-04-25,WVUE/Burger King Stage,2:00 PM,
The Bells of Joy,1987-04-25,WYLD/Rhodes Gospel Tent,12:30 PM,
Stomp Boogie Drum Band,1987-04-26,Lagniappe Tent,2:40 PM,
Al Belletto Quartet,1987-04-26,Uncle Ben's Jazz Tent,1:45 PM,
Newport Allstars,1987-04-26,Uncle Ben's Jazz Tent,3:30 PM,
Dierdre's Design-n-Dance,1987-04-26,WDSU TV-6 Kids' Tent,3:00 PM,
Kenny Bill Stinson,1987-04-26,WNOE/Taco Ball Stage,12:45 PM,
CJ Joe Clay Cheramie,1987-04-26,WNOE/Taco Ball Stage,4:20 PM,
Jose Feliciano ,1987-04-26,WVUE/Burger King Stage,3:15 PM,
Allen Toussaint,1987-04-26,WVUE/Burger King Stage,6:00 PM,
St. Luke AME Choir,1987-04-26,WYLD/Rhodes Gospel Tent,2:00 PM,
John Mayall's Blues Breakers,1987-05-01,Fess Stage,5:45 PM,
Percussion Incorporated,1987-05-01,Koindu,12:40 PM,
Honi Coles,1987-05-01,Spanish Plaza at Riverwalk,8:30 PM,
Theron Lewis and Unit 7,1987-05-01,Uncle Ben's Jazz Tent,3:10 PM,
Silas Hogan and Guitar Kelly,1987-05-01,WWL-TV 4 Stage,3:45 PM,
The Fabulous Thunderbirds,1987-05-02,Fess Stage,4:30 PM,
Drink Small Blues Band,1987-05-02,Lagniappe Tent,4:20 PM,
The Neville Brothers,1987-05-02,The President,12:00 AM,
Puppetears of Ecstasy,1987-05-02,WDSU TV-6 Kids' Tent,4:00 PM,
Rockin' Sidney,1987-05-02,WVUE/Burger King Stage,12:35 PM,
Marcia Ball Band,1987-05-02,WVUE/Burger King Stage,2:00 PM,
Wynton Marsalis  ,1987-05-02,WVUE/Burger King Stage,3:30 PM,
Clancy Blues Boy Lewis,1987-05-03,Lagniappe Tent,12:00 PM,
Diedre's Design-N-Dance,1987-05-03,WDSU TV-6 Kids' Tent,3:00 PM,
Puppetears of Ecstasy,1987-05-03,WDSU TV-6 Kids' Tent,4:00 PM,
Bruce Daigrepont Cajun Band,1987-05-03,WWL-TV 4 Stage,5:30 PM,
Alfred Roberts Afro/Calypso Band,1987-04-24,Koindu,11:30 AM,
Storyville Stompers Brass Band,1987-04-24,Parade,2:45 PM,
NOCCA Jazz Ensemble,1987-04-24,Uncle Ben's Jazz Tent,12:00 PM,
James Black Ensemble,1987-04-24,Uncle Ben's Jazz Tent,2:20 PM,
Nevtron and the Nevtones,1987-04-24,WDSU TV-6 Kids' Tent,2:00 PM,
Buford Johnson and Poverty Hill,1987-04-24,WWL-TV 4 Stage,5:50 PM,
Hot Strings of New Orleans,1987-04-25,Lagniappe Tent,2:40 PM,
City Light Orchestra,1987-04-25,Uncle Ben's Jazz Tent,12:50 PM,
Brubeck/Laverne Trio,1987-04-25,Uncle Ben's Jazz Tent,2:00 PM,
Calliope Puppet Theatre,1987-04-25,WDSU TV-6 Kids' Tent,4:00 PM,
James Chapel Choir,1987-04-25,WYLD/Rhodes Gospel Tent,6:10 PM,
