Name,Date,Venue,Time,Notes
Keb' Mo',2006-04-28,Acura Stage,1:50 PM,
Dr. John,2006-04-28,Acura Stage,5:40 PM,
Gray Hawk,2006-04-28,Kids Tent,12:45 PM,
Big Nine SAPC,2006-04-28,Parade,4:00 PM,
New Look SAPC,2006-04-30,Parade,2:00 PM,
Bob Dylan,2006-04-28,Acura Stage,3:35 PM,
David Egan,2006-04-28,Acura Stage,11:20 AM,
Galactic,2006-04-29,Acura Stage,2:00 PM,
Double Nine SAPC,2006-04-28,Parade,2:00 PM,
Little Feat,2006-05-05,Acura Stage,3:45 PM,
Keith Urban,2006-05-05,Acura Stage,5:35 PM,
Deacon John,2006-05-06,Acura Stage,2:15 PM,
Irma Thomas,2006-05-07,Acura Stage,2:05 PM,
Paul Simon,2006-05-07,Acura Stage,3:50 PM,
The Elements,2006-04-29,Acura Stage,11:15 AM,
The subdudes,2006-04-29,Acura Stage,3:40 PM,
Philip Melacon,2006-04-28,Kids Tent,3:45 PM,
Nine Times Men SAPC,2006-04-29,Parade,2:00 PM,
Single Ladies SAPC,2006-04-28,Parade,2:00 PM,
Dumaine Gang SAPC,2006-04-29,Parade,4:00 PM,
Olympia Brass Band,2006-04-28,Parade,4:00 PM,
Los Vecinos,2006-04-30,Acura Stage,11:20 AM,
Rose Anne St. Romain,2006-04-30,Kids Tent,3:45 PM,
Furious Five SAPC,2006-04-30,Parade,4:00 PM,
Doug Kershaw,2006-05-05,Acura Stage,2:15 PM,
Eric McAllister,2006-05-05,Kids Tent,2:15 PM,
Lady Sequence SAPC,2006-05-05,Parade,2:00 PM,
Original Four SAPC,2006-05-05,Parade,2:00 PM,
Stooges Brass Band,2006-05-05,Parade,4:00 PM,
Frankie Ford,2006-05-06,Acura Stage,12:55 PM,
Tornado Brass Band,2006-05-06,Parade,2:00 PM,
Colleen Salley,2006-05-07,Kids Tent,12:45 PM,
David and Roselyn,2006-05-07,Kids Tent,2:15 PM,
Eric McAllister,2006-05-07,Kids Tent,3:45 PM,
David and Roselyn,2006-05-07,Kids Tent,5:15 PM,
Lady Rollers SAPC,2006-05-07,Parade,1:00 PM,
Mahogany Brass Band,2006-04-29,Parade,2:00 PM,
Pinettes Brass Band,2006-04-28,Parade,2:00 PM,
Bon Temps Roulez SAPC,2006-04-28,Parade,4:00 PM,
Popular Ladies SAPC,2006-04-29,Parade,4:00 PM,
Sonny Landreth,2006-04-30,Acura Stage,2:00 PM,
Jo Cool Davis,2006-04-30,AIG Gospel Tent,11:45 AM,
Rose Anne St. Romain,2006-04-30,Kids Tent,12:45 PM,
Johnette Downing,2006-04-30,Kids Tent,2:15 PM,
Johnette Downing,2006-04-30,Kids Tent,5:15 PM,
Untouchables SAPC,2006-04-30,Parade,4:00 PM,
Calliope Puppets,2006-05-05,Kids Tent,5:15 PM,
New Generation SAPC,2006-05-05,Parade,4:00 PM,
Divine Ladies SA&PC,2006-05-06,Parade,2:00 PM,
Scene Boosters SAPC,2006-05-07,Parade,1:00 PM,
Anders Osborne,2006-04-28,Acura Stage,12:30 PM,
Shades of Praise,2006-04-28,AIG Gospel Tent,4:15 PM,
Basin Street Sheiks,2006-04-29,Kids Tent,12:45 PM,
Basin Street Sheiks,2006-04-29,Kids Tent,3:45 PM,
Nine Times Ladies SAPC,2006-04-29,Parade,2:00 PM,
Chops Funky 7 Brass Band,2006-04-29,Parade,4:00 PM,
Melody Clouds,2006-04-30,AIG Gospel Tent,2:15 PM,
Young Olympia Aide SAPC,2006-04-30,Parade,2:00 PM,
PinStripe Brass Band,2006-04-30,Parade,4:00 PM,
Smitty Dee's Brass Band,2006-05-05,Parade,2:00 PM,
Buckwheat Zydeco,2006-05-06,Acura Stage,3:45 PM,
Golden Wings,2006-05-07,AIG Gospel Tent,12:45 PM,
Rocks of Harmony,2006-05-07,AIG Gospel Tent,1:30 PM,
The Bester Singers,2006-04-28,AIG Gospel Tent,3:15 PM,
Gregg Martinez,2006-05-05,AIG Gospel Tent,12:35 PM,
Wimberly Family,2006-05-05,AIG Gospel Tent,4:15 PM,
Valley of Silent Men SA&PC,2006-05-06,Parade,2:00 PM,
Westbank Steppers SA&PC,2006-05-06,Parade,4:00 PM,
High Steppers Brass Band,2006-05-07,Parade,1:00 PM,
Lady Buckjumpers SA&PC,2006-05-07,Parade,3:00 PM,
Betty Winn and One A-Chord,2006-04-28,AIG Gospel Tent,1:25 PM,
World Leader Pretend,2006-04-29,Acura Stage,12:30 PM,
Darius Brooks and SDM,2006-04-29,AIG Gospel Tent,5:45 PM,
Hazel and the Delta Ramblers,2006-04-28,Kids Tent,2:15 PM,
Hazel and the Delta Ramblers,2006-04-28,Kids Tent,5:15 PM,
Paulin Brothers Brass Band,2006-04-30,Parade,2:00 PM,
Imagination Movers,2006-05-05,Acura Stage,11:30 AM,
Curtis Pierre and Samba Kids,2006-05-05,Kids Tent,3:45 PM,
John Boutte,2006-05-07,Bellsouth/WWOZ Jazz Tent,2:30 PM,
Secondline Jammers SA&PC,2006-05-07,Parade,1:10 PM,
Native Nations,2006-05-05,Native American Pow Wow,1:10 PM,
