Name,Date,Venue,Time,Notes
Jasmine,1981-05-01,Jazz,4:15 PM,
Bourre,1981-05-01,Stage 3,3:15 PM,
De Sire,1981-05-01,Stage 5,5:30 PM,
New Games,1981-05-02,Kids  ,1:00 PM,
Exuma,1981-05-02,Koindu,6:00 PM,
The Cold,1981-05-02,Stage 1,2:15 PM,
New Games,1981-05-03,Kids  ,1:00 PM,
Tom Foote,1981-05-09,Kids  ,5:00 PM,
Dr. John,1981-05-09,Stage 1,6:00 PM,
Svare,1981-05-09,Stage 2,1:00 PM,
New Games,1981-05-10,Kids  ,1:00 PM,
Tom Foote,1981-05-10,Kids  ,5:00 PM,
Solar,1981-05-10,Koindu,5:30 PM,
Les Moore,1981-05-02,Stage 3,3:00 PM,
Tom Foote,1981-05-03,Kids  ,12:00 PM,
New Games,1981-05-09,Kids  ,12:00 PM,
Ngoma,1981-05-10,Koindu,12:30 PM,
Salt Creek,1981-05-02,Stage 4,3:15 PM,
Lee Dorsey,1981-05-02,Stage 5,3:30 PM,
Al Belletto  ,1981-05-03,Jazz,3:15 PM,
Will Soto,1981-05-09,Gazebo,4:30 PM,
Bongo Joe,1981-05-09,Gazebo,5:30 PM,
Nelson Camp,1981-05-09,Kids  ,1:00 PM,
Bongo Joe,1981-05-10,Gazebo,1:45 PM,
The Meters,1981-05-10,Stage 1,3:45 PM,
Willie Tee,1981-05-10,Stage 5,1:15 PM,
Will Soto,1981-05-01,Gazebo,12:30 PM,
John Rankin,1981-05-01,Gazebo,2:30 PM,
Cousin Joe,1981-05-01,Gazebo,3:45 PM,
Aline White,1981-05-01,Gospel,2:30 PM,
"Unlimited, Ltd.",1981-05-01,Kids  ,2:00 PM,
BeauSoleil,1981-05-01,Stage 4,3:45 PM,
SUNO Big Band,1981-05-01,Stage 5,12:30 PM,
Muchos Plus,1981-05-01,Stage 5,2:00 PM,
Blind Blake,1981-05-02,Gazebo,5:30 PM,
"Unlimited, Ltd.",1981-05-02,Kids  ,5:00 PM,
Blind Blake,1981-05-02,Koindu,3:00 PM,
James Booker,1981-05-02,Stage 1,3:15 PM,
Bill Gregory,1981-05-02,Stage 3,2:00 PM,
Woodenhead,1981-05-02,Stage 3,4:15 PM,
