Name,Date,Venue,Time,Notes
Beyond Measure,2007-04-27,AIG Gospel Tent,5:45 PM,
Michael Ward,2007-04-27,AT&T/WWOZ Jazz Tent,1:35 PM,
The subdudes,2007-04-27,Gentilly Stage,2:15 PM,
T-Bone Burnett,2007-04-27,Gentilly Stage,3:50 PM,
Bon Temps Roulez SA&PC,2007-04-27,Parade,3:00 PM,
Smitty Dee's Brass Band,2007-04-27,Parade,3:00 PM,
Henry Butler,2007-04-28,Gentilly Stage,2:20 PM,
Johnette Downing,2007-04-28,Kids' Tent,4:15 PM,
Lady Jetsetters SA&PC,2007-04-28,Parade,3:00 PM,
Popular Ladies SA&PC,2007-04-28,Parade,4:00 PM,
Bonnie Raitt,2007-04-29,Gentilly Stage,5:40 PM,
Untouchables SA&PC,2007-04-29,Parade,4:00 PM,
John Boutte,2007-05-04,AT&T/WWOZ Jazz Tent,4:15 PM,
Danilo Perez,2007-05-04,AT&T/WWOZ Jazz Tent,5:45 PM,
Scene Boosters SA&PC,2007-05-04,Parade,4:00 PM,
Buckwheat Zydeco,2007-05-05,Acura Stage,2:00 PM,
Melody Clouds,2007-05-05,AIG Gospel Tent,12:20 PM,
Rotary Downs,2007-05-05,Gentilly Stage,11:15 AM,
Cowboy Mouth,2007-05-05,Gentilly Stage,3:05 PM,
New Generation SA&PC,2007-05-05,Parade,2:00 PM,
Allen Toussaint,2007-05-06,Acura Stage,1:45 PM,
Golden Wings,2007-05-06,AIG Gospel Tent,11:30 AM,
Dpttie Peoples,2007-05-06,AIG Gospel Tent,4:30 PM,
The Radiators,2007-05-06,Gentilly Stage,5:35 PM,
Lady Tambourine,2007-04-27,AIG Gospel Tent,12:45 PM,
Rob Wagner Trio,2007-04-27,AT&T/WWOZ Jazz Tent,11:15 AM,
Astral Project,2007-04-27,AT&T/WWOZ Jazz Tent,2:55 PM,
Francis Cabrel,2007-04-27,Gentilly Stage,12:50 PM,
Old and Nu Style Fellas SA&PC,2007-04-27,Parade,5:40 PM,
The Rocks of Harmony,2007-04-29,AIG Gospel Tent,2:15 PM,
Basin Street Sheiks,2007-04-29,Kids' Tent,12:45 PM,
Sharon Martin,2007-05-04,AT&T/WWOZ Jazz Tent,12:20 PM,
Ellis Marsalis,2007-05-04,AT&T/WWOZ Jazz Tent,1:25 PM,
World Sax Group,2007-05-04,AT&T/WWOZ Jazz Tent,2:50 PM,
Better Than Ezra,2007-05-04,Gentilly Stage,3:40 PM,
Counting Crows,2007-05-04,Gentilly Stage,5:35 PM,
Ms. Vee: Stories for You and Me,2007-05-04,Kids' Tent,4:00 PM,
Original Big Seven SA&PC,2007-05-04,Parade,2:00 PM,
Roland Guerin,2007-05-05,AT&T/WWOZ Jazz Tent,12:15 PM,
Undefeated Divas SA&PC,2007-05-05,Parade,4:00 PM,
Westbank Steppers SA&PC,2007-05-05,Parade,4:00 PM,
Maurice Brown,2007-05-06,AT&T/WWOZ Jazz Tent,11:30 AM,
Harry Connick Jr.,2007-05-06,AT&T/WWOZ Jazz Tent,3:35 PM,
Papa Grows Funk,2007-05-06,Gentilly Stage,12:40 PM,
Anders Osborne,2007-05-06,Gentilly Stage,2:05 PM,
KID smART Performers,2007-05-06,Kids' Tent,11:30 AM,
The Wimberly Family,2007-04-27,AIG Gospel Tent,3:30 PM,
Phillip Manuel,2007-04-27,AT&T/WWOZ Jazz Tent,12:20 PM,
Zachary Richard,2007-04-27,Gentilly Stage,12:50 PM,
Lucinda Williams,2007-04-27,Gentilly Stage,5:35 PM,
Mose Allison Trio,2007-04-28,AT&T/WWOZ Jazz Tent,2:50 PM,
Shannon McNally,2007-04-28,Gentilly Stage,11:30 AM,
Nine Times Ladies and Men SA&PC,2007-04-28,Parade,2:00 PM,
Dimensions of Faith,2007-04-29,AIG Gospel Tent,1:15 PM,
Kidd Jordan and IAQ,2007-04-29,AT&T/WWOZ Jazz Tent,12:35 PM,
Dr. Lonnie Smith Trio,2007-04-29,AT&T/WWOZ Jazz Tent,2:00 PM,
Arturo Sandoval,2007-04-29,AT&T/WWOZ Jazz Tent,5:25 PM,
Hot 8 Brass Band,2007-04-29,Jazz and Heritage Stage,4:35 PM,
Paulin Brothers Brass Band,2007-04-29,Parade,2:00 PM,
Batiste Brothers Band,2007-05-04,Acura Stage,11:30 AM,
Luther Kent and Trickbag,2007-05-04,Acura Stage,3:45 PM,
Nicholas Payton,2007-05-05,AT&T/WWOZ Jazz Tent,2:40 PM,
Donald Harrison Jr.,2007-05-05,AT&T/WWOZ Jazz Tent,6:00 PM,
Stax Music Academy Revue,2007-05-05,Kids' Tent,3:15 PM,
Valley of the Silent Men SA&PC,2007-05-05,Parade,2:00 PM,
Secondline Jammers SA&PC,2007-05-05,Parade,3:00 PM,
Germaine Bazzle,2007-05-06,AT&T/WWOZ Jazz Tent,12:40 PM,
Jeremy Davenport,2007-05-06,AT&T/WWOZ Jazz Tent,1:55 PM,
Chops Funky 7,2007-05-06,Jazz and Heritage Stage,1:35 PM,
Percussion Inc.,2007-04-27,Jazz and Heritage Stage,3:05 PM,
Real Untouchables Brass Band,2007-04-27,Parade,1:00 PM,
Zulu Gospel Ensemble,2007-04-28,AIG Gospel Tent,11:15 AM,
The Johnson Extension,2007-04-28,AIG Gospel Tent,12:00 PM,
Terence Blanchard,2007-04-28,AT&T/WWOZ Jazz Tent,4:15 PM,
Tab Benoit   ,2007-04-28,Southern Comfort Blues Tent,2:40 PM,
The Imagination Movers,2007-04-29,Acura Stage,11:30 AM,
Clarence Frogman Henry,2007-04-29,Acura Stage,12:50 PM,
Betty Winn and One A-Chord,2007-04-29,AIG Gospel Tent,12:20 PM,
J.D. Hill and the Jammers,2007-04-29,Gentilly Stage,11:20 AM,
The Revealers,2007-04-29,Jazz and Heritage Stage,3:15 PM,
Martha Redbone,2007-05-04,Jazz and Heritage Stage,4:05 PM,
"David Sepulveda, The Line King",2007-05-04,Kids' Tent,1:30 PM,
"David Sepulveda, The Line King",2007-05-04,Kids' Tent,2:45 PM,
Po' Henry,2007-05-04,Southern Comfort Blues Tent,12:20 PM,
Voices of Distinction,2007-05-05,AIG Gospel Tent,11:30 AM,
Allman Brothers Band,2007-05-05,Gentilly Stage,5:00 PM,
Guyland Leday and Same Ol' 2 Step,2007-05-05,Kids' Tent,2:00 PM,
Golden Blade Mardi Gras Indians,2007-05-05,Parade,1:00 PM,
Judy Spellman,2007-05-06,Jazz and Heritage Stage,1:50 PM,
Bamboula 2000  ,2007-05-06,Jazz and Heritage Stage,3:10 PM,
Black Eagles Mardi Gras Indians,2007-05-06,Parade,1:00 PM,
Original C.T.C. Steppers SA&PC,2007-05-06,Parade,2:00 PM,
Wild Apaches Mardi Gras Indians,2007-05-06,Parade,3:00 PM,
Original Prince of Wales SA&PC,2007-05-06,Parade,4:00 PM,
David and Roselyn and Mo'Lasses,2007-04-27,Kids' Tent,12:30 PM,
Don Rich,2007-04-27,Sheraton New Orleans Fais Do-Do Stage,6:00 PM,
Big Al Carson  ,2007-04-27,Southern Comfort Blues Tent,2:55 PM,
James Rivers Movement,2007-04-28,AT&T/WWOZ Jazz Tent,1:30 PM,
Charmaine Neville Band,2007-04-28,Gentilly Stage,12:35 PM,
Yellow Jackets Mardi Gras Indians,2007-04-28,Parade,1:00 PM,
"Red, White, and Blue Mardi Gras Indians",2007-04-28,Parade,3:00 PM,
Flaming Arrows Mardi Gras Indians,2007-04-29,Parade,3:00 PM,
Vivaz!,2007-04-29,Sheraton New Orleans Fais Do-Do Stage,12:20 PM,
The Benjy Davis Project,2007-05-04,Gentilly Stage,11:30 AM,
Stooges Brass Band,2007-05-04,Jazz and Heritage Stage,2:45 PM,
"David Sepulveda, The Line King",2007-05-04,Kids' Tent,12:15 PM,
Native Nations,2007-05-04,Native American Pow Wow,12:10 PM,
Tony Joe White,2007-05-04,Southern Comfort Blues Tent,4:30 PM,
Morning 40 Federation,2007-05-05,Gentilly Stage,12:20 PM,
Hobgoblin Hill Puppet Theater,2007-05-05,Kids' Tent,5:15 PM,
Native Nations,2007-05-05,Native American Pow Wow,12:05 PM,
Mohawk Hunters Mardi Gras Indians,2007-05-05,Parade,3:00 PM,
Storyville Stompers Brass Band,2007-05-05,Parade,4:00 PM,
Deacon John,2007-05-05,Southern Comfort Blues Tent,5:50 PM,
Native Nations,2007-05-06,Native American Pow Wow,12:10 PM,
Original Lady Buckjumpers SA&PC,2007-05-06,Parade,4:00 PM,
Eric Lindell,2007-05-06,Southern Comfort Blues Tent,1:25 PM,
Southern University Jazz Jags,2007-04-27,Acura Stage,11:20 AM,
Leviticus Gospel Singers,2007-04-27,AIG Gospel Tent,12:00 PM,
Lyle Henderson and Emmanuel,2007-04-27,AIG Gospel Tent,1:30 PM,
The James Carter Organ Trio,2007-04-27,AT&T/WWOZ Jazz Tent,4:20 PM,
Bonerama,2007-04-27,Sheraton New Orleans Fais Do-Do Stage,4:30 PM,
Lucky Peterson,2007-04-27,Southern Comfort Blues Tent,4:15 PM,
Reggie Hall and the Twilighters,2007-04-28,Acura Stage,11:20 AM,
Second Nazarine Gospel Choir,2007-04-28,AIG Gospel Tent,1:00 PM,
Walt Cunningham and One Accord,2007-04-28,AIG Gospel Tent,4:15 PM,
Pharaoh Sanders Quartet,2007-04-28,AT&T/WWOZ Jazz Tent,5:45 PM,
Mahogany Brass Band,2007-04-28,Jazz and Heritage Stage,12:35 PM,
NewBirth Brass Band,2007-04-28,Jazz and Heritage Stage,3:00 PM,
John Lehon and Tales from Ireland,2007-04-28,Kids' Tent,12:30 PM,
Golden Comanche Mardi Gras Indians,2007-04-28,Parade,1:00 PM,
Richie Havens,2007-04-28,Southern Comfort Blues Tent,4:15 PM,
Sonny Landreth,2007-04-28,Southern Comfort Blues Tent,5:50 PM,
Jerry Lee Lewis and the Killer Band,2007-04-29,Acura Stage,3:50 PM,
Higher Dimensions of Praise,2007-04-29,AIG Gospel Tent,4:20 PM,
Julliard Jazz Ensemble,2007-04-29,AT&T/WWOZ Jazz Tent,11:20 AM,
Theresa Andersson Group,2007-04-29,Gentilly Stage,12:35 PM,
Cherokee Hunters Mardi Gras Indians,2007-04-29,Parade,1:00 PM,
Ninth Ward Navajo Mardi Gras Indians,2007-04-29,Parade,1:00 PM,
Guitar Slim Jr.,2007-04-29,Southern Comfort Blues Tent,11:15 AM,
Robert Lowery,2007-04-29,Southern Comfort Blues Tent,1:25 PM,
Coolie Family Gospel Singers,2007-05-04,AIG Gospel Tent,2:30 PM,
John Lee and the Heralds of Christ,2007-05-04,AIG Gospel Tent,3:30 PM,
Albert Wicker School Performers,2007-05-04,Kids' Tent,3:15 PM,
Pin-Stripe Brass Band,2007-05-05,Jazz and Heritage Stage,12:25 PM,
Ninth Ward Hunters Mardi Gras Indians,2007-05-05,Parade,3:00 PM,
Snooks Eaglin,2007-05-05,Southern Comfort Blues Tent,2:40 PM,
Soul Rebels Brass Band,2007-05-06,Jazz and Heritage Stage,4:35 PM,
Adella Adella the Storyteller,2007-05-06,Kids' Tent,12:30 PM,
Guinoleros UAS of Culiacan Mexico,2007-05-06,Kids' Tent,1:45 PM,
Young Magnolias Mardi Gras Indians,2007-05-06,Parade,3:00 PM,
Racines,2007-05-06,Sheraton New Orleans Fais Do-Do Stage,3:05 PM,
Soulive,2007-04-27,Congo Square/Louisiana Rebirth Stage,5:45 PM,
Semolian Warriors Mardi Gras Indians,2007-04-27,Parade,1:00 PM,
The Electrifying Crown Seekers,2007-04-28,AIG Gospel Tent,2:05 PM,
Dartmouth College Gospel Choir,2007-04-28,AIG Gospel Tent,4:15 PM,
Norah Jones and the Handsome Band,2007-04-28,Gentilly Stage,5:30 PM,
Ray Abshire,2007-04-28,Sheraton New Orleans Fais Do-Do Stage,12:30 PM,
Bruce Sunpie Barnes and LA Creole Music,2007-04-29,Kids' Tent,5:15 PM,
Carrollton Hunters Mardi Gras Indians,2007-04-29,Parade,3:00 PM,
Virgil Thrasher,2007-04-29,Southern Comfort Blues Tent,1:25 PM,
Gospel Inspirations of Boutte,2007-05-04,AIG Gospel Tent,11:15 AM,
Tyronne Foster and the Arc Singers,2007-05-04,AIG Gospel Tent,5:40 PM,
Ivan Neville's Dumpstaphunk,2007-05-04,Gentilly Stage,2:05 PM,
The Mandingo Warriors,2007-05-04,Jazz and Heritage Stage,1:35 PM,
Coco Robicheaux,2007-05-04,Southern Comfort Blues Tent,11:15 AM,
Daniel McFadden and Disciples,2007-05-05,AIG Gospel Tent,4:30 PM,
The Iguanas,2007-05-05,Sheraton New Orleans Fais Do-Do Stage,5:50 PM,
Wanda Rouzan and A Taste of New Orleans,2007-05-06,Acura Stage,11:15 AM,
New Orleans Spiritualettes,2007-05-06,AIG Gospel Tent,12:20 PM,
Wild Tchoupitoulas Mardi Gras Indians,2007-05-06,Parade,1:00 PM,
Taj Mahal and the Trio,2007-05-06,Southern Comfort Blues Tent,5:45 PM,
George Porter Jr. and Runnin' Pardners,2007-04-27,Acura Stage,2:10 PM,
McDonogh #35 High School Gospel Choir,2007-04-27,AIG Gospel Tent,4:30 PM,
AsheSon,2007-04-27,Congo Square/Louisiana Rebirth Stage,12:20 PM,
Pine Leaf Boys,2007-04-27,Sheraton New Orleans Fais Do-Do Stage,12:30 PM,
Ludacris,2007-04-28,Congo Square/Louisiana Rebirth Stage,5:45 PM,
NORD Crescent City Lights Youth Theater,2007-04-28,Kids' Tent,1:45 PM,
Bonsoir Catin,2007-04-28,Sheraton New Orleans Fais Do-Do Stage,11:20 AM,
Val and Love Alive Fellowship Choir,2007-04-29,AIG Gospel Tent,1:15 PM,
St. Joseph the Worker Music Ministry,2007-04-29,AIG Gospel Tent,3:15 PM,
Jill Scott,2007-04-29,Congo Square/Louisiana Rebirth Stage,5:40 PM,
Irma Thomas and the Professionals,2007-04-29,Gentilly Stage,3:55 PM,
James Achempong Drum and Dance from Ghana,2007-04-29,Kids' Tent,4:15 PM,
Gillian Welch,2007-04-29,Sheraton New Orleans Fais Do-Do Stage,4:10 PM,
Lil Ray Neal Blues Band,2007-04-29,Southern Comfort Blues Tent,12:20 PM,
The Unstoppable Gospel Creators,2007-05-04,AIG Gospel Tent,1:30 PM,
Paulette Wright and Volume of Praise,2007-05-04,AIG Gospel Tent,4:35 PM,
The Gentilly Groovemasters,2007-05-04,AT&T/WWOZ Jazz Tent,11:15 AM,
Johnny Sketch and the Dirty Notes,2007-05-04,Gentilly Stage,12:45 PM,
Kevin Gordon,2007-05-04,Sheraton New Orleans Fais Do-Do Stage,12:30 PM,
Po' Henry and Tookie,2007-05-04,Southern Comfort Blues Tent,12:20 PM,
Johnny Angel and the Swingin' Demons,2007-05-05,Acura Stage,11:25 AM,
James Singleton and Woodshed,2007-05-05,AT&T/WWOZ Jazz Tent,12:15 PM,
John Legend,2007-05-05,Congo Square/Louisiana Rebirth Stage,5:40 PM,
Michael Skinkus and Moyuba,2007-05-05,Jazz and Heritage Stage,1:45 PM,
Henry Gray and the Cats,2007-05-05,Southern Comfort Blues Tent,11:20 AM,
The Holmes Brothers,2007-05-05,Southern Comfort Blues Tent,4:10 PM,
Greater Antioch Full Gospel Choir,2007-05-06,AIG Gospel Tent,2:15 PM,
New Edition,2007-05-06,Congo Square/Louisiana Rebirth Stage,5:40 PM,
Washboard Chaz Trio,2007-05-06,Southern Comfort Blues Tent,11:15 AM,
J. Monque'D Blues Band,2007-05-06,Southern Comfort Blues Tent,12:20 PM,
New Orleans Nightcrawlers,2007-04-27,Jazz and Heritage Stage,12:35 PM,
Real Untouchables Brass Band,2007-04-27,Jazz and Heritage Stage,4:20 PM,
Gray Hawk and Native American Lore and Tales,2007-04-27,Kids' Tent,4:15 PM,
Rockin' Dopsie Jr. and the Zydeco Twisters,2007-04-28,Acura Stage,2:00 PM,
Eleanor McMain High School Gospel Choir,2007-04-28,AIG Gospel Tent,3:05 PM,
NOCCA Riverfront Jazz Ensemble,2007-04-28,AT&T/WWOZ Jazz Tent,11:15 AM,
Ballet Folklorico Nicaraguense Cosmapa,2007-04-28,Kids' Tent,5:15 PM,
Burnside Exploration,2007-04-28,Southern Comfort Blues Tent,1:30 PM,
Bobby Jones and the Nashville Super Choir,2007-04-29,AIG Gospel Tent,5:35 PM,
Banda el Recodo,2007-04-29,Congo Square/Louisiana Rebirth Stage,3:45 PM,
Paulin Brothers Brass Band,2007-04-29,Jazz and Heritage Stage,12:40 PM,
The Bluerunners,2007-04-29,Sheraton New Orleans Fais Do-Do Stage,11:15 AM,
John Mooney and Bluesiana,2007-04-29,Southern Comfort Blues Tent,2:40 PM,
Rumba Buena,2007-05-04,Congo Square/Louisiana Rebirth Stage,11:30 AM,
George Benson,2007-05-04,Congo Square/Louisiana Rebirth Stage,5:35 PM,
New Orleans School of Circus Arts and I.S.L.,2007-05-04,Kids' Tent,12:45 PM,
The Dixie Cups and their Cayenne Pepper Band,2007-05-05,Acura Stage,12:40 PM,
Providence Baptist Church Mass Choir,2007-05-05,AIG Gospel Tent,1:20 PM,
Franklin Avenue Baptist Church Choir,2007-05-05,AIG Gospel Tent,5:45 PM,
Elysian Fieldz,2007-05-05,Congo Square/Louisiana Rebirth Stage,2:05 PM,
Kayla Woodson and Louisiana Lightning,2007-05-05,Kids' Tent,12:45 PM,
Jumpin' Jimmy Sansone,2007-05-05,Southern Comfort Blues Tent,12:25 PM,
Watson Memorial Teaching Ministries,2007-05-06,AIG Gospel Tent,5:45 PM,
Marva Wright and the BMWs,2007-05-06,Southern Comfort Blues Tent,4:10 PM,
Creole Wild West Mardi Gras Indians,2007-04-27,Jazz and Heritage Stage,1:55 PM,
Amazones: Women Drummers of Guinea,2007-04-27,Jazz and Heritage Stage,5:55 PM,
Jessie McBride and the Next Generation,2007-04-28,AT&T/WWOZ Jazz Tent,12:20 PM,
Groove Academy,2007-04-28,Congo Square/Louisiana Rebirth Stage,12:20 PM,
Rebirth Brass Band,2007-04-28,Congo Square/Louisiana Rebirth Stage,4:05 PM,
Amazones: Women Drummers of Guinea,2007-04-28,Jazz and Heritage Stage,4:35 PM,
Mount Pilgrim and Morning Star Youth Mass Choir,2007-04-28,Kids' Tent,3:00 PM,
Bamboula 2000 presents The Imagination Tour,2007-04-29,Kids' Tent,3:00 PM,
Chuck Leavell and the Randall Bramblett Band,2007-05-04,Acura Stage,2:10 PM,
The Dynamic Smooth Family Gospel Singers,2007-05-04,AIG Gospel Tent,12:45 PM,
Herman Jackson,2007-05-04,Congo Square/Louisiana Rebirth Stage,12:45 PM,
Mark Braud,2007-05-04,Economy Hall Tent presented by Peoples Health,1:25 PM,
Lost Bayou Ramblers,2007-05-04,Sheraton New Orleans Fais Do-Do Stage,11:20 AM,
Creole Zydeco Farmers,2007-05-04,Sheraton New Orleans Fais Do-Do Stage,6:00 PM,
Tribute to Mahalia Jackson ,2007-05-05,AIG Gospel Tent,2:20 PM,with Irma Thomas
Storyville Stompers Brass Band,2007-05-05,Jazz and Heritage Stage,3:00 PM,
Betsy McGovern presented by Young Audiences,2007-05-05,Kids' Tent,11:30 AM,
Ernie Vincent and the Top Notes,2007-05-05,Southern Comfort Blues Tent,1:30 PM,
Black Eagles Mardi Gras Indians,2007-05-06,Jazz and Heritage Stage,11:30 AM,
Nouveau String Band,2007-05-06,Sheraton New Orleans Fais Do-Do Stage,11:20 AM,
Nathan and the Zydeco Cha-Chas,2007-05-06,Southern Comfort Blues Tent,2:45 PM,
"Rev, Charles Jackson and Jackson Travelers",2007-04-27,AIG Gospel Tent,11:15 AM,
Kermit Ruffins and the Barbecue Swingers,2007-04-27,AT&T/WWOZ Jazz Tent,5:55 PM,
Some Like It Hot,2007-04-27,Economy Hall Tent presented by Peoples Health,1:30 PM,
Martin Behrman Elementary School Performers,2007-04-27,Kids' Tent,1:45 PM,
Lafayette Rhythm Devils,2007-04-27,Sheraton New Orleans Fais Do-Do Stage,1:45 PM,
Little Freddie King Blues Band,2007-04-27,Southern Comfort Blues Tent,11:15 AM,
Bryan Lee and the Blues Power Band,2007-04-27,Southern Comfort Blues Tent,12:20 PM,
Jon Cleary and the Absolute Monster Gentlemen,2007-04-28,Acura Stage,12:35 PM,
Linda Hopkins,2007-04-28,Economy Hall Tent presented by Peoples Health,5:50 PM,
Mem Shannon and the Membership,2007-04-28,Southern Comfort Blues Tent,12:20 PM,
Fredy Omar con Su Banda,2007-04-29,Congo Square/Louisiana Rebirth Stage,11:25 AM,
Pete Fountain,2007-04-29,Economy Hall Tent presented by Peoples Health,4:35 PM,
June Gardner,2007-05-04,Economy Hall Tent presented by Peoples Health,11:15 AM,
The Last Straws,2007-05-04,Economy Hall Tent presented by Peoples Health,2:35 PM,
Gangbe Brass Band of Benin West Africa,2007-05-04,Jazz and Heritage Stage,5:40 PM,
Amanda Shaw and the Cute Guys,2007-05-04,Sheraton New Orleans Fais Do-Do Stage,4:40 PM,
Stephen Marley Jr. Gong,2007-05-05,Congo Square/Louisiana Rebirth Stage,3:40 PM,
Gangbe Brass Band of Benin West Africa,2007-05-05,Jazz and Heritage Stage,5:45 PM,
Annie Christmas and Friends with Karen Kaia Livers,2007-05-05,Kids' Tent,4:15 PM,
Sherman Washington and the Zion Harmonizers,2007-05-06,AIG Gospel Tent,1:20 PM,
Big Sam's Funky Nation,2007-05-06,Congo Square/Louisiana Rebirth Stage,2:00 PM,
Gilberto Santa Rosa,2007-05-06,Congo Square/Louisiana Rebirth Stage,3:40 PM,
Tim Laughlin,2007-05-06,Economy Hall Tent presented by Peoples Health,1:50 PM,
Ingrid Lucia,2007-05-06,Economy Hall Tent presented by Peoples Health,3:05 PM,
N'Kafu African Dance presented by Young Audiences,2007-05-06,Kids' Tent,5:15 PM,
Semolian Warriors Mardi Gras Indians,2007-04-27,Jazz and Heritage Stage,11:30 AM,
Percy Sledge and Blue Eyed Soul Revue,2007-04-27,Southern Comfort Blues Tent,5:55 PM,
James Andrews and Crescent City Allstars,2007-04-28,Jazz and Heritage Stage,5:55 PM,
Chief Iron Horse and the Black Seminole Mardi Gras Indians,2007-04-28,Parade,3:00 PM,
New Orleans Klezmer Allstars,2007-04-28,Sheraton New Orleans Fais Do-Do Stage,1:40 PM,
Rockie Charles and the Stax of Love,2007-04-28,Southern Comfort Blues Tent,11:15 AM,
Chris Clifton,2007-04-29,Economy Hall Tent presented by Peoples Health,11:20 AM,
Golden Star Hunters Mardi Gras Indians,2007-04-29,Jazz and Heritage Stage,11:30 AM,
The Dirty Dozen Brass Band,2007-05-04,Congo Square/Louisiana Rebirth Stage,3:50 PM,
"Curtis Pierre, Samba Man presented by Young Audiences",2007-05-04,Kids' Tent,5:15 PM,
Louis Gearshifter Youngblood,2007-05-04,Southern Comfort Blues Tent,1:25 PM,
Gov't Magik - The Dirty South Afro-Beat Arkestra,2007-05-05,AT&T/WWOZ Jazz Tent,11:10 AM,
Roy Hargrove Big Band with Roberta Gambarini,2007-05-05,AT&T/WWOZ Jazz Tent,4:20 PM,
Treme Brass Band,2007-05-05,Economy Hall Tent presented by Peoples Health,3:00 PM,
White Cloud Hunters Mardi Gras Indians,2007-05-05,Jazz and Heritage Stage,4:20 PM,
Big Chief Trouble and Trouble Nations Mardi Gras Indians,2007-05-05,Parade,1:00 PM,
Loyola University Jazz Band,2007-05-05,Sheraton New Orleans Fais Do-Do Stage,11:20 AM,
Bruce Daigrepont Cajun Band,2007-05-05,Sheraton New Orleans Fais Do-Do Stage,2:55 PM,
Barbara Shorts,2007-05-06,Economy Hall Tent presented by Peoples Health,12:20 PM,
Big Chief Bo Dollis and the Wild Magnolias,2007-05-06,Jazz and Heritage Stage,6:00 PM,
Jonno Cajun Experience presented by Young Audiences,2007-05-06,Kids' Tent,4:00 PM,
The Barbarin Family,2007-04-27,Economy Hall Tent presented by Peoples Health,5:40 PM,
"Monsieur No, Presented by The Consulate General of France",2007-04-27,Kids' Tent,3:00 PM,
Bishop Paul S. Morton and the Greater St. Stephen Mass Choir,2007-04-28,AIG Gospel Tent,5:45 PM,
Roi Anthony and Dirty Jerdy,2007-04-28,Congo Square/Louisiana Rebirth Stage,11:15 AM,
Dukes of Dixieland,2007-04-28,Economy Hall Tent presented by Peoples Health,12:25 PM,
River Road African American Museum RRAAMS Drum and Dance,2007-04-28,Kids' Tent,11:30 AM,
Steve Riley and the Mamou Playboys,2007-04-28,Sheraton New Orleans Fais Do-Do Stage,4:35 PM,
Irvin Mayfield and the New Orleans Jazz Orchestra,2007-04-29,AT&T/WWOZ Jazz Tent,3:40 PM,
Hot Club of New Orleans,2007-04-29,Economy Hall Tent presented by Peoples Health,12:30 PM,
George Thorogood and the Destroyers,2007-04-29,Southern Comfort Blues Tent,4:15 PM,
CJ Chenier and the Red Hot Louisiana Band,2007-04-29,Southern Comfort Blues Tent,6:00 PM,
Kumbuka African Drum and Dance Collective,2007-05-04,Jazz and Heritage Stage,11:20 AM,
D.L. Menard and the Louisiana Aces,2007-05-04,Sheraton New Orleans Fais Do-Do Stage,1:50 PM,
Brian Jack and the Zydeco Gamblers,2007-05-05,Sheraton New Orleans Fais Do-Do Stage,1:40 PM,
Michael Doucet and BeauSoleil,2007-05-06,Sheraton New Orleans Fais Do-Do Stage,5:45 PM,
