Name,Date,Venue,Time,Notes
Bust!,2004-04-23,Sprint Stage,1:30 PM,
Dr. John,2004-04-25,Acura Stage,3:40 PM,
New Look SA&PC,2004-04-25,Parade,2:00 PM,
007,2004-04-29,Lagniappe Stage,4:25 PM,
Santana,2004-05-01,Acura Stage,4:55 PM,
Galactic,2004-04-23,Sprint Stage,5:45 PM,
Devastation,2004-04-24,Parade,12:00 PM,
OTRA,2004-04-29,Lagniappe Stage,5:45 PM,
Joss Stone,2004-04-29,Sprint Stage,3:05 PM,
Los Babies,2004-05-02,Acura Stage,12:55 PM,
Mohawk Indians,2004-05-02,Parade,3:00 PM,
Nine Times SA&PC,2004-05-02,Parade,4:00 PM,
Bonnie Raitt,2004-04-23,Acura Stage,5:35 PM,
Janelle Dupuis,2004-04-23,Kids' Tent,1:30 PM,
Imani Gonzalez,2004-04-23,Kids' Tent,2:45 PM,
John Fohl,2004-04-23,Lagniappe Stage,1:50 PM,
Olympia Brass Band,2004-04-23,Parade,2:00 PM,
Original CTC SA&PC,2004-04-23,Parade,4:00 PM,
Stooges Brass Band,2004-04-23,Parade,4:00 PM,
Olu Dara,2004-04-23,Popeyes Blues Tent,4:05 PM,
Los Vecinos,2004-04-23,Sprint Stage,12:20 PM,
Lenny Kravitz,2004-04-24,Acura Stage,5:30 PM,
Lady Rollers SA&PC,2004-04-24,Parade,2:00 PM,
Men Rollers SA&PC,2004-04-24,Parade,2:00 PM,
Rizen,2004-04-24,Rhodes Gospel Tent,4:30 PM,
The Topcats,2004-04-24,Sprint Stage,3:00 PM,
Hot 8 Brass Band,2004-04-25,Acura Stage,11:30 AM,
Steve Winwood,2004-04-25,Acura Stage,5:30 PM,
Olympia Aid SA&PC,2004-04-25,Parade,12:00 PM,
Furious Five SA&PC,2004-04-25,Parade,4:00 PM,
New Birth Brass Band,2004-04-25,Parade,4:00 PM,
Eddie Bo,2004-04-25,Popeyes Blues Tent,2:50 PM,
Supagroup,2004-04-25,Sprint Stage,1:30 PM,
Cowboy Mouth,2004-04-25,Sprint Stage,5:45 PM,
New Wave Brass Band,2004-04-29,Parade,3:00 PM,
Odetta,2004-04-29,Popeyes Blues Tent,4:05 PM,
Bonerama,2004-04-29,Sprint Stage,11:20 AM,
Irie Dawtas,2004-04-29,Sprint Stage,12:30 PM,
The Iguanas,2004-04-29,Sprint Stage,4:30 PM,
The subdudes,2004-04-29,Sprint Stage,6:00 PM,
Hard Headhunters,2004-05-01,Parade,3:00 PM,
Marcia Ball,2004-05-01,Sprint Stage,5:50 PM,
The Dixie Cups,2004-05-02,Acura Stage,2:15 PM,
Colleen Salley,2004-05-02,Kids' Tent,1:45 PM,
Single Men SA&PC,2004-05-02,Parade,12:00 PM,
Leo Nocentelli,2004-04-24,Acura Stage,2:15 PM,
Rose Anne St. Romain,2004-04-24,Kids' Tent,1:30 PM,
The Bear That Wasn't,2004-04-24,Kids' Tent,2:45 PM,
Mahogany Brass Band,2004-04-24,Parade,2:00 PM,
Money Wasters SA&PC,2004-04-24,Parade,4:00 PM,
Snooks Eaglin,2004-04-24,Sprint Stage,1:35 PM,
Lady Sequence SA&PC,2004-04-25,Parade,2:00 PM,
Pin Stripe Brass Band,2004-04-25,Parade,2:00 PM,
Single Ladies SA&PC,2004-04-25,Parade,4:00 PM,
Anders Osborne,2004-05-01,Acura Stage,1:25 PM,
The funky Meters,2004-05-01,Acura Stage,2:55 PM,
Pinette Brass Band,2004-05-01,Parade,12:00 PM,
Lil' Band O' Gold,2004-05-01,Sprint Stage,4:10 PM,
