Name,Date,Venue,Time,Notes
Buddy Guy,2019-05-05,Blues Tent,5:45 PM,
Judy Stock,2019-05-05,Kids Tent,1:15 PM,
The RRAAMS,2019-04-27,Kids Tent,4:05 PM,
Los Lobos,2019-05-03,Blues Tent,5:30 PM,
Santana,2019-04-26,Acura Stage,5:00 PM,
Boz Scaggs,2019-04-27,Blues Tent,5:40 PM,
Galactic,2019-05-04,Acura Stage,3:10 PM,
Kim Che're,2019-05-04,Gospel Tent,12:55 PM,
OperaCreole,2019-05-04,Kids Tent,1:50 PM,
Miss Pussycat,2019-05-04,Kids Tent,3:00 PM,
John Hammond,2019-05-05,Blues Tent,1:30 PM,
Amy Helm,2019-04-25,Gentilly Stage,1:25 PM,
Tab Benoit,2019-04-26,Acura Stage,1:30 PM,
Yvette Landry,2019-04-26,Kids Tent,4:00 PM,
Katy Perry,2019-04-27,Acura Stage,5:40 PM,
Deacon John,2019-04-28,Blues Tent,4:10 PM,
GIVERS,2019-04-28,Gentilly Stage,1:30 PM,
J Balvin,2019-04-28,Gentilly Stage,5:55 PM,
Eric Lindell,2019-05-02,Blues Tent,4:15 PM,
Tin Men,2019-05-02,Gentilly Stage,11:20 AM,
Donald Lewis,2019-05-02,Kids Tent,2:00 PM,
Wayne Toups,2019-05-03,Acura Stage,3:30 PM,
The Showers,2019-05-03,Gospel Tent,5:15 PM,
Theatre on Tap,2019-05-03,Kids Tent,4:10 PM,
Diana Ross,2019-05-04,Gentilly Stage,5:45 PM,
Square Dance NOLA,2019-05-04,Kids Tent,4:10 PM,
John Boutte,2019-05-05,WWOZ Jazz Tent,4:05 PM,
Toronzo Cannon,2019-04-25,Blues Tent,4:05 PM,
Ciara,2019-04-25,Congo Square Stage,5:55 PM,
Jekalyn Carr,2019-04-25,Gospel Tent,3:00 PM,
David and Roselyn,2019-04-26,Kids Tent,5:10 PM,
Sweet Crude,2019-04-27,Acura Stage,12:40 PM,
DJ Blaze,2019-04-27,Congo Square Stage,2:40 PM,
DJ Blaze,2019-04-27,Congo Square Stage,5:25 PM,
Logic,2019-04-27,Congo Square Stage,5:50 PM,
Grey Seal Puppets,2019-04-27,Kids Tent,1:05 PM,
Naturally 7,2019-04-27,WWOZ Jazz Tent,4:00 PM,
Bonnie Raitt,2019-04-28,Acura Stage,3:35 PM,
Van Morrison,2019-04-28,Acura Stage,5:30 PM,
Johnny Rivers,2019-04-28,Blues Tent,5:45 PM,
Al Green,2019-04-28,Congo Square Stage,5:45 PM,
David Gonzalez,2019-04-28,Kids Tent,2:55 PM,
Cowboy Mouth,2019-05-02,Acura Stage,11:15 AM,
Samantha Fish,2019-05-02,Acura Stage,1:40 PM,
Mavis Staples,2019-05-02,Blues Tent,5:50 PM,
Tom Jones,2019-05-02,Gentilly Stage,5:40 PM,
Pastor Jai Reed,2019-05-02,Gospel Tent,1:25 PM,
Isabel Davis,2019-05-02,Gospel Tent,2:35 PM,
The Iguanas,2019-05-03,Acura Stage,11:20 AM,
Sonny Landreth,2019-05-03,Blues Tent,4:00 PM,
Erik McAllister,2019-05-03,Kids Tent,3:00 PM,
Trumpet Mafia,2019-05-03,WWOZ Jazz Tent,2:50 PM,
Pitbull,2019-05-04,Congo Square Stage,5:40 PM,
Shirley Caesar,2019-05-04,Gospel Tent,2:55 PM,
Little Feat,2019-05-05,Gentilly Stage,2:00 PM,
Jonte Landrum,2019-05-05,Gospel Tent,12:55 PM,
Boyfriend,2019-04-25,Gentilly Stage,4:05 PM,
Shades of Praise,2019-04-25,Gospel Tent,4:15 PM,
ISL Circus Arts Kids,2019-04-25,Kids Tent,5:15 PM,
Mainline,2019-04-25,Lagniappe Stage,5:35 PM,
Chris Thomas King,2019-04-26,Blues Tent,2:50 PM,
Bonerama,2019-04-26,Gentilly Stage,12:30 PM,
Better Than Ezra,2019-04-27,Acura Stage,2:05 PM,
Johnny Sansone,2019-04-27,Blues Tent,11:10 AM,
Erica Falls,2019-04-27,Gentilly Stage,1:35 PM,
