Carly Connor ;2011;label;Carly Connor (guitar,Philipp Wilson (guitar),Simon Johnson (dr
"Andreas Vollenweider &amp; Friends ";1981;label;Andreas Vollenweider (harp,Walter Keiser (dr),Pedro Haldemann (perc),Bobby Reveron (perc),Jon Otis (perc)  
Arcade Fire ;2011;label;Win Butler (),Regine Chassagne (),Will Butler (),Tim Kingsbury (),Jeremy Gara (),Richard Reed Parry (),Sarah Neufeld (),Marika Anthony Sh
Chapel Club ;2011;label;Lewis Bowman (Vocals),Rich Mitchell (DRUMS),Liam Arklie (bass),Michael Hibbert (keyboard/ guitar)
Black Dub ;2011;label;Daniel Lanois (guitar,pedal steel guitar,Trixie Whitley (guitar,Jim Wilson (bass,Brian Blade (drum
Doom ;2011;label;MF DOOM (lead vocal),Big Ben Klington (vocals),Adrian Baptiste (vocals),Masta Ace (vocals),Marco Polo (dj),Derrick Hodge (bass),Chris Dave (drums),Casey Benjamin (sax),Robert Glasper (p
Brigitte ;2018;label;Sylvie Hoarau (Vocals),Aurelie Saada (Vocals),Gregory Maume (Drums),Yan Gorodetzky (Bass),Gregoire Mahe (Guitar),Charlene Juarez (
