Cornelius ;2002;label;Cornelius (guitar,Nobuyuki Ohashi (bass,Hirohisa Horie (guitar),Yuko Araki (drums
Cake ;2002;label;John McCrea (accoustic guitar,Alexander Mc Curdy (guitar),Vincent Difiore (trumpet,Christopher Nelson (bass),Peter Mc Neal (dr
Chano Dominguez ;2002;label;"Chano Dominguez (piano),Guillermo McGill (drums),Tomasito (Flamenco dancer,Israel ""El Pirana"" Suarez (Percussion),Blas ""El Keijo"" Cordoba (Flamenco singer),Pablo Martin (Dou"
Common ;2002;label;Mike Jolicoeur (),Common (),Kenyetta Snyder (),Andre Smith ()   
Cornershop ;2002;label;Tjinder Singh (vocals,Pete Downing (lead-guitar),Sheema Mukherjee (sitar),James Milne (bass),Ben Ayers (guitar,Pete Bengry (percussions),Nick Simms (drums
Da Univerzal Playaz ;2002;label;"Dave Stewart (vocal,Gary ""Mudbone"" Cooper (vocal),Paul Holyroyde (D.J.),Nadz Seid (Rapper),Max Braun (keyboards),Harry Zawrel (bass),Ingo Kaiser (drum"
George Clinton ;1991;label;"George Clinton (lead vocal),Leland Zales (perc),Joseph ""Amp"" Fiddler (kbds),David Spardley (kbds),Bernie Worrell (kbds),Bootsy Collins (b),Hiram Bullock (g),Choristes (voc),Deee Lite (voc),Robyn Lobe (prec),Tom Malone (tb),Lew Soloff (tp),Miles Evans (tp),Claude Nobs (harm),Bennie Cowan (horns),Greg Thomas (horns),Gary Shider (voc,Lige Curry (voc),Clip Payne (voc),Rober Johnson (voc),Gary ""Mudbone"" Cooper (voc),Tracy Lewis (voc),Michael ""Kidd Funkadelic"" Hampton (g),DeWayne ""Blackbyrd"" McKnight (g),Eddie Hazel (g),Cordell ""boogie"" Mosson (g),Rodney ""Skeet"" Curtis (b),Tony Thomas (dr),Greg Boyer (horns),Delmar Brown (kbd"
Daniela Mercury ;2002;label;Daniela Mercury (vocals),Cesario Leony (bass),Alexandre Vargas (accoustic and electric guitar),Gerson Silva (accoustic and electric guitar),Zito Moura (keyboards),Rudson Daniel (percussions),Fabricio Scaldaferri (percussions),Marcello Brasil (drums),Joelma Silva (backing vocals,Daniela Pena (backing vocals,Gil Alves (backing vocals,dance)           
David Bowie ;2002;label;David Bowie (vocals,Mark Platti (guitar,acoustic guitar,Earl Slick (guitar,acoustic guitar),Gerry Leonard (guitar,Mike Garson (keyboards),Catherine Russell (keyboards,Gail Ann Dorsey (bass,acoustic guitar,Sterling Campbell
Stephan Eicher ;1994;label;Stephan Eicher (voc,Chaelaewaeigger (bells),Deney Brigent (voc),Ismael Lo (voc,Tommy Vetterli (g),Dominique Regeff (vieille),Sam Broussard (g),Sterling Campbell (dr),Serge Salibur (b),Achim Meier (p),Nicoloiae Neascu (Cello,Ion Manole (Cello,Paul Giuclea (Cello,Constantin Lautary (Cello,Ghorge Anghel (Cello),Ghorge Falcaru (flute),Marin Manole (acc.),Ionita Manole (acc.),Pirvan Florea (acc.,Ion Tanase (timbals),Marinel Sanoly (timbals),Vlad Viorel (b.) 
Detroit Innovators ;2002;label;Carl Craig (elctronic sounds,Leon Ware (vocals),Sandra St Victor (vocals),The Dox Orchestra (),Bart Suer (sax),Wiboud Burkens (keyboards,B-3 Hammond),Peter Bergman (bass),Alvin Ronde (guitar),Eric Hoeke (drums),Deirdre Twiss (backing vocals),Caroline Dest (backing vocals),Jasmin Neuhaus (b
Directions In Music ;Hargrove;label;Herbie Hancock (grand piano),Michael Brecker (sax),Roy Hargrove (trumpet),Georges Mraz (bass),Willie III Jones 
DJ Broodgers ;Set;label;Dj Broodgers (DJ),Dj Set (DJ)      
DJ Goo ;2002;label;Dj Goo (Turntable
"DJ Logic &amp; Project Logic feat. Vernon Reid ";2002;label;Dj Logic (turntables),Vernon Reid ( Living Color ) (guitar),Casey Benjamin (sax,Mike Weitman (keyboards),La Mont Mccain (bass),Stephen Roberson 
Dona Ivone Lara ;2002;label;Dona Ivone Lara (vocals),Armando Martinez (keyboards),Bruno Castros (cavaquinho),Hercio Brenha (sax,Alvaro Bercelos (percussions),Edson Santos (acoustic guitar),Carlos Di Osesio 
Dr. John And The Lower 911 ;2002;label;"Malcolm John ""Dr. John"" Rebennack,Jr. (keyboards,lead vocals),Renard Poche (guitar),David Barad (bass),Herman ""Roscoe"" E"
DREADZONE ;2002;label;Greg Roberts (drums),Leo Williams (bass),Earl Sixteen (vocals),Ben Niddleton (te
Earl 16 ;Mafia;label;Earl Sixteen (guest voc.),Mafia (bass),Fluxy (drums),Bubblers (kbds),Red Eye (guit.)  
David Sanborn ;2002;label;David Sanborn (sax),Nicky Moroch (guitar),Ricky Peterson (keyboards),Tom Barney (bass),Don Alias (percussions),Terri Lyne Carrin
E.S.T. Esbjorn Svensson Trio ;2002;label;Esbjorn Svensson (piano),Dan Berglund (bass),Magnus Ostrom (dr
Erykah Badu ;2002;label;"Erykah Badu (vocals),Eugene Young (Keyboards),R.C. Williams (Keyboards),Braylon Lazy (guitar),Dwayne Kerr (flute),Milton Honore (guitar),Raphael Iglehart (drums),James Clemons (percussion),Eugena ""Chira"" Bess (Backing Vocals),Kiesha Williams ("
Gabrielle ;2002;label;Louise Gabrielle Bobb (vocals),Paul Noble (guitar),Derrick Taylor (bass),Ingrid Laubrock (sax),David Mian (trumpet),Dave Philips (keyboards,Darren Morris (keyboards),Dylan Howe (drums),Marion Powell (backing vocals),Maria Lawson (bac
"Fred Galliano &amp; The African Divas ";2002;label;Frederic Galliano (electronics),Hadja Kouyate (vocals),Aissata Balde (vocals),Kaba Kouyate (guitar,Ali Boulo Santo (kora),Lipitone (keyboards),Keba Kebe (percus
"Gary Burton &amp; Makoto Ozone ";2002;label;Gary Burton (vibraphone),Makoto Ozone (gra
DJ MANDRAX AND DJ MOUSSE T ;1999;label;DJ Mandrax (),Mousse T. ()     
Gourmet De Funk ;Landford;label;Mousse T. (keyboards),Colin Rich (vocals),Emma Lanford (vocals),Inaya Davis (vocals),Jorg Ostermayer (sax),Ingo Schroder (guitar),Andreas Barkhoff (trombone),Sven Kaiser (keyboards),Martin Gontarski (bass),Kai Lipphardt (percussions),Mathias Meusel (drums),Philippe Kacza (trumpet),Boris Jennings (v
Garbage ;2002;label;Shirley Manson (vocals,Duke Erickson (guitar,Steve Marker (guitar,Daniel Shulman (bass),Matt Walker (drum
Gemma Hayes ;2002;label;Gemma Hayes (vocals,David Oldum (guitar),Karl Oldum (bass),Fiona Melady (keyboards,Graham Hopkins (drums,vocals)          
Gotan Project ;2002;label;Line Kruse (violin),Victor Kruse (bandoneon),Eduardo Makaroff (guitar),Gustavo Beytelmann (piano),Christina Vilallonga (vocals),Philippe Cohen-Solal (turntable),Laurent Brifo (machine),Pablo Tegli (dance),Victoria Vieyra (
Gotan Project ;2006;label;Philippe Cohen Solal (turntable),Eduardo Makaroff (guitar),Christoph H. Muller (laptop),Zanelli Lalo (piano),Vilallonga Christina (vocals),Line Kruse (violin),Sciarretta Luciano (bandoneon),Pujado M. Andrea (violin),Orivel Lise (viola),Christophe Morin 
Harmonia Do Samba ;2002;label;Xanddy (vocals),Andre Ramos (cavaquinho),Rodinei Lima (keyboards),Edmilson Boaventura (trumpet),Kleyton Santos (trombone),Ricardo Cruz (sax),Geraldo Jr. (sax),Martinho Santos (percussions),Marcio Santos (percussions),Luciano Souza (percussions),Gerson Furtado (bass),Roque Jesus (drum
Heroes Of Kingston ;2002;label;"Alton Elis (vocal),Michael Prophet (vocal),Dennis Alcapone (vocal),Lionel Anderson (back vocal),Don Chandler (bass),Dereck Johnson (guitar),Henry Hodler (keyboards),Ray Carless (Hammond organ),Henry ""Buttons"" Tenyue (Hammond organ),Drumton (drums)  "
Isaac Hayes ;2002;label;Isaac Hayes (Vocals,Charles Pitts (Guitar),Gerald Jackson (Keyboards),Damien Savage (Keyboards),Benjamin Flint (Keyboards),William Mitchell (Bass),James Robertson (Drums),Samantha May (backing vocals),Rhonda Thomas (backing vocals),Frederick Sayers 
"Ike Turner &amp; The Kings Of Rhythm ";2002;label;Ike Turner (leader,Audrey Madison (vocals),Ernest Lane (keyboards),Paul Smith (keyboards),Seth Blumberg (guitar),Jeorge Taylor (sax),Michael Williams (sax),Mack Johnson (trumpet),Kevin Cooper (bass),William Ray (drum
