Richie Havens ;1996;label;Richie (VOC/GUIT),(les Deux Concert
Roche ;1996;label;Paul Cantwell (DRUMS),Pearse Halpin (BASS),Gavin Glass (GUIT
STEPHAN EICHER and FRIENDS ;1996;label;"Stephan Eicher (GUIT.VOC.),Achim Meier (KB),Manu Katche (DR),Pino Palladino (B),Sam Broussard (GUIT),Dheli Moussa ""Jali Musa Jawara"" Diawara (CORA),Than Lam (VOC)   "
STEPHAN EICHER and FRIENDS: Pre-concert ;1996;label;"Stephan Eicher (GUIT.VOC),Pino Palladino (B),Achim Meier (KB),Sam Broussard (GUIT),Langa (VOC GUIT),Moondog (TAMBOUR),Challawaigger (),Ali Farka Toure (),Manu Katche (DR),Dheli Moussa ""Jali Musa Jawara"" Diawara (CORA),Than Lam (VOC.),Borobos (17 Danseurs Et 3 Danseuses) (),Boccelo (VOC.PERC.),Dominique Ponty (PIANO),Chatima (),San Charia (VOC.)"
Santana ;1996;label;Carlos Santana (GUIT/VOC/PERC),Karl Perazzo (TIMB/VOC),Chester Thompson (KB/VOC),Myron Dove (BASS),Raul Rekow (CONGAS/VOC),Billy Johnson (DRUMS),Tony Lindsay (VOC),McCoy Tyner (),Wilbert Gill ()  
Shaggy ;1996;label;Tony Gold (Voc),Christopher Birch (Kb),Michael Fletcher (Bass),Robert Zapata (Kb),Paul Kastrick (Dr
Simone Moreno and Pepeu Gomes ;1996;label;Simone Moreno (VOC),Pepeu Gomes (VOC.GUIT),Paulo Henrique Lima Adachi (TECLADOS),Jorge Eduardo Brasil De Carvalho (DRUMS),Jamilson Jorge Santana Dos Santos (PERC),Jose Sattamini Junior (SAX),Claudimar De Oliveira Gomes (BASS),Elizabeth Cristina Dias Graziane (BACK VOCAL),Raimundo Noud (GU
Simply Red ;1996;label;Mick Hucknall (LEAD VOC),Heitor Pereira (LEAD GUIT),Sarah Brown (BACK VOC),Dee Johnson (BACK VOC),Ian Kirkham (SAX/KB),Steve Lewinson (BASS),Fritz McIntyre (KB/VOC),Velroy Bailey (DR
Sounds Of Blackness ;1996;label;Gary Hines (KB/DIRECTEUR),Levi Jr. Seacer (GUIT),Core Cotton (VOC),Terrence Frierson (VOC),Carrie Harrington (VOC),Geoffrey Jones (VOC),Wanda Lewis (VOC),Carl Pertile (VOC),Quan Howell (VOC),Javetta Steele (VOC),Patricia Lacy (VOC),Larry Sims (TP),Billy Steele (KB),Michael Scott (GUIT),Mark Haynes (BASS),Darql Boudreaux (DRUMS),Trenon Graham (DR
The Guitar Trio ;1996;label;John McLaughlin (Guit),Paco de Lucia (Guit),Al Di Meola (Guit
The Phil Collins Big Band (evening) ;1996;label;David Sanborn (sax),Phil Collins (dr/voc),Quincy Jones (conductor),Daryl Stuermer (guit),Nathan East (bass),Gerald Albright (sax),Harry Kim (tp),Luis Conte (perc),Tony Bennett (voc),John Marshall (tp),Heiner Wiberny (a.sax),Rolf Romer (t.sax),Andy Haderer (tp),Rob Bruynen (tp),Dave Horler (tb),Bernt Laukamp (tp),Roy Deuvall (Bass tb),Ralph Sharon (Piano For T.Bennett),Band Party (),Bradley Cole (kb),Arturo Velasco (tb),Andrew Woolfolk (sax),Douglas Richeson (Bass For T.Bennett),Oliver Peters (t.sax),Jens Neufang (b.sax),Daniel Fornero (t
The Phil Collins Big Band (afternoon) ;1996;label;David Sanborn (sax),Phil Collins (dr/voc),Quincy Jones (conductor),Daryl Stuermer (guit),Nathan East (bass),Gerald Albright (sax),Harry Kim (tp),Luis Conte (perc),Tony Bennett (voc),John Marshall (tp),Heiner Wiberny (a.sax),Rolf Romer (t.sax),Andy Haderer (tp),Rob Bruynen (tp),Dave Horler (tb),Bernt Laukamp (tp),Roy Deuvall (Bass tb),Ralph Sharon (Piano For T.Bennett),Band Party (),Bradley Cole (kb),Vine Street Horns (),Arturo Velasco (tb),Andrew Woolfolk (sax),Douglas Richeson (Bass For T.Bennett),Oliver Peters (t.sax),Jens Neufang (b.s
The Pogues ;1996;label;David Coulter (MANDOLIN/FIDDLE),Jem Finer (BANJO),Darryl Hunt (BASS),Andrew Rakenn (DRUMS),James Mcnally (ACC/KB),Jamie Clarke (GUI
