Terry Callier ;2001;label;Chris Kibble,Jim Mullen,Gary Plumley,Bosco De Oliveira,Dave Barnard,Dave Trigwell,Terry Calier g
;;;
The Black Crowes ;2001;label;Rich Robinson,Chris Robinson,Steve Steve Gorman,Eddie Harsh,Audley Freed,Andy Hess,Portia Griffin,Mona Lisa Young
;;;
The Pharcyde ;2001;label;Ollie Brown,Mark Walker,Funky Gutiervez,Imani
;;;
Tom Barman ;2001;label;Tom Barman,Guy Van Nueten
;;;
Tricky ;2001;label;Tricky,Perry Melius,Hawkman,Ambersunshower,Gareth Bowan,Mark Thwaite,W Nunes
;;;
Trilok Gurtu Band ;2001;label;Trilok Gurtu drum, tablas,,Hilaire Penda,Sabine Kabongo,Ravi Chary kbds,,Amit Heri
;;;
Ursula Rucker ;2001;label;Ursula Rucker,Tim Motzer,Jim Hamilton
;;;
Van Morrison ;2001;label;Van Morrison,Pete Hurley,Neil Charles,Bobby Irwin,Richard Dunn,Lee Goodall,Martin Winning,Matt Holland
;;;
Wayne Shorter Quartet ;2001;label;Wayne Shorter,Danilo Perez,John Patitucci,Brian Blade
;;;
Zero 7 ;2001;label;Neil Cowley,Crispin Taylor,Henry Binns,Sam Hardaker,Sophie Barker,Sia Furler,Mozez Wright,Dedi Madden,Robin Mullarkey,Yvonne John Lewis,Marissa Muhammad
;;;
Zita Swoon ;2001;label;Stef Kamil Carlens,Aarich Jespers,Tom Pintens,Bjorn Eriksson,Mirko Banovic
;;;
Zuco 103 ;2001;label;Lilian Vieira,Stefan Kruger,Stefan Schmid,Claus Tofft,Has Bangert,Kid Sublime
;;;
40 Years Of Bossa Nova ;;label;Wanda Sa guitar,,Marcos Valle,Joao Donato,Patricia Alvi,Renato Franco,Mazinho Ventura,Ivo Caldas
;;;
Air ;2002;label;Nicolas Godin vocals,,Jean-Benoit Dunckel,Jason Falkner vocals,,Brian Reitzell,James Rotondi
;;;
"Amadou &amp; Mariam ";2002;label;Amadou Bagayoko,Mariam Doumbia,Herve Samb,Boubacar Dembele,Laurent Griffon,Stephane San Juan,Ayele Labitey,Joelle Kounde
;;;
Angie Stone ;2002;label;Angie Stone,Reggie Hines flute,,Chris Morgan,Kenny Seymoure,Jamal Peoples,Larry Peoples,Larry Peoples Jr.,Tanita Dreher,Kernba Francis,Terry Taylor,Diamond Stone
;;;
Angelique Kidjo ;2002;label;Angelique Kidjo,Anne Marie Milazzo,Rubens De La Corte guitar,,Joao Mota,Richard Hammond,Tony Mola,Gintas Janusowies
;;;
Antibalas Afrobeat Orchestra ;2002;label;Ernesto Abreau,Duke Amayo conga,,Victor Axelrod guitar,,Phil Ballman,Stuart Bogie,Dylan Fusillo,Aaron Johnson,Jordan McLean,Luke O'malley,Martin Perna,Gabe Roth,Todd Simon,Del Stribling
;;;
ASIAN DUB FOUNDATION ;2002;label;Aktar Ahmed,Afjal Miah,John Pandit,Prithpal Rajput,Steven Savale,Aniruddha Das,Loveleen Aulakh
;;;
Al Jarreau ;2002;label;Al Jarreau
;;;
B.B. King ;2002;label;B.B. King,Charles Dennis,Michael Doster,James Toney,James Bolden,Stanley Abernathy,Walter King,Melvin Jackson,Calep Emphrey,Joe Sample,Claude Nobs,Bob Stannard,Chris Kleeman
;;;
"Bireli Lagrene Gipsy Project &amp; Friends ";2002;label;Bireli Lagrene guitar,Diego Imbert,Thomas Dutronc guitar,Hono Winterstein guitar,Florin Niculescu,Stochelo Rosenberg guitar,Dorado Schmitt guitar,Sylvain Luc guitar,Richard Galliano
;;;
BORGEAUD ;;label;Pierre-Yves Borgeaud tapes, live,Pierre Audetat
;;;
Buddy Guy ;2002;label;Buddy Guy,Frank Blinkal,Jason Moynihan,Anthohy Zmagni,Orlando Wright,Jerry Porter
;;;
Buena Vista Social Club Presents: Cachaito Lopez Feat. Miguel Anga Diaz ;2002;label;"Cachaito double,El Indio,Dee Nasty,Manuel Galban,Bigga Morrison Hammond organ,,Rafael ""Jimmy"" Jenks,Yaure Muniz,Policarpo ""Polo"" Tamayo,Carlos Gonzales,Anga Diaz,Betun"
;;;
Bush ;2002;label;Gavin Rossdale,Gavin Xtraynor,Sacha Puttnam,Dave Parsons,Robin Goodridge
;;;
Bilal ;2002;label;"Oliver Bilal,Candice Anderson,Deon ""finesse"" Miller,Leron Thomas,Lamont Calwell,Robert Glasper,Steven MacKie"
;;;
