THE CAPITOL STUDIOS SESSIONS;date;label;Jeff Goldblum , The Mildred Snitzer Orchestra
HOLLYWOOD AFRICANS;date;label;Jon Batiste
IN THE BLUE LIGHT;date;label;Paul Simon
MUSIC BOOK VOLUME III: MAGNIFICENT;date;label;Mel Holder
THE HIGHEST ACT OF LOVE;date;label;Norman Brown
IT'S THE GREAT PUMPKIN, CHARLIE BROWN ;date;label;Vince Guaraldi
12 LITTLE SPELLS;date;label;Esperanza Spalding
IMMIGRANCE;date;label;Snarky Puppy
OPEN ROAD;date;label;The Rippingtons , Russ Freeman
RUBBERBAND;date;label;Miles Davis
GREEN BOOK;date;label;Kris Bowers 
FOLLOW THE LEADER;date;label;Jonathan Hay, Benny Reid , Mike Smith
MUSICAL PROPHET: THE EXPANDED 1963 NEW YORK STUDIO SESSIONS ;date;label;Eric Dolphy
HEAVEN, EARTH;date;label;Kamasi Washington
CHRISTMAS AT NOTRE DAME ;date;label;Arturo Sandoval
BOTH DIRECTIONS AT ONCE: THE LOST ALBUM;date;label;John Coltrane
ULTIMATE CHRISTMAS;date;label;Frank Sinatra
MY WAY;date;label;Willie Nelson
YOU'RE DRIVING ME CRAZY;date;label;Van Morrison, Joey DeFrancesco
VERSATILE;date;label;Van Morrison
IN THE BLUE LIGHT;date;label;Paul Simon
THE CHRISTMAS WISH;date;label;Herb Alpert
HEAVEN, EARTH;date;label;Kamasi Washington
20TH ANNIVERSARY CHRISTMAS;date;label;Dave Koz, Friends
HONESTLY;date;label;Boney James
TURN UP THE QUIET;date;label;Diana Krall
HARMONY OF DIFFERENCE;date;label;Kamasi Washington
STANDARDS;date;label;Seal
DAVE KOZ, FRIENDS: SUMMER HORNS II FROM A TO Z;date;label;Dave Koz,Gerald Albright,Rick Braun,Richard Elliot,Aubrey Logan
COLORS OF LOVE;date;label;Brian Culbertson
THE FINAL TOUR: COPENHAGEN, MARCH 24, 1960;date;label;Miles Davis , John Coltrane
THE FINAL TOUR: THE BOOTLEG SERIES, VOL. 6;date;label;Miles Davis , John Coltrane
SOUL SIDE OF TOWN;date;label;Tower of Power
HOLLYWOOD AFRICANS;date;label;Jon Batiste
NAT KING COLE , ME;date;label;Gregory Porter
LAID BLACK;date;label;Marcus Miller
RANKY TANKY;date;label;Ranky Tanky
VANISHED GARDENS;date;label;Charles Lloyd , The Marvels , Lucinda Williams
MMIII;date;label;Tadric Jermaine
TURN UP THE QUIET;date;label;Diana Krall
SIMPLY CHRISTMAS;date;label;Leslie Odom Jr.
TONY BENNETT CELEBRATES 90;date;label;Tony Bennett
JE DIS OUI!;date;label;Pink Martini
PARKING LOT SYMPHONY;date;label;Trombone Shorty
THE ART OF ELEGANCE;date;label;Kristin Chenoweth
TAKE ME TO THE ALLEY;date;label;Gregory Porter
BEL HOMMAGE;date;label;Patti LaBelle
HONESTLY;date;label;Boney James
THE ESSENTIALS;date;label;Scott Bradlee's Postmodern Jukebox
MMIII;date;label;Tadric Jermaine
CHRISTMAS WITH JON BATISTE;date;label;Jon Batiste
THE WAY OF A WOMAN;date;label;Jan Daley
HARMONY OF DIFFERENCE;date;label;Kamasi Washington
EVOLUTION OF A WINNER;date;label;Syreeta Thompson Trumpetlady
LET IT GO;date;label;Norman Brown
HUDSON;date;label;DeJohnette,Grenadier,Medeski,Scofield
LESLIE ODOM, JR.;date;label;Leslie Odom, Jr.
SUMMERTIME: WILLIE NELSON SINGS GERSHWIN;date;label;Willie Nelson
GROOVIN;date;label;Peter White
LOVE IS A BATTLEFIELD;date;label;Maysa
LES LIAISONS DANGEREUSES;date;label;Thelonious Monk
TRUTH, LIBERTY , SOUL: LIVE IN NYC: THE COMPLETE 1982 NPR JAZZ ALIVE!;date;label;Jaco Pastorius
CHRIS THILE , BRAD MEHLDAU;date;label;Chris Thile , Brad Mehldau
DAY BREAKS;date;label;Norah Jones
CHEEK TO CHEEK;date;label;Tony Bennett , Lady Gaga
SUMMERTIME: WILLIE NELSON SINGS GERSHWIN;date;label;Willie Nelson 
CHRISTMAS WITH FRIENDS;date;label;India.Arie , Joe Sample
MY FAVORITE THINGS;date;label;Joey Alexander
THE EPIC;date;label;Kamasi Washington
TAKE ME TO THE ALLEY;date;label;Gregory Porter
THE ART OF ELEGANCE;date;label;Kristin Chenoweth
EMILY'S D,EVOLUTION;date;label;Esperanza Spalding
THE SILVER LINING: THE MUSIC OF JEROME KERN;date;label;Tony Bennett , Bill Charlap
BYE BYE BLACKBIRD ;date;label;Frank Catalano, Jimmy Chamberlin, David Sanborn
GOD'S GONNA CUT YOU DOWN ;date;label;Frank Catalano, Jimmy Chamberlin
ULTIMATE SINATRA: THE CENTENNIAL COLLECTION ;date;label;Frank Sinatra
LESLIE ODOM, JR.;date;label;Leslie Odom, Jr.
FUTURESOUL;date;label;Boney James
A VERY SWINGIN' BASIE CHRISTMAS!;date;label;The Count Basie Orchestradirected by Scotty Barnhart
WALLFLOWER;date;label;Diana Krall
AMERICAN TUNES;date;label;Allen Toussaint
NO ONE EVER TELLS YOU;date;label;Seth MacFarlane
CULCHA VULCHA;date;label;Snarky Puppy
EVERYTHING'S BEAUTIFUL;date;label;Miles Davis , Robert Glasper
SILVER;date;label;Fourplay
ARTSCIENCE;date;label;Robert Glasper Experiment
A VOICE ON AIR: 1935-1955 ;date;label;Frank Sinatra
WALLFLOWER;date;label;Diana Krall
NOSTALGIA;date;label;Annie Lennox
ULTIMATE SINATRA;date;label;Frank Sinatra
HOLIDAY FOR SWING!;date;label;Seth MacFarlane
FUTURESOUL;date;label;Boney James
WHIPLASH;date;label; Justin Hurwitz, Tim Simonec , 
DAVE KOZ , FRIENDS: THE 25TH OF DECEMBER;date;label;Dave Koz
BRAZILIAN NIGHTS;date;label;Kenny G
THE EPIC;date;label;Kamasi Washington
ULTIMATE SINATRA: THE CENTENNIAL COLLECTION ;date;label;Frank Sinatra
THE SILVER LINING: THE MUSIC OF JEROME KERN;date;label;Tony Bennett , Bill Charlap
SCO-MULE ;date;label;Gov't Mule , John Scofield
CURRENCY OF MAN;date;label;Melody Gardot
MY FAVORITE THINGS;date;label;Joey Alexander
COMING FORTH BY DAY;date;label;Cassandra Wilson
THE CLASSIC CHRISTMAS ALBUM;date;label;Frank Sinatra
HISTORICAL MISAPPROPRIATION;date;label;Scott Bradlee's Postmodern Jukebox
THE COMPLETE CONCERT BY THE SEA: RECORDED LIVE IN CARMEL, CA SEPT. 19, 1955;date;label;Erroll Garner
ROBERT GLASPER: COVERED, RECORDED LIVE AT CAPITOL STUDIOS;date;label;The Robert Glasper Trio
SYLVA;date;label;Snarky Puppy , Metropole Orkest
AFRODEEZIA;date;label;Marcus Miller
BACK 2 LOVE;date;label;Maysa
TO BE LOVED;date;label;Michael Buble
NOSTALGIA;date;label;Annie Lennox
BLACK RADIO 2;date;label;Robert Glasper Experiment
SINATRA: BEST OF DUETS;date;label;Frank Sinatra
LIQUID SPIRIT;date;label;Gregory Porter
ICON CHRISTMAS: FRANK SINATRA;date;label;Frank Sinatra
ICON: CHRISTMAS WITH THE RAT PACK;date;label;The Rat Pack
KIN ();date;label;Pat Metheny Unity Group
EVERY MAN SHOULD KNOW;date;label;Harry Connick, Jr.
ANOTHER LONG NIGHT OUT;date;label;Brian Culbertson
ICON: FRANK SINATRA;date;label;Frank Sinatra
TWIST IS THE NEW TWERK;date;label;Scott Bradlee's Postmodern Jukebox
GET HAPPY;date;label;Pink Martini
LAST DANCE;date;label;Keith Jarrett , Charlie Haden
DAVE KOZ, FRIENDS: SUMMER HORNS;date;label;Dave Koz,Gerald Albright,Mindi Abair,Richard Elliot
THE CLASSICS;date;label;Tony Bennett
SINATRA: DUETS: TWENTIETH ANNIVERSARY ;date;label;Frank Sinatra
MY OLD FRIEND: CELEBRATING GEORGE DUKE;date;label;Al Jarreau
WOMANCHILD;date;label;Cecile McLorin Salvant
SAY THAT TO SAY THIS;date;label;Trombone Shorty
BEAUTIFUL LIFE;date;label;Dianne Reeves
THE BEAT;date;label;Boney James
NATHAN EAST;date;label;Nathan East
SKE-DAT-DE-DAT: THE SPIRIT OF SATCH;date;label;Dr. John
WE LIKE IT HERE;date;label;Snarky Puppy
THE JAZZMASTERS VII;date;label;Paul Hardcastle
SINATRA WITH LOVE;date;label;Frank Sinatra
LADY DAY AT EMERSON'S BAR , GRILL ;date;label;Audra McDonald
EUPHORIA;date;label;Will Downing
SLAM DUNK;date;label;Gerald Albright
GOT 2 BE GROOVIN;date;label;Euge Groove
HISTORICAL MISAPPROPRIATION;date;label;Scott Bradlee's Postmodern Jukebox
MAP TO THE TREASURE: REIMAGINING LAURA NYRO;date;label;Billy Childs
LIP SERVICE;date;label;Richard Elliot
WILD HEART;date;label;Mindi Abair
ICON: THE RAT PACK;date;label;The Rat Pack
LOOPIFIED;date;label;Dirty Loops
CAN YOU FEEL IT;date;label;Rick Braun
JAZZ FUNK SOUL;date;label;Jazz Funk Soul
THAT'S IT!;date;label;Preservation Hall Jazz Band
SOUTHERN COMFORT;date;label;Regina Carter
SOUL QUEST;date;label;Keiko Matsui
FOUNTAIN OF YOUTH;date;label;The Rippingtons , Russ Freeman
BLUE VELVET SOUL;date;label;Maysa
MILES AT THE FILLMORE: MILES DAVIS 1970 - THE BOOTLEG SERIES VOL. 3;date;label;Miles Davis
SOCIAL MUSIC;date;label;Jon Batiste, Stay Human
VIVA DUETS;date;label;Tony Bennett
GLAD RAG DOLL;date;label;Diana Krall
SINATRA: BEST OF THE BEST;date;label;Frank Sinatra
EVERY MAN SHOULD KNOW;date;label;Harry Connick, Jr.
THE CLASSIC CHRISTMAS ALBUM;date;label;Kenny G
THE BEAT;date;label;Boney James
THE BLUE ROOM;date;label;Madeleine Peyroux
DUETS II;date;label;Tony Bennett
DAVE KOZ, FRIENDS: SUMMER HORNS;date;label;Dave Koz,Gerald Albright,Mindi Abair,Richard Elliot
IMPRESSIONS;date;label;Chris Botti
AS TIME GOES BY: GREAT AMERICAN SONGBOOK CLASSICS;date;label;Tony Bennett
NATALIE COLE EN ESPANOL;date;label;Natalie Cole
BLACK RADIO 2;date;label;Robert Glasper Experiment
KISSES ON THE BOTTOM;date;label;Paul McCartney
BENNETT,BRUBECK: THE WHITE HOUSE SESSIONS, LIVE 1962;date;label;Tony Bennett , Dave Brubeck
DREAMWEAVER;date;label;George Duke
RADIO MUSIC SOCIETY;date;label;Esperanza Spalding
IN GRAND COMPANY;date;label;Duke Ellington
BLACK RADIO;date;label;Robert Glasper Experiment
GET HAPPY;date;label;Pink Martini
CAUTION;date;label;Andre Ward
WAY DOWN LOW;date;label;Kat Edmonson
SENTIMENTAL JOURNEY;date;label;Emmy Rossum
INSPIRATION: A TRIBUTE TO NAT KING COLE;date;label;George Benson
PAUL HARDCASTLE: VII;date;label;Paul Hardcastle
DREAMS;date;label;Brian Culbertson
A TIME FOR LOVE;date;label;Jeffrey Osborne
NO BEGINNING NO END;date;label;Jose James
LIQUID SPIRIT;date;label;Gregory Porter
THAT'S IT!;date;label;Preservation Hall Jazz Band
SAY THAT TO SAY THIS;date;label;Trombone Shorty
THE JAZZ AGE;date;label;The Bryan Ferry Orchestra
HUMAN NATURE;date;label;bwb
MIDNIGHT IN PARIS;date;label;Bande originale de film
WOMANCHILD;date;label;Cecile McLorin Salvant
HOUSE OF GROOVE;date;label;Euge Groove
BLUE VELVET SOUL;date;label;Maysa
BE GOOD;date;label;Gregory Porter
WITHOUT A NET;date;label;The Wayne Shorter Quartet , Danilo Perez, John Patitucci , Brian Blade
HANDPICKED;date;label;Earl Klugh
GRACE, MERCY;date;label;Jonathan Butler
RATTLE THEM BONES;date;label;Big Bad Voodoo Daddy
SMOKEY MARY;date;label;Harry Connick, Jr.
ESPRIT DE FOUR;date;label;Fourplay
IT'S MAGIC: THE SONGS OF SAMMY CAHN;date;label;Steve Tyrell
SPIRITYOUALL;date;label;Bobby McFerrin
SOMEWHERE;date;label;Keith Jarrett, Gary Peacock, Jack DeJohnette
DUETS II;date;label;Tony Bennett
KISSES ON THE BOTTOM;date;label;Paul McCartney
SINATRA: BEST OF THE BEST;date;label;Frank Sinatra
THAT'S LIFE;date;label;Landau Eugene Murphy, Jr.
RADIO MUSIC SOCIETY;date;label;Esperanza Spalding
GLAD RAG DOLL;date;label;Diana Krall
BLACK RADIO;date;label;Robert Glasper Experiment
VIVA DUETS;date;label;Tony Bennett
IMPRESSIONS;date;label;Chris Botti
THE CLASSIC CHRISTMAS ALBUM;date;label;Tony Bennett
MIDNIGHT IN PARIS;date;label;Bande originale de film
THE ABSENCE;date;label;Melody Gardot
FOR TRUE;date;label;Trombone Shorty
RETROSPECTIVE;date;label;Pink Martini
THE VERY BEST OF THE RAT PACK;date;label;The Rat Pack
DREAMS;date;label;Dreams
CONTACT;date;label;Boney James
UNITY BAND;date;label;Pat Metheny, Chris Potter, Ben Williams, Antonio Sanchez
HERE WE GO;date;label;Peter White
RENAISSANCE;date;label;Marcus Miller
CARNIVALE ELECTRICOS;date;label;Galactic
BE GOOD;date;label;Gregory Porter
ULTIMATE CHRISTMAS;date;label;Dave Koz
THE SMOOTH SIDE OF SOUL;date;label;Najee
I'LL TAKE ROMANCE;date;label;Steve Tyrell
MOTIONS OF LOVE;date;label;Maysa
MUSIC IS BETTER THAN WORDS;date;label;Seth MacFarlane
WAY DOWN LOW;date;label;Kat Edmonson
RIO;date;label;Keith Jarrett
DUETS: AN AMERICAN CLASSIC , DUETS II;date;label;Tony Bennett
THE DUKE;date;label;Joe Jackson
GUITAR MAN;date;label;George Benson
BREAKIN' THE RULES;date;label;Rahni Song
ESPRIT DE FOUR;date;label;Fourplay
ANOTHER COUNTRY;date;label;Cassandra Wilson , Fabrizio Sotti
ISN'T IT ROMANTIC?;date;label;Tony Bennett
RATTLE THEM BONES;date;label;Big Bad Voodoo Daddy
BUILT TO LAST;date;label;The Rippingtons , Russ Freeman
COME SUNDAY;date;label;Charlie Haden , Hank Jones
LIVE IN EUROPE 1967: BEST OF THE BOOTLEG VOL. 1;date;label;The Miles Davis Quintet
HOUSE OF GROOVE;date;label;Euge Groove
THE CHILL LOUNGE: VOLUME 1;date;label;Paul Hardcastle
THE WAYMAN TISDALE STORY;date;label;Wayman Tisdale
SURREAL;date;label;Incognito
ROCKET SCIENCE;date;label;Bela Fleck , The Flecktones
CHAMBER MUSIC SOCIETY;date;label;Esperanza Spalding
ROMANCE LANGUAGE;date;label;Kirk Whalum
CHRISTMAS;date;label;Michael Buble
CRAZY LOVE;date;label;Michael Buble
JOY TO THE WORLD;date;label;Pink Martini
HOLLYWOOD: THE DELUXE ;date;label;Michael Buble
CHAMBER MUSIC SOCIETY;date;label;Esperanza Spalding
CONTACT;date;label;Boney James
CHRISTMAS WITH THE RAT PACK;date;label;The Rat Pack 
THE VERY BEST OF THE RAT PACK;date;label;The Rat Pack
HELLO TOMORROW;date;label;Dave Koz
BACKATOWN;date;label;Trombone Shorty
IN CONCERT ON BROADWAY;date;label;Harry Connick, Jr.
HEART, SOUL;date;label;Kenny G
TREME: MUSIC FROM THE HBO ORIGINAL SERIES: SEASON 1;date;label;Bande originale de serie
LET'S TOUCH THE SKY;date;label;Fourplay
GABRIEL BELLO;date;label;Gabriel Bello
FOR TRUE;date;label;Trombone Shorty
WHAT'S IT ALL ABOUT;date;label;Pat Metheny
HERE WE GO AGAIN: CELEBRATING THE GENIUS OF RAY CHARLES;date;label;Willie Nelson , Wynton Marsalis , Norah Jones
XII;date;label;Brian Culbertson
ROCKET SCIENCE;date;label;Bela Fleck , The Flecktones
COTE D'AZUR;date;label;The Rippingtons , Russ Freeman
YOUR SONGS;date;label;Harry Connick, Jr.
THE IMAGINE PROJECT;date;label;Herbie Hancock
MUSIC IS BETTER THAN WORDS;date;label;Seth MacFarlane
STANDING ON THE ROOFTOP;date;label;Madeleine Peyroux
TIME TOGETHER;date;label;Michael Franks
S7VEN LARGE;date;label;Euge Groove
S.O.U.L.: NINA SIMONE;date;label;Nina Simone
SPLENDOR IN THE GRASS;date;label;Pink Martini
HARDCASTLE VI;date;label;Paul Hardcastle
THE LOST, FOUND;date;label;Gretchen Parlato
GUITAR MAN;date;label;George Benson
CHRISTMAS WITH THE PUPPINI SISTERS;date;label;The Puppini Sisters
JAZZMASTERS VI;date;label;Jazzmasters
THE ROAD;date;label;Keiko Matsui
DESIRE: THE ULTIMATE SEDUCTIVE ALBUM;date;label;Paul Hardcastle
LOUIS ARMSTRONG;date;label;Louis Armstrong
I FEEL YOU;date;label;Herb Alpert , Lani Hall
BRIAN WILSON REIMAGINES GERSHWIN;date;label;Brian Wilson
LOVE IS THE ANSWER;date;label;Barbra Streisand
SOPHISTICATED LADIES;date;label;Charlie Haden Quartet West
THE MOST WONDERFUL TIME OF THE YEAR;date;label;Take 6
I'M NEW HERE;date;label;Gil Scott-Heron
JASMINE;date;label;Keith Jarrett , Charlie Haden
YOUR SONGS;date;label;Harry Connick Jr.
LOVE IS THE ANSWER;date;label;Barbra Streisand
MY ONE, ONLY THRILL;date;label;Melody Gardot
HOLLYWOOD: THE DELUXE ;date;label;Michael Buble
SPLENDOR IN THE GRASS;date;label;Pink Martini
HEART, SOUL;date;label;Kenny G
THE PURSUIT;date;label;Jamie Cullum
QUIET NIGHTS;date;label;Diana Krall
CHRIS BOTTI: IN BOSTON;date;label;Chris Botti
MICHAEL BUBLE MEETS MADISON SQUARE GARDEN;date;label;Michael Buble
BRIAN WILSON REIMAGINES GERSHWIN;date;label;Brian Wilson
BACKATOWN;date;label;Trombone Shorty
SPECIAL DELIVERY ;date;label;Michael Buble
THE IMAGINE PROJECT;date;label;Herbie Hancock
COME RAIN OR COME SHINE;date;label;Peggy Lee
NIKKI;date;label;Nikki Yanofsky
CHRISTMAS JAZZ JAM;date;label;Wynton Marsalis
JASMINE;date;label;Keith Jarrett , Charlie Haden
PRESERVATION;date;label;Preservation Hall Jazz Band
XII;date;label;Brian Culbertson
YA-KA-MAY;date;label;Galactic
SUPER HITS;date;label;Kenny G
ORCHESTRION;date;label;Pat Metheny
THE GOSPEL ACCORDING TO JAZZ CHAPTER III;date;label;Kirk Whalum
CHAMBER MUSIC SOCIETY;date;label;Esperanza Spalding
NORMAL AS BLUEBERRY PIE: A TRIBUTE TO DORIS DAY;date;label;Nellie McKay
I'M NEW HERE;date;label;Gil Scott-Heron
SEND ONE YOUR LOVE;date;label;Boney James
SONGS FROM LONELY AVENUE;date;label;The Brian Setzer Orchestra
SINATRA: NEW YORK;date;label;Frank Sinatra
GOOD DAY;date;label;Peter White
JAZZMASTERS VI;date;label;Jazzmasters
SONGS, STORIES;date;label;George Benson
MIND OVER MATTER;date;label;Najee
VOCABULARIES;date;label;Bobby McFerrin
A WOMAN IN LOVE;date;label;Maysa
TWELVE NIGHTS IN HOLLYWOOD;date;label;Ella Fitzgerald
HELLO TOMORROW;date;label;Dave Koz
SENDING MY LOVE;date;label;Norman Brown
CHRISTMAS WITH SINATRA, FRIENDS;date;label;Frank Sinatra
THE COMPLETE REPRISE RECORDINGS;date;label;Francis Albert Sinatra , Antonio Carlos Jobim
COLLECTOR'S EDITION: SINATRA;date;label;Frank Sinatra
SO STRONG;date;label;Jonathan Butler
VAGABOND;date;label;Spencer Day
HIGHWAY RIDER;date;label;Brad Mehldau
QUIET NIGHTS;date;label;Diana Krall
WHAT A NIGHT! A CHRISTMAS ALBUM;date;label;Harry Connick Jr.
A SWINGIN' CHRISTMAS;date;label;Tony Bennett , The Count Basie Big Band
YOUR SONGS;date;label;Harry Connick Jr.
CHRIS BOTTI: IN BOSTON;date;label;Chris Botti
LOVE IS THE ANSWER;date;label;Barbra Streisand
SEDUCTION: SINATRA SINGS OF LOVE;date;label;Frank Sinatra
MICHAEL BUBLE MEETS MADISON SQUARE GARDEN;date;label;Michael Buble
SEND ONE YOUR LOVE;date;label;Boney James
NBC SOUNDS OF THE SEASON: THE NAT KING COLE HOLIDAY COLLECTION ;date;label;Nat King Cole
MY ONE, ONLY THRILL;date;label;Melody Gardot
LIVE AT THE MEADOWLANDS;date;label;Frank Sinatra
STILL UNFORGETTABLE;date;label;Natalie Cole
BARE BONES;date;label;Madeleine Peyroux
RHYTHM , ROMANCE;date;label;Kenny G
TWO MEN WITH THE BLUES;date;label;Willie Nelson , Wynton Marsalis
ITALIA;date;label;Chris Botti
SKYLARK;date;label;Renee Olstead
ESPERANZA;date;label;Esperanza Spalding
THE REAL THING;date;label;Vanessa Williams
ENERGY;date;label;Fourplay
MOVING FORWARD;date;label;Bernie Williams
GREATEST HITS;date;label;Dave Koz
JINGLE ALL THE WAY;date;label;Bela Fleck , The Flecktones
SONGS, STORIES;date;label;George Benson
SPLENDOR IN THE GRASS;date;label;Pink Martini
WORRISOME HEART;date;label;Melody Gardot
SPEAK LOW;date;label;Boz Scaggs
REBOUND;date;label;Wayman Tisdale
MODERN ART;date;label;The Rippingtons , Russ Freeman
THE VERY BEST OF DIANA KRALL;date;label;Diana Krall
THE LOVERS, THE DREAMERS, ME;date;label;Jane Monheit
RIVER: THE JONI LETTERS;date;label;Herbie Hancock
CHRISTMAS;date;label;Al Jarreau
CLASSIC SINATRA II;date;label;Frank Sinatra
THE BRIGHT MISSISSIPPI;date;label;Allen Toussaint
NEW BEGINNINGS;date;label;Ski Johnson
ROCK STEADY;date;label;Richard Elliot
PLAYLIST: THE VERY BEST OF KENNY G;date;label;Kenny G
SONGS FROM LONELY AVENUE;date;label;The Brian Setzer Orchestra
HARDCASTLE 5;date;label;Paul Hardcastle
BOSSA NOVA STORIES;date;label;Eliane Elias
MIND OVER MATTER;date;label;Najee
GOOD DAY;date;label;Peter White
9/11 P.M. TOWN HALL;1988;label;Johnny Griffin
A BEAUTIFUL FRIENDSHIP;1977;label;Gerry Wiggins,Wig Is
A BRIGHTER DAY;2000;label;Steve Wilson,Jill Jones
A GARLAND OF RED;1956;label;Bob Weinstock,Billy Eckstine,Dexter Gordon,Sonny Stitt,Roy Eldridge,Ben Webster,Philly Joe Jones,John Swenson,Willie L.,Hill Jr.
A HOT NIGHT IN PARIS;1999;label;Phil Collins,Doug Richeson,Ron Modell,Scott Bliege,Chris Collins
A JOURNEY (ALBUM);2015;label;Yuri Goloubev,Tim Dickeson
A NIGHT AT THE VANGUARD;1960;label;Sonny Rollins,Don Gold,Don Bronstein,Shelton Brooks,Billy Byrd,Henri Woode,Soft Winds,Duke Ellington
AFRICA (ALBUM DE PHAROAH SANDERS);1987;label;John Hicks,Curtis Lundy
ANDANDO EL TIEMPO;2016;label;Stelio Molo
THE ANTIDOTE (RONNY JORDAN);1992;label;Phillip Bent,Kevin Rutherford
ARE WE THERE YET? (ALBUM DE CARLA BLEY);1999;label;Phil Woods,Bill Bennett
AT NEWPORT '63;1963;label;Teddy Kotick,George Wein,Joe Morgen,Guy Pedersen,Duke Ellington,Wider World,Johnny Griffin
AURORA (ALBUM D'AVISHAI COHEN);2009;label;Gently Disturbed,Been So Long,Ezion Gever
BALADE DU 10 MARS;1999;label;Robert Spencer,Sigmund Romberg,Penguin UK,Johnny Griffin
BARZAKH;1991;label;Bechir Selmi,Stephen Cook
BEASTS OF NO NATION (ALBUM);1989;label;Clifford Itoje,Soji Odukogbe,Festus Okotie,Stephen Ukem,Idolo Umokoro
BEN WEBSTER MEETS OSCAR PETERSON;1959;label;Ben Webster,Ed Thigpen,Stephen Frostberg,Stephen Cook
BIG BAND THEORY;1993;label;Pete Hurt
BLOCK CHORDS PARADE;1974;label;Milt Buckner,Jo Jones,Bobby Timmons,Gerry Wiggins
BLUE AND SENTIMENTAL;1962;label;Ike Quebec,Roy Eldridge,Bud Powell,John White,Philly Joe Jones,Henry Nemo
BLUE GENE (ALBUM DE GENE AMMONS);1958;label;Bob Weinstock,Tito Puente
BLUE SERGE;1956;label;Philly Joe Jones,Huffington Post
BOSS TENOR;1960;label;Sonny Rollins,Eddie Heywood,Bill Doggett,Lucky Millinder
BOSSA NOVA SOUL SAMBA;1962;label;Ike Quebec,Roy Eldridge,Bud Powell,Willie Bobo,Shu Shu,Pedro Berrios,John White
BOSTON BLOW-UP!;1955;label;Boots Mussulli,Dick Robertson,Huffington Post
CARAVAN (ALBUM DE JO JONES);1974;label;Jo Jones,Gerry Wiggins,Milt Buckner,Joe Young,Duke Ellington
APPEARING NIGHTLY;2008;label;Billy Drummond,Hey Pete,Duke Ellington
THE CARLA BLEY BIG BAND GOES TO CHURCH;1996;label;Jerry Underwood
CARLA'S CHRISTMAS CAROLS;2009;label;John Bungey,Phil Johnson
CLIFF SMALLS (ALBUM);1978;label;Duke Ellington,Irving Mills
CONCERT IN THE GARDEN;2004;label;Ben Monder,Egberto Gismonti,Rich Perry,Chorus Ingrid Jensen,Gene Kelly,Scott Robinson,Ingrid Jensen,Keith O,George Flynn,Eliot Weinberger
CONTRASTES (ALBUM DE MARTIAL SOLAL);1999;label;Steve Loewy,Monster Piece,Jesper Riis,Henrik Bolberg Pedersen,Peter Jensen,Jim McNeely,Johnny Griffin
DAY BY DAY (ALBUM DE FEMI KUTI);2008;label;Julien Bordier
DEAR ELLA;1997;label;Sonny Burke,Duke Ellington,Bill Bennett
DINNER MUSIC;1977;label;John Hunt,Roswell Rudd
DOG WITH A ROPE;2010;label;Wilson Viveros,Robert Luis
DOWN HERE ON THE GROUND;1968;label;Nick Ceruli,Gene Orloff,George Ricci
DUPLICITY (ALBUM DE LEE KONITZ ET MARTIAL SOLAL);1978;label;Rhythm Sweet,Johnny Griffin
EASY LIVING (ALBUM D'ELLA FITZGERALD ET JOE PASS);1986;label;Rube Bloom,Billy Moll
ESCALATOR OVER THE HILL;1971;label;Bill Dixon,Keystone Korner,Sue Speeth,Don Cherry,Sherry Speeth,Roswell Rudd,Perry Robinson,Kurt Weil,Pony Soldier,Phil Minton,Steve Ferguson,Bill Roughen,Phyllis Schneider,Chris Woods,Chris Kelsey,Sgt Pepper,John S. Wilson,John Swenson
EUROPEAN EPISODE ET IMPRESSIVE ROME;1968;label;Henri Texier,Philippe Elhem,Joe Bishop,Thierry Quenum,Johnny Griffin
EUROPEAN TOUR 1977;1978;label;Hugh Hopper,Roswell Rudd
EXPLORING NEW SOUNDS IN HI-FI/STEREO;1958;label;Pop Composer,Tony Wilds
F. A LEO;2008;label;Roberto Cipelli,Luigi Tenco
THE FABULOUS SIDNEY BECHET;1951;label;Sidney Bechet,Pops Foster,Buddy Weed,Billy Higgins,Chris Smith,Ben Bernie
FANCY CHAMBER MUSIC;1998;label;Jon Benet,Steve Morris,Chris Wells
FLEUR CARNIVORE (ALBUM);1989;label;Jens Winther,Roberto Ottini,Stephen Cook
FOLLY SEEING ALL THIS;1993;label;Rick Fenn
FOUR KEYS;1979;label;John Scofield,Kenneth Knudsen,Johnny Griffin
FRIDAY NIGHT IN SAN FRANCISCO;1981;label;Egberto Gismonti,Philip Roberge,Tim Pinch,Tom Pinch
GERRY MULLIGAN - PAUL DESMOND QUARTET;1958;label;Hollywood Bowl
GERRY MULLIGAN MEETS BEN WEBSTER;1960;label;Ben Webster,Johnny Hodges,Hollywood Bowl,Duke Ellington,John S. Wilson,Chester Conn
GERRY MULLIGAN MEETS JOHNNY HODGES;1960;label;Johnny Hodges,Ken Druker,Hollis King,Ben Webster,Et Dryden,Bob Porter
GETTIN' TOGETHER! (ALBUM DE PAUL GONSALVES);1961;label;Duke Ellington,Wynton Kelly,Roll Morton
GLING-GLO;1990;label;Bjork Gudmundsdottir,Gudmundur Ingolfsson,Gudmundur Steingrimsson,Kristin Engilbertsdottir,Eirikur Eiriksson,Thorsteinn Sveinsson,Loftur Gudmundsson,Jon Sigurdsson,Ruiz Sveinsson,Help Loving,Eldon Jonsson
GUITAR MUSIC;2003;label;Rodolphe Burger,Bruno Herlin
HAPPENINGS;1967;label;Bobby Hutcherson
