The Matthew Herbert Big Band ;2002;label;Matthew Herbert,Dani Sicilliano,Simon Niblock,Alexander Moles,Martin Williams,Dave O'higgins,Bob McKay,Chris Storr,Graham Russell,Andrew Cook,Adam Linsley,Patrick Hartley,Chris Cole,Patrick Hartley,John Higginbotham,Phil Parnell,Dave Green,Pete Carter
;;;
Incognito ;1999;label;"Richard Bailey,Jim Watson,Jean-Paul ""Bluey"" Maunick leader, voc.,,Maysa Leak,Fayyaz Virji,Graham Harvey,Dominic Glover,Ed Jones,Julian Crampton,Thomas Dyani,Karen Bernod,Veronique Demargary,Dave O'Higgins"
;;;
The Notwist ;2002;label;Markus Acher,Martin Gretschmann,Ulrich Wangenheim clarinet, tenor,Gerhart Gschloessl,Stephan Schreiber,Max Ehwald,Mich Acher,Saam Schlamminger,Mecki Messerschmid
;;;
Tiga ;;label;Tiga,Dj Set
;;;
UB40 ;2002;label;Ali Campbell,Robin Campbell,Earl Falconer,Norman Hassan,Brian Travers,Michael Virtue,Astro,Martin Meredith,Laurence Parry,Mark Overton,Jimmy Brown
;;;
Us3 ;2002;label;Alison Crockett,Geoffrey Wilkinson,Kcb,DJ First Rate,Duncan McKay,Ed Jones,Neville Malcom,Michael Gorman
;;;
Wayne Shorter Quartet ;2002;label;"Wayne Shorter &amp; soprano,Danilo Perez,John Patitucci,Brian Blade"
;;;
Watcha ;2002;label;"Bob,Manu,Frederic ""Fred"" Duquesne,Pendule,Keuj"
;;;
Youssou N'Dour ;2002;label;"Youssou N'Dour,Habib Faye,Mamadou ""Jimi"" Mbaye,Pape Oumar Ngom,Ibrahama Cisse,Assan Thiam drum,,Babacar ""Mbaye Dieye Faye"" Faye,El Hadj Faye,Abdoulaye Lo,Alain Berge,Ramatoulaye Ndiaye,Aimee Faal"
;;;
Appliance ;2003;label;James Brooks,David Ireland,Michael Parker
;;;
Baptiste Trotignon Trio ;2003;label;Baptiste Trotignon,Nicolas Clovis,Tony Rabeson
;;;
Beth Orton ;2003;label;Beth Orton,Ted Barnes,Olliver Kraus,Howard Gott,Friend Ali,Sean Read backing,Will Blanchard
;;;
Blackalicious ;2003;label;"Gift of Gab,Ms Omega Rae Brooks,Myron Rafael Glasper,Derrick ""D-Sharp"" Robinson,Vincent Segal"
;;;
Blues Brothers Band ;2003;label;Steve Crooper,Udel Eric,John Tropea,Jim Biggins,Alan Rubin,Ned Holder,Rob Paparozzi,Pendarvis Leon,Danny Gottlieb,Eddie Floyd
;;;
Bonnie Raitt ;2003;label;"Bonnie Raitt,Marinelli George,James ""Hutch"" Hutchinson,Ricky Fataar,Jon Cleary"
;;;
Brendan Benson ;2003;label;Brendan Benson,Plum Chris
;;;
Cajmere ;2003;label;Cajmere
;;;
Cassandra Wilson ;2003;label;Cassandra Wilson,Ross Brandon,Lonnie Plaxico,Maret Gregoire,Jeff Haynes
;;;
Concord Jazz 30th Anniversary ;2003;label;Andy Milne,Maret Gregoire,Carl Walker,Sean Rickman,Richard Brown
;;;
Charles Lloyd Quartet ;2003;label;Charles Lloyd,Geri Allen,Robert Hurst,Eric Harland
;;;
Chico Cesar ;2003;label;Chico Cesar,Simone Julian,Swami Jr.,Marcelo Jeneci keyboard, electronic,Kastrup Guilheme electronic
;;;
Cidade Negra ;2003;label;Tony Garrido,Sette Marlon,Lelei Gracindo,Serjao,Paulo Gama,Farias Andre,Meirelles Alex,Pierre Jean,Silva Ronaldinho,Markus Cruz,Cidalia,Paula Gilce De,Miranda Gil
;;;
Craig David ;2003;label;David Craig,Tontoh Frank,Smith Fraser,Mark Dean,Richard Cardwell,Kwame Yeboah,Tommy Blaize,Lincoln Jean-Marie,Priscilla Jones
;;;
Cypress Hill ;2003;label;"B'real,Sen Dogg,Muggs,Eric ""Bobo"" Correa"
;;;
DJ Asher Selector ;2003;label;Asher Selector
;;;
"DJ Green Giant &amp; Dynamike ";2003;label;Dj Green Giant,Dynamike
;;;
Double Pact Feat. Max ;;label;"Ulises Llamosas,Max Herre,DJ Green giant,Yvan Jaquemet musical,,Nega,Andres ""Stress"" Andrekson,Shyaka Kagame,Sadrac Temo,Jordan Nsimba,Dany Mwamba,Bruno ""Loucha"" Djoungong,Kamilean,""person"" Fabrice De Groote,Pit Baccardi"
;;;
"DJ James Murphy &amp; 2 Many ";2003;label;James Murphy
;;;
DJ Mirko Loko ;2003;label;Mirko Loko
;;;
